Valor Aprovado;Quantidade Aprovada;Ano;Mês
96462546,25000058;4150119;2017;janeiro
88675536,24000084;3661765;2017;fevereiro
108035182,01999924;4667043;2017;março
92472625,75998141;3646418;2017;abril
110012910,68999943;4868238;2017;maio
97617542,36999875;4146009;2017;junho
