"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"IMI";"IPT"
"874";"33050015005P8";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"6";0,290814393939394;0,0303030303030303
"875";"33051011002P5";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,49502847831384;0,0526315789473684
"876";"33051011004P8";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2000;"PROFISSIONAL";"4";0,612770206766917;0,0277777777777778
"877";"33051011007P7";"ASTRONOMIA / FÍSICA";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,505449729233799;0,0416666666666667
"878";"33052018002P1";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"3";0,450933632591241;0,296296296296296
"879";"33054010004P7";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";0,440538194444444;0,0277777777777778
"880";"33054010005P3";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";0,578046822177147;0,0196078431372549
"881";"33056013012P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"3";0,533030913978495;0,0277777777777778
"882";"33056013014P5";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,531600767468033;0,17948717948718
"883";"33056013015P1";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";0,584710227272727;0,196969696969697
"884";"33057010002P7";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";0,496764122315593;0,0833333333333333
"885";"33063010002P3";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,368427287581699;0,111111111111111
"886";"33063010003P0";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"5";0,610926529358925;0,222222222222222
"887";"33063010005P2";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";0,530199344095621;0,0333333333333333
"888";"33065012002P2";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";0,605160256410256;0,0333333333333333
"889";"33065012003P9";"FARMÁCIA";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"3";0,617073515823516;0,17948717948718
"890";"33067015002P5";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1998;"PROFISSIONAL";"3";0,610098443223443;0,205128205128205
"891";"33067015003P1";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";0,467891714766715;0,0185185185185185
"892";"33078017001P7";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,389649203136045;0,0256410256410256
"893";"33078017002P3";"ENSINO";"PARTICULAR";"PRIVADA";2004;"PROFISSIONAL";"5";0,575735076832151;0,111111111111111
"894";"33078017009P8";"ENSINO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"5";0,539596306471307;0,0769230769230769
"895";"33082014001P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";0,568722612150921;0,0196078431372549
"896";"33082014002P7";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"4";0,576812968777255;0,0833333333333333
"897";"33082014003P3";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,529861111111111;0,0333333333333333
"898";"33082014005P6";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"4";0,618852144232579;0,0303030303030303
"899";"33087016002P9";"BIODIVERSIDADE";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";0,567656485671192;0,153846153846154
"900";"33092010001P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"5";0,472768044699905;0,157894736842105
"901";"33092010004P5";"EDUCAÇÃO FÍSICA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"5";0,544913393997446;0,0222222222222222
"902";"33092010007P4";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";0,62432992202729;0,0333333333333333
"903";"33092010009P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";0,75530303030303;0,121212121212121
"904";"33092010010P5";"MEDICINA I";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";0,548534688995215;0,0208333333333333
"905";"33092010013P4";"MEDICINA II";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";0,620949074074074;0,0444444444444444
"906";"33092010014P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";0,585014880952381;0,0666666666666667
"907";"33092010016P3";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"4";0,574621212121212;0,0909090909090909
"908";"33092010017P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";0,635193048850746;0,0196078431372549
"909";"33093016003P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,566791819291819;0,0256410256410256
"910";"33093016004P8";"QUÍMICA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"5";0,473502719956964;0,117647058823529
"911";"33093016006P0";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,486276109906328;0,0476190476190476
"912";"33106010002P5";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";0,614156542382349;0,424242424242424
"913";"33107017002P1";"FARMÁCIA";"PARTICULAR";"PRIVADA";2007;"PROFISSIONAL";"3";0,629315476190476;0,0833333333333333
"914";"33107017008P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";0,665056818181818;0,272727272727273
"915";"33115028001P0";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,681396901709402;0,0222222222222222
"916";"33119015001P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";0,463230102040505;0,138364779874214
"917";"33119015002P6";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,490159522245623;0,150537634408602
"918";"33128014001P5";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"3";0,714679524644457;0,0333333333333333
"919";"33144010001P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";0,29417079827038;0,0294117647058824
"920";"33144010002P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,446295880283364;0,016260162601626
"921";"33144010003P0";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,355046347448481;0,172413793103448
"922";"33144010004P6";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,523701995272117;0,037037037037037
"923";"33144010005P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,523873016451141;0,037037037037037
"924";"33144010006P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,407118405980023;0,0752688172043011
"925";"33144010007P5";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,497290843214756;0,116666666666667
"926";"33144010008P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,46272383252818;0,0666666666666667
"927";"33144010011P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,653872237734943;0,230769230769231
"928";"33144010014P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,531667710944027;0,0416666666666667
"929";"33144010016P4";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,542961205461205;0,0666666666666667
"930";"33144010023P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,613172301017696;0,0119047619047619
"931";"33149011001P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"4";0,577265712682379;0,151515151515152
"932";"33157014001P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,626687945709685;0,0185185185185185
"933";"40001016001P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,361286160480507;0,00476190476190476
"934";"40001016003P2";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"6";0,419673072044647;0,236111111111111
"935";"40001016007P8";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"5";0,416109697359697;0,0238095238095238
"936";"40001016008P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"4";0,434777593207826;0,0158730158730159
"937";"40001016012P1";"MEDICINA I";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,425490770020997;0,115384615384615
"938";"40001016014P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,467352806507218;0,137254901960784
"939";"40001016015P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,303505805532193;0,0170940170940171
"940";"40001016019P6";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"4";0,362351435252379;0,230769230769231
"941";"40001016021P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";0,487994186046512;0,0277777777777778
"942";"40001016023P3";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"4";0,480679731834873;0,105263157894737
"943";"40001016025P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,33278129034708;0,0833333333333333
"944";"40001016026P2";"QUÍMICA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"6";0,306274920255183;0,282828282828283
"945";"40001016027P9";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";0,512141330891331;0,0952380952380952
"946";"40001016028P5";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,289668027402402;0,0138888888888889
"947";"40001016030P0";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,432512596595656;0,0138888888888889
"948";"40001016031P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";0,417318249138736;0,142857142857143
"949";"40001016035P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,3339637780994;0,0666666666666667
"950";"40001016038P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,416564187468278;0,0392156862745098
"951";"40001016040P5";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";0,418016101805652;0,254901960784314
"952";"40001016043P4";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,358846618357488;0,1
"953";"40001016047P0";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,410079675099206;0,0166666666666667
"954";"40001016049P2";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,457848879444989;0,0694444444444444
"955";"40001016053P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,560760543036535;0,307692307692308
"956";"40001016054P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,492061988936989;0,0208333333333333
"957";"40001016056P9";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,439323280231299;0,0769230769230769
"958";"40001016057P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";0,597079686852239;0,0185185185185185
"959";"40001016058P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,610480769230769;0,0512820512820513
"960";"40001016066P4";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,586755050505051;0,0277777777777778
"961";"40001016070P1";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,619320436507936;0,128205128205128
"962";"40001016072P4";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,511269858113025;0,0222222222222222
"963";"40001016074P7";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,549000870939461;0,0833333333333333
"964";"40001016075P3";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,514619670542636;0,104166666666667
"965";"40001016078P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,552340367965368;0,0666666666666667
"966";"40001016081P3";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,605695521102498;0,037037037037037
"967";"40002012003P9";"CIÊNCIA DE ALIMENTOS";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,431926716014843;0,361111111111111
"968";"40002012009P7";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"6";0,32033536661627;0,0909090909090909
"969";"40002012013P4";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";0,308196539827454;0,0128205128205128
"970";"40002012018P6";"QUÍMICA";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,367042487618432;0,0987654320987654
"971";"40002012019P2";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,373497340425532;0,0222222222222222
"972";"40002012023P0";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,490026109511404;0,363636363636364
"973";"40002012024P6";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,490831320450886;0,125
"974";"40002012026P9";"MEDICINA II";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,433446632198979;0,0980392156862745
"975";"40002012027P5";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,396266754079254;0,0303030303030303
"976";"40002012028P1";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,313672190828948;0,0909090909090909
"977";"40002012034P1";"COMUNICAÇÃO E INFORMAÇÃO";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,574523944193062;0,0512820512820513
"978";"40002012040P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,560380591630592;0,037037037037037
"979";"40002012043P0";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,660463147963148;0,0303030303030303
"980";"40002012046P0";"MEDICINA I";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,478160750981475;0,12280701754386
"981";"40002012048P2";"COMUNICAÇÃO E INFORMAÇÃO";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,530372807017544;0,0277777777777778
"982";"40003019004P1";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"4";0,485155386941101;0,0769230769230769
"983";"40003019005P8";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,478585711355912;0,222222222222222
"984";"40003019006P4";"DIREITO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,341180856180856;0,0925925925925926
"985";"40003019009P3";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"4";0,422355469965764;0,0784313725490196
"986";"40003019013P0";"MEDICINA I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"5";0,483255347593583;0,0784313725490196
"987";"40003019016P0";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"3";0,482920821462488;0,205128205128205
"988";"40003019019P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";0,671714039621016;0,037037037037037
"989";"40004015003P1";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"5";0,305197510822511;0,151515151515152
"990";"40004015008P3";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"6";0,369976512566837;0,0151515151515152
"991";"40004015011P4";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";0,264865272486518;0,0317460317460317
"992";"40004015013P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,29336744033998;0,0175438596491228
"993";"40004015018P9";"FARMÁCIA";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,363548351158645;0,116666666666667
"994";"40004015019P5";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"3";0,52435231264637;0,0476190476190476
"995";"40004015020P3";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,47456928794245;0,212121212121212
"996";"40004015022P6";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,502210387078808;0,0185185185185185
"997";"40004015023P2";"ENSINO";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,458635688446544;0,0185185185185185
"998";"40004015026P1";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,390630569479254;0,0793650793650794
"999";"40004015034P4";"CIÊNCIA DE ALIMENTOS";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,44679714412415;0,0701754385964912
"1000";"40004015038P0";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,583916815925088;0,133333333333333
"1001";"40004015039P6";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,449462844254511;0,0208333333333333
"1002";"40004015041P0";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,564926830415961;0,0606060606060606
"1003";"40004015042P7";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,505130312994763;0,392156862745098
"1004";"40005011004P4";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,303396502731071;0,270833333333333
"1005";"40005011006P7";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"5";0,377014451192083;0,0350877192982456
"1006";"40005011007P3";"CIÊNCIA DE ALIMENTOS";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,395343915343915;0,240740740740741
"1007";"40005011008P0";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,353750396919902;0,0196078431372549
"1008";"40005011009P6";"QUÍMICA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,533115276933212;0,159420289855072
"1009";"40005011013P3";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,655862713675214;0,307692307692308
"1010";"40005011015P6";"COMUNICAÇÃO E INFORMAÇÃO";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,687012987012987;0,208333333333333
"1011";"40005011018P5";"CIÊNCIAS BIOLÓGICAS II";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,638555189107725;0,0277777777777778
"1012";"40005011170P1";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,534520868012207;0,0694444444444444
"1013";"40006018001P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,371313270171536;0,130081300813008
"1014";"40006018002P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,574797006406403;0,0128205128205128
"1015";"40006018003P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,408358427679204;0,230769230769231
"1016";"40006018004P0";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,584810729847494;0,294117647058824
"1017";"40006018005P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,368611089674332;0,0454545454545454
"1018";"40006018009P2";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,491279761904762;0,0833333333333333
"1019";"40006018010P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,579298941798942;0,0925925925925926
"1020";"40006018011P7";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";0,493677252805042;0,102564102564103
"1021";"40006018013P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,636082495789546;0,119047619047619
"1022";"40006018014P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,415801656920078;0,0175438596491228
"1023";"40006018015P2";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,548016624579125;0,0416666666666667
"1024";"40006018016P9";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,507337168040293;0,0476190476190476
"1025";"40006018017P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,569951923076923;0,0476190476190476
"1026";"40006018019P8";"ENSINO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,532543667541495;0,0350877192982456
"1027";"40006018022P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,56568388719124;0,0909090909090909
"1028";"40006018024P1";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,570710630743525;0,111111111111111
"1029";"40006018025P8";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,515677710457324;0,214285714285714
"1030";"40006018028P7";"ENSINO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,607397273425499;0,1
"1031";"40006018029P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,660149572649573;0,0833333333333333
"1032";"40006018031P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,640034965034965;0,212121212121212
"1033";"40006018037P6";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,577353311628197;0,230769230769231
"1034";"40014010003P3";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,495400828460039;0,0185185185185185
"1035";"40014010010P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,674515013495277;0,0666666666666667
"1036";"40014010011P6";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,645102339181287;0,0555555555555556
"1037";"40015017001P7";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";0,500432333950529;0,0588235294117647
"1038";"40015017003P0";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,341875005417729;0,0277777777777778
"1039";"40015017005P2";"FILOSOFIA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,349308881004552;0,0625
"1040";"40015017007P5";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,314620273946899;0,0175438596491228
"1041";"40015017011P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,434095813612801;0,0196078431372549
"1042";"40015017013P5";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,527704220242314;0,166666666666667
"1043";"40015017015P8";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,580912316849817;0,0476190476190476
"1044";"40015017016P4";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,62979797979798;0,296296296296296
"1045";"40015017017P0";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,557532051282051;0,0333333333333333
"1046";"40015017021P8";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,575418413823019;0,119047619047619
"1047";"40015017022P4";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,570690160533911;0,0416666666666667
"1048";"40015017023P0";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,62130741185363;0,355555555555556
"1049";"40015017025P3";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,479564159320059;0,0444444444444444
