"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"IMI";"IPT"
"693";"32020015007P2";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,644519660299363;0,0185185185185185
"694";"32025017001P6";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,517873765984231;0,0277777777777778
"695";"32036019002P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,550865384615385;0,0256410256410256
"696";"32036019003P7";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";0,632738095238095;0,0277777777777778
"697";"32053010002P5";"DIREITO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";0,349249141969221;0,0606060606060606
"698";"32053010004P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,653287580011124;0,0256410256410256
"699";"32053010005P4";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";0,573297961915958;0,0606060606060606
"700";"32069014001P9";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,531269181585678;0,0579710144927536
"701";"32073011001P2";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";0,515251747282997;0,0416666666666667
"702";"32073011003P5";"MEDICINA III";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";0,540162507822278;0,564102564102564
"703";"33001014002P6";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";0,374078137796361;0,0123456790123457
"704";"33001014003P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";0,367724676175617;0,0246913580246914
"705";"33001014005P5";"QUÍMICA";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";0,328521176895783;0,113207547169811
"706";"33001014008P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,357560618263578;0,0571428571428571
"707";"33001014011P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,30714334344849;0,00952380952380952
"708";"33001014013P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,412403809915441;0,087719298245614
"709";"33001014015P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,459472599768652;0,0350877192982456
"710";"33001014016P7";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"6";0,358507419154302;0,0256410256410256
"711";"33001014018P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,329340277777778;0,0625
"712";"33001014022P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,610128446115288;0,0714285714285714
"713";"33001014026P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,438265435222672;0,0256410256410256
"714";"33001014028P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,36133547008547;0,0138888888888889
"715";"33001014031P6";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";0,336304918152299;0,0350877192982456
"716";"33001014032P2";"MATERIAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,581702959396925;0,0303030303030303
"717";"33001014034P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,554688835470085;0,138888888888889
"718";"33001014039P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,611137820512821;0,0512820512820513
"719";"33001014040P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,611576680057367;0,0714285714285714
"720";"33001014042P8";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,473434915219189;0,1875
"721";"33001014048P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,494506151742994;0,0175438596491228
"722";"33001014051P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,575161059088269;0,119047619047619
"723";"33002010002P2";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,275577831935852;0,00900900900900901
"724";"33002010004P5";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"7";0,300458290200138;0,0476190476190476
"725";"33002010005P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";0,314324472676021;0,00709219858156028
"726";"33002010007P4";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,358927108927109;0,0119047619047619
"727";"33002010017P0";"CIÊNCIAS BIOLÓGICAS II";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,413676948051948;0,00833333333333333
"728";"33002010018P6";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";0,366422057502246;0,0694444444444444
"729";"33002010022P3";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"6";0,389693607057518;0,043010752688172
"730";"33002010026P9";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";0,478192818694463;0,0634920634920635
"731";"33002010029P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"6";0,349136812546514;0,0151515151515152
"732";"33002010037P0";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,405356907585168;0,130434782608696
"733";"33002010038P7";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";0,299898593557253;0,0144927536231884
"734";"33002010045P3";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";1968;"ACADÊMICO";"6";0,356550144028495;0,132530120481928
"735";"33002010046P0";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";0,437303074750109;0,24
"736";"33002010047P6";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,303307757392107;0,0444444444444444
"737";"33002010048P2";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";0,449120089035374;0,222222222222222
"738";"33002010049P9";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";0,477075873950874;0,111111111111111
"739";"33002010050P7";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"6";0,397485401068236;0,25609756097561
"740";"33002010052P0";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";0,5155089763178;0,311111111111111
"741";"33002010053P6";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";1968;"ACADÊMICO";"6";0,398488661513399;0,0869565217391304
"742";"33002010055P9";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"4";0,411008801014473;0,0256410256410256
"743";"33002010057P1";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"6";0,33011234476308;0,0392156862745098
"744";"33002010061P9";"MEDICINA II";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"6";0,505560169804356;0,0833333333333333
"745";"33002010068P3";"MEDICINA II";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";0,47591108966109;0,0158730158730159
"746";"33002010070P8";"MEDICINA III";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,360709660709661;0,0606060606060606
"747";"33002010077P2";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";0,263510218007481;0,124031007751938
"748";"33002010078P9";"FARMÁCIA";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"6";0,565188818002117;0,153846153846154
"749";"33002010079P5";"FARMÁCIA";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";0,463636908567775;0,0579710144927536
"750";"33002010081P0";"FARMÁCIA";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,381249457064674;0,214285714285714
"751";"33002010083P2";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";0,308315373563218;0,0208333333333333
"752";"33002010084P9";"EDUCAÇÃO FÍSICA";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";0,386349861992719;0,0294117647058823
"753";"33002010097P3";"ARQUITETURA, URBANISMO E DESIGN";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";0,372514746877901;0,037037037037037
"754";"33002010099P6";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";0,412948300886897;0,0987654320987654
"755";"33002010104P0";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"3";0,430183531746032;0,0238095238095238
"756";"33002010109P1";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";0,434943623914212;0,0185185185185185
"757";"33002010112P2";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";0,352754772299264;0,0151515151515152
"758";"33002010113P9";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"4";0,342423956762192;0,0222222222222222
"759";"33002010116P8";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"6";0,398193387264485;0,08
"760";"33002010121P1";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"7";0,408436129385965;0,0952380952380952
"761";"33002010123P4";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"6";0,361417185344671;0,142857142857143
"762";"33002010125P7";"MEDICINA I";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"5";0,346984690252913;0,147058823529412
"763";"33002010130P0";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"5";0,402995986808812;0,153846153846154
"764";"33002010132P3";"MEDICINA III";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,387038784858552;0,0476190476190476
"765";"33002010141P2";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,2752961317435;0,16
"766";"33002010149P3";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";0,587587250712251;0,0740740740740741
"767";"33002010150P1";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";0,352258739423453;0,0256410256410256
"768";"33002010151P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";0,452115309168012;0,0350877192982456
"769";"33002010155P3";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,409613731856379;0,0238095238095238
"770";"33002010161P3";"MEDICINA III";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"4";0,386012594190164;0,102564102564103
"771";"33002010162P0";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";0,474733907870097;0,304347826086956
"772";"33002010165P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";0,422624830669973;0,0133333333333333
"773";"33002010171P9";"MEDICINA I";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"7";0,397177403461961;0,016260162601626
"774";"33002010174P8";"CIÊNCIAS BIOLÓGICAS II";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,448267054111706;0,128205128205128
"775";"33002010176P0";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"6";0,414573319098591;0,0645161290322581
"776";"33002010186P6";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"7";0,297304211991712;0,037037037037037
"777";"33002010188P9";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,476299603174603;0,0476190476190476
"778";"33002010190P3";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,618459595959596;0,333333333333333
"779";"33002010191P0";"QUÍMICA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,313541324575807;0,155172413793103
"780";"33002010194P9";"EDUCAÇÃO FÍSICA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";0,387550299037473;0,0229885057471264
"781";"33002010198P4";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"6";0,440223911879767;0,0606060606060606
"782";"33002010202P1";"MEDICINA I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,37078489729225;0,0392156862745098
"783";"33002010203P8";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,385315357398975;0,0229885057471264
"784";"33002010204P4";"MEDICINA II";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,508357304879633;0,0175438596491228
"785";"33002010212P7";"COMUNICAÇÃO E INFORMAÇÃO";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,551556117014356;0,0222222222222222
"786";"33002010224P5";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,482109557109557;0,0625
"787";"33002010231P1";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"4";0,476618503584229;0,121212121212121
"788";"33002010235P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,630623488147073;0,15
"789";"33002010238P6";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,458178561279584;0,05
"790";"33002010239P2";"MATERIAIS";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,545255439005439;0,0833333333333333
"791";"33002010241P7";"EDUCAÇÃO FÍSICA";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,581972840464688;0,0555555555555556
"792";"33002010245P2";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"4";0,544137806637807;0,0303030303030303
"793";"33002088001P4";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,586997006404901;0,0625
"794";"33002088002P0";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,495447530864198;0,111111111111111
"795";"33002088004P3";"ENSINO";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,75297619047619;0,0714285714285714
"796";"33003017002P9";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";0,278455094572984;0,00784313725490196
"797";"33003017004P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"6";0,36997938113768;0,0185185185185185
"798";"33003017005P8";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";0,363162953476551;0,162790697674419
"799";"33003017007P0";"QUÍMICA";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";0,301307941672348;0,16304347826087
"800";"33003017021P3";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";0,373041227275492;0,155555555555556
"801";"33003017022P0";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";0,316146724719286;0,15962441314554
"802";"33003017024P2";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"7";0,380266649939403;0,16260162601626
"803";"33003017026P5";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,443676868001107;0,1
"804";"33003017028P8";"CIÊNCIA DE ALIMENTOS";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"6";0,357239866031883;0,358974358974359
"805";"33003017029P4";"CIÊNCIA DE ALIMENTOS";"ESTADUAL";"PÚBLICA";1969;"ACADÊMICO";"7";0,338515559732665;0,263157894736842
"806";"33003017033P1";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";0,39539659368859;0,230769230769231
"807";"33003017034P8";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";0,319208820147684;0,333333333333333
"808";"33003017038P3";"GEOCIÊNCIAS";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"6";0,358584972700664;0,0158730158730159
"809";"33003017041P4";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"4";0,406469990777245;0,0567375886524823
"810";"33003017042P0";"CIÊNCIA DE ALIMENTOS";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"5";0,45475159760874;0,121212121212121
"811";"33003017043P7";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"6";0,423741033523642;0,0185185185185185
"812";"33003017046P6";"EDUCAÇÃO FÍSICA";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,375759254205206;0,00925925925925926
"813";"33003017049P5";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"3";0,572292334401709;0,0512820512820513
"814";"33003017052P6";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,405884176587302;0,123456790123457
"815";"33003017054P9";"MEDICINA II";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,384577045337831;0,0111111111111111
"816";"33003017058P4";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";0,430415352245733;0,0158730158730159
"817";"33003017061P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";1993;"ACADÊMICO";"6";0,473757624347607;0,0277777777777778
"818";"33003017063P8";"MEDICINA III";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,398112490194775;0,166666666666667
"819";"33003017065P0";"MEDICINA I";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"5";0,366190883559756;0,0687830687830688
"820";"33003017066P7";"FILOSOFIA";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"6";0,364209298584299;0,0138888888888889
"821";"33003017076P2";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,492121898331138;0,133333333333333
"822";"33003017077P9";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,398181227583032;0,021505376344086
"823";"33003017090P5";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,461886836384552;0,0144927536231884
"824";"33003017093P4";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,529506213722986;0,037037037037037
"825";"33003017094P0";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,465695914378337;0,0289855072463768
"826";"33003017095P7";"ARQUITETURA, URBANISMO E DESIGN";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,504245670995671;0,0151515151515152
"827";"33003017096P3";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,484978591535969;0,0158730158730159
"828";"33005010001P9";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1971;"ACADÊMICO";"4";0,477407277407277;0,0277777777777778
"829";"33005010002P5";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1969;"ACADÊMICO";"6";0,440196874204227;0,0238095238095238
"830";"33005010005P4";"ENSINO";"PARTICULAR";"PRIVADA";1975;"ACADÊMICO";"5";0,409074952824953;0,0303030303030303
"831";"33005010013P7";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"4";0,391006363805277;0,0416666666666667
"832";"33005010014P3";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1976;"ACADÊMICO";"4";0,483587072649573;0,0740740740740741
"833";"33005010018P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"3";0,542550505050505;0,0740740740740741
"834";"33005010020P3";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"7";0,314383392780132;0,0444444444444444
"835";"33005010021P0";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"4";0,513814546765883;0,0588235294117647
"836";"33005010023P2";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"5";0,334757471364614;0,166666666666667
"837";"33005010026P1";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,478472222222222;0,259259259259259
"838";"33005010027P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";0,591071428571428;0,0952380952380952
"839";"33005010034P4";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,573579545454545;0,121212121212121
"840";"33006016011P7";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"4";0,599019607843137;0,148148148148148
"841";"33006016014P6";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,564822104978355;0,0833333333333333
"842";"33007012004P7";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"3";0,486730442176871;0,0333333333333333
"843";"33008019005P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";0,510916179337232;0,0256410256410256
"844";"33008019007P2";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,630902777777778;0,194444444444444
"845";"33009015002P7";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";0,429399618311771;0,0185185185185185
"846";"33009015016P8";"MEDICINA I";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";0,472368213383838;0,0185185185185185
"847";"33009015018P0";"MEDICINA III";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";0,339237902763445;0,0588235294117647
"848";"33009015021P1";"MEDICINA III";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,399678884711779;0,0512820512820513
"849";"33009015024P0";"MEDICINA III";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";0,336760352365854;0,0128205128205128
"850";"33009015031P7";"MEDICINA II";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";0,400100789023423;0,0303030303030303
"851";"33009015032P3";"MEDICINA II";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"6";0,389839466089466;0,0158730158730159
"852";"33009015033P0";"MEDICINA II";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"7";0,406137982683495;0,0185185185185185
"853";"33009015034P6";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,42924365942029;0,0666666666666667
"854";"33009015066P5";"ENSINO";"FEDERAL";"PÚBLICA";2003;"PROFISSIONAL";"4";0,464976107088011;0,032520325203252
"855";"33009015067P1";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,528000704508857;0,0208333333333333
"856";"33009015068P8";"ENSINO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,572161835748792;0,0144927536231884
"857";"33009015070P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,461610480517562;0,00476190476190476
"858";"33009015077P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,60832369385001;0,0256410256410256
"859";"33009015083P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,389934263900998;0,0111111111111111
"860";"33009015085P0";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,556090668590669;0,0238095238095238
"861";"33009015087P2";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,600168670399649;0,0222222222222222
"862";"33009015088P9";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,574009932920537;0,0208333333333333
"863";"33009015091P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,600627246981414;0,0246913580246914
"864";"33019010010P1";"MEDICINA I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";0,489958031737458;0,0490196078431373
"865";"33019010012P4";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2004;"PROFISSIONAL";"5";0,61546499477534;0,0303030303030303
"866";"33021015001P3";"ODONTOLOGIA";"MUNICIPAL";"PÚBLICA";1991;"ACADÊMICO";"4";0,303428819444444;0,0222222222222222
"867";"33021015006P5";"ENGENHARIAS III";"MUNICIPAL";"PÚBLICA";1997;"PROFISSIONAL";"4";0,656409017713366;0,240740740740741
"868";"33024014016P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,521424297058005;0,0701754385964912
"869";"33024014017P6";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,488224704074162;0,185185185185185
"870";"33024014020P7";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";0,307672609796743;0,148148148148148
"871";"33024014031P9";"MATERIAIS";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";0,585567738791423;0,104166666666667
"872";"33027013003P4";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,619751891984864;0,0333333333333333
"873";"33032017004P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";0,351666352438411;0,102564102564103
