"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"IMI";"IPT"
"174";"23001011068P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,546047008547008;0,0555555555555556
"175";"23001011070P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,618005349913245;0,0625
"176";"23001011071P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,518402777777778;0,333333333333333
"177";"23001011072P6";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,411517831878082;0,151515151515152
"178";"23001011073P2";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,583587300380779;0,0303030303030303
"179";"23001011075P5";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,500808714232627;0,0256410256410256
"180";"23001011079P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,686051792733199;0,0666666666666667
"181";"23001011170P8";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";0,524379345772979;0,0579710144927536
"182";"23002018003P0";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,518272184471875;0,181818181818182
"183";"23002018005P3";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,583150510204082;0,0625
"184";"23002018007P6";"MEDICINA II";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,473547885572139;0,0625
"185";"23002018009P9";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,570033751725328;0,0166666666666667
"186";"23003014016P1";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,568053647741148;0,0256410256410256
"187";"23003014018P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,414878885582011;0,0476190476190476
"188";"23003014072P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";0,655306623141989;0,0416666666666667
"189";"23004010003P3";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,644768426018426;0,25
"190";"23004010004P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";0,764028159340659;1,5
"191";"23004010007P9";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";0,724468954248366;0,377777777777778
"192";"24004014005P9";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,551960784313726;0,0196078431372549
"193";"24004014009P4";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,525917658730159;0,0208333333333333
"194";"24004014010P2";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,31702410130719;0,0238095238095238
"195";"24004014014P8";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,619675925925926;0,233333333333333
"196";"24004014070P5";"QUÍMICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,63482905982906;0,194444444444444
"197";"24009016002P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"4";0,381777509414705;0,0416666666666667
"198";"24009016003P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";0,297786094959591;0,0444444444444444
"199";"24009016004P4";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";0,368825757575758;0,104166666666667
"200";"24009016005P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,288126900491873;0,262626262626263
"201";"24009016014P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"5";0,365273969103856;0,166666666666667
"202";"24009016017P9";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,47873964013415;0,0392156862745098
"203";"24009016025P1";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,565823412698413;0,703703703703704
"204";"25001019001P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";0,33479253549054;0,0141843971631206
"205";"25001019002P3";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";0,282639480969222;0,0625
"206";"25001019004P6";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"6";0,314593943044693;0,0394736842105263
"207";"25001019010P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"5";0,371164772727273;0,0416666666666667
"208";"25001019016P4";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,400893155992963;0,0175438596491228
"209";"25001019019P3";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";0,358955733330413;0,192982456140351
"210";"25001019020P1";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,475917241896759;0,196078431372549
"211";"25001019022P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"3";0,569609993120055;0,153846153846154
"212";"25001019024P7";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";0,493609022556391;0,0238095238095238
"213";"25001019026P0";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,395428240740741;0,037037037037037
"214";"25001019027P6";"FARMÁCIA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";0,353304353968842;0,65
"215";"25001019028P2";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"6";0,472506918104828;0,235294117647059
"216";"25001019036P5";"QUÍMICA";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"6";0,296239694289068;0,203703703703704
"217";"25001019038P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";0,373832930026215;0,0158730158730159
"218";"25001019039P4";"MEDICINA I";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"3";0,507775498238561;0,0144927536231884
"219";"25001019040P2";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";0,349341127532617;0,0119047619047619
"220";"25001019043P1";"MEDICINA II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,479588993382097;0,0303030303030303
"221";"25001019044P8";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,377816380536214;0,037037037037037
"222";"25001019045P4";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,437274202843882;0,290322580645161
"223";"25001019048P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";0,403342770247805;0,0175438596491228
"224";"25001019050P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,368444873156424;0,157894736842105
"225";"25001019052P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";0,60996963562753;0,1
"226";"25001019053P7";"MATERIAIS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,357481959059284;0,287878787878788
"227";"25001019057P2";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,5161365995116;0,0158730158730159
"228";"25001019061P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,538228264790765;0,0238095238095238
"229";"25001019062P6";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"3";0,466582072105328;0,0761904761904762
"230";"25001019069P0";"ENSINO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,39968998015873;0,0634920634920635
"231";"25001019072P1";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,499865196078431;0,117647058823529
"232";"25001019073P8";"FARMÁCIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,415039354782747;1,2
"233";"25001019075P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,56999700337801;0,736842105263158
"234";"25001019079P6";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";0,441090029761905;0,2
"235";"25001019080P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,455005787037037;0,0277777777777778
"236";"25001019081P0";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,618975281084656;0,238095238095238
"237";"25001019087P9";"ECONOMIA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";0,533591238297121;0,941176470588235
"238";"25001019088P5";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,596031746031746;0,0952380952380952
"239";"25001019090P0";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,484444895382395;0,0444444444444444
"240";"25001019091P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";0,634603174603175;0,0277777777777778
"241";"25002015002P0";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";0,510763888888889;0,222222222222222
"242";"25002015003P6";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";0,582516611295681;0,333333333333333
"243";"25002015005P9";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";0,62526455026455;0,703703703703704
"244";"25003011001P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,339831349206349;0,0555555555555556
"245";"25003011002P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,372681051587302;0,153846153846154
"246";"25003011003P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,35736320970696;0,0769230769230769
"247";"25003011010P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";0,502553418803419;0,0444444444444444
"248";"25003011011P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,427121768186346;0,0392156862745098
"249";"25003011012P1";"ENSINO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";0,499351076555024;0,0392156862745098
"250";"25003011013P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,395916157581454;0,0476190476190476
"251";"25003011017P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,443289970558116;0,133333333333333
"252";"25003011018P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"5";0,47632212647656;0,0555555555555556
"253";"25003011020P4";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,316861321548822;0,425925925925926
"254";"25003011021P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,607328321821856;0,0303030303030303
"255";"25003011022P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,470043020603081;0,254901960784314
"256";"25003011024P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,438989898989899;0,0303030303030303
"257";"25003011028P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,53786528280614;0,0476190476190476
"258";"25003011029P1";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,629180021367521;0,0666666666666667
"259";"25003011031P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,549669249775382;0,158730158730159
"260";"25003011032P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,514283137518861;0,037037037037037
"261";"25003011036P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,63804642530089;0,0256410256410256
"262";"25004018006P8";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"4";0,350491210396871;0,0222222222222222
"263";"25004018009P7";"MEDICINA I";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,464836416531582;0,0151515151515152
"264";"25004018010P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"3";0,730079642579643;0,0303030303030303
"265";"25004018011P1";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,40140639589169;0,214285714285714
"266";"25004018012P8";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,415425124800125;0,0303030303030303
"267";"25004018013P4";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,449703371415004;0,0526315789473684
"268";"25004018018P6";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,573738213092027;0,119047619047619
"269";"25020013001P4";"MATERIAIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,584352779573368;0,238095238095238
"270";"25020013004P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,615131673881674;0,0952380952380952
"271";"25020013006P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,448210034013605;0,0333333333333333
"272";"25020013008P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,48289153614587;0,0196078431372549
"273";"26001012002P6";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";0,235589199447895;0,0317460317460317
"274";"26001012003P2";"QUÍMICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,369718573223636;0,308641975308642
"275";"26001012012P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,310389957264957;0,333333333333333
"276";"26001012014P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,447467104561359;0,0793650793650794
"277";"26001012017P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";0,545347106009538;0,317460317460317
"278";"26001012019P6";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,453770145957646;0,0333333333333333
"279";"26001012020P4";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,517100972540046;0,0222222222222222
"280";"26001012022P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,338747102169233;0,366666666666667
"281";"26001012023P3";"MEDICINA II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,450757575757576;0,181818181818182
"282";"26001012026P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,544789055973267;0,0277777777777778
"283";"26001012028P5";"MATERIAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,485674860853432;0,333333333333333
"284";"26001012030P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,469498234076239;0,156862745098039
"285";"26001012033P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,614502164502165;0,0476190476190476
"286";"26001012035P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,551157407407407;0,0416666666666667
"287";"26001012036P8";"FARMÁCIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,548582547053909;0,688888888888889
"288";"27001016007P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,589617027520543;0,0151515151515152
"289";"27001016009P3";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,427474663584637;0,780952380952381
"290";"27001016014P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,536027496514785;0,6
"291";"27001016016P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,656944444444444;0,466666666666667
"292";"27001016028P8";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,539507469654528;0,274509803921569
"293";"27001016029P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,64525145825549;1,0625
"294";"27002012004P8";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";0,573563034188034;0,846153846153846
"295";"28001010001P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";0,408355823962529;0,00980392156862745
"296";"28001010002P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"3";0,319800950683304;0,166666666666667
"297";"28001010003P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";0,493060064935065;0,0416666666666667
"298";"28001010004P8";"QUÍMICA";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";0,298105631141345;0,12962962962963
"299";"28001010005P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";0,311061262636734;0,101449275362319
"300";"28001010007P7";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";0,424083081950729;0,0256410256410256
"301";"28001010011P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";0,481752466628564;0,0757575757575758
"302";"28001010012P0";"MEDICINA I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";0,392663025170453;0,0317460317460317
"303";"28001010020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";0,460073529411765;0,04
"304";"28001010021P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";0,509111260856544;0,333333333333333
"305";"28001010024P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";0,464337538755241;0,0757575757575758
"306";"28001010025P5";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";0,468262561709752;0,0925925925925926
"307";"28001010026P1";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"3";0,417647482927279;0,142857142857143
"308";"28001010032P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,407331730769231;0,0333333333333333
"309";"28001010036P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,348489597084771;0,215686274509804
"310";"28001010038P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";0,503889221158958;0,0416666666666667
"311";"28001010039P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"6";0,422835149743044;0,0333333333333333
"312";"28001010045P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,471334557628779;0,575757575757576
"313";"28001010047P9";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,446220775530238;0,0925925925925926
"314";"28001010052P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1998;"PROFISSIONAL";"4";0,508696741854637;0,0317460317460317
"315";"28001010053P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,555955805832252;0,350877192982456
"316";"28001010055P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"4";0,669915021929825;0,183333333333333
"317";"28001010060P5";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,517086557690636;0,119047619047619
"318";"28001010062P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";0,377135672060586;0,473684210526316
"319";"28001010063P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,584635495318635;0,0416666666666667
"320";"28001010067P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,589603358164123;0,133333333333333
"321";"28001010071P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"5";0,592214912280702;0,277777777777778
"322";"28001010073P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,567146164021164;0,19047619047619
"323";"28001010075P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,407041985791986;0,0512820512820513
"324";"28001010076P9";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,606901803118908;0,0222222222222222
"325";"28001010079P8";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";0,317409424537966;0,0196078431372549
"326";"28001010080P6";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,548268354009981;0,771929824561404
"327";"28001010082P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,571248559907834;0,0166666666666667
"328";"28001010085P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,538833719919246;0,0757575757575758
"329";"28001010089P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,653982125211745;0,214285714285714
"330";"28001010095P3";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,351201370228408;0,172413793103448
"331";"28001010171P1";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,719213900134953;0,0208333333333333
"332";"28002016005P7";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,559865732827689;0,1
"333";"28002016006P3";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,519872098671118;0,490196078431373
"334";"28002016013P0";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,334360213429981;0,0166666666666667
"335";"28002016014P6";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,41002977881974;0,0289855072463768
"336";"28002016016P9";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,553716325732171;0,0238095238095238
"337";"28002016018P1";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,624442918192918;0,2
"338";"28002016019P8";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,553819444444444;0,0185185185185185
"339";"28003012002P4";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";0,592876127937104;0,0333333333333333
"340";"28005015001P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,399052028513662;0,266666666666667
"341";"28005015004P0";"QUÍMICA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,514281823249215;0,0303030303030303
"342";"28005015009P1";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,638614566379912;0,0196078431372549
"343";"28005015010P0";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,521438338493292;0,0277777777777778
"344";"28005015011P6";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,493695500313147;0,375
"345";"28005015012P2";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,497981399996203;0,0158730158730159
"346";"28006011002P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,42950735871725;0,0196078431372549
"347";"28006011005P2";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"5";0,465565287465506;0,0151515151515152
"348";"28006011007P5";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,472902742968532;0,0555555555555556
"349";"28006011011P2";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,311610623781676;0,0185185185185185
"350";"28006011012P9";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,584317977300714;0,037037037037037
"351";"28007018001P3";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"3";0,597501942501942;0,0444444444444444
"352";"28007018003P6";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,407590305859186;0,196078431372549
"353";"28007018004P2";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,425155929596719;0,0175438596491228
