"";"DS_DEPENDENCIA_ADMINISTRATIVA";"m_IMI";"m_IPT";"v_IMI";"v_IPT";"d_IMI";"d_IPT";"pc_IMI";"pc_IPT";"cor"
"1";"PRIVADA";0,53286008498854;0,108289362987683;0,010192716841789;0,0114349150720363;0,100958985938791;0,106934162324471;18,9466219713121;98,7485375979486;"0.105627132756426"
"2";"PÚBLICA";0,475027135438254;0,09372513091515;0,010619732584075;0,00873061897386969;0,103052086752647;0,0934377812978759;21,6939368437494;99,693412413012;"0.0197161860161895"
