"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI";"IMI_nDi";"DIF";"PRC_DIF"
"845";"31001017128P4";"MEDICINA III";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,476190476190476;0,5625;0,440025252525253;0,536309523809524;0,503756313131313;0,484175084175084;0,019581228956229;3,88704388328426
"846";"31001017130P9";"DIREITO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,416666666666667;0,142857142857143;0,447420634920635;0,402430555555556;0,35234375;0,422172619047619;-0,0698288690476191;-19,8183929891247
"847";"31001017132P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";0,574074074074074;0,492753623188406;0,553571428571429;0,430208333333333;0,51265186479181;0,519284611992945;-0,00663274720113494;-1,29381119169995
"848";"31001017138P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"5";0,666666666666667;0,302325581395349;0,576923076923077;0,495666666666667;0,51039549791294;0,579752136752137;-0,0693566388391971;-13,5888030209521
"849";"31001017139P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,577777777777778;0,659090909090909;0,568253968253968;0,375877192982456;0,545249962026278;0,507302979671401;0,0379469823548771;6,95955708348097
"850";"31001017142P7";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";0,555555555555556;0,552631578947368;0,495772946859903;0,361111111111111;0,491267798118485;0,470813204508857;0,020454593609628;4,16363410912895
"851";"31001017143P3";"FARMÁCIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,492753623188406;0,714285714285714;0,565217391304348;0,441358024691358;0,553403688367456;0,499776346394704;0,0536273419727527;9,69045618957719
"852";"31001017144P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";0,412698412698413;1;0,527272727272727;0,520014880952381;0,61499650523088;0,486662006974507;0,128334498256373;20,8675166712036
"853";"31001017145P6";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,68;0,265625;0,403876678876679;0,467824074074074;0,454331438237688;0,517233584316918;-0,0629021460792294;-13,8449908558433
"854";"31001017146P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,385964912280702;0,325;0,488757062146893;0,431349206349206;0,4077677951942;0,435357060258934;-0,0275892650647334;-6,76592545804015
"855";"31001017149P1";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";0,743589743589744;0,614035087719298;0,7;0,594551282051282;0,663044028340081;0,679380341880342;-0,016336313540261;-2,46383540790778
"856";"31001017150P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,555555555555556;0,51219512195122;0,55952380952381;0,39212962962963;0,504851029165054;0,502402998236331;0,00244803092872203;0,484901641731959
"857";"31001017152P2";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,208333333333333;0,272727272727273;0,550675675675676;0,429022988505747;0,365189817560507;0,396010665838252;-0,0308208482777448;-8,439678982188
"858";"31001017154P5";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,666666666666667;0,5;0,59375;0,41304347826087;0,543365036231884;0,557820048309179;-0,0144550120772947;-2,66027644648191
"859";"31001017156P8";"ENSINO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,511111111111111;0,609756097560976;0,516666666666667;0,498888888888889;0,534105691056911;0,508888888888889;0,0252168021680217;4,72131313900094
"860";"31001017157P4";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,777777777777778;0,942857142857143;0,589285714285714;0,439880952380952;0,687450396825397;0,602314814814815;0,0851355820105819;12,3842509079539
"861";"31001017158P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"5";0,740740740740741;0,833333333333333;0,6;0,401923076923077;0,643999287749288;0,580887939221273;0,0631113485280151;9,79990967825181
"862";"31001017160P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,651515151515151;0,555555555555556;0,744345238095238;0,557666666666667;0,627270652958153;0,651175685425685;-0,0239050324675324;-3,81095980734925
"863";"31001017161P1";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,354166666666667;0,863636363636364;0,811111111111111;0,457936507936508;0,621712662337662;0,541071428571429;0,0806412337662338;12,9708205496442
"864";"31001017165P7";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,416666666666667;0,474576271186441;0,697916666666667;0,457916666666667;0,51176906779661;0,524166666666667;-0,0123975988700565;-2,42249867180008
"865";"31001017166P3";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,809523809523809;0,634146341463415;0,833333333333333;0,4796875;0,689172746080139;0,707514880952381;-0,0183421348722416;-2,66147130404786
"866";"31001017171P7";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";0,486111111111111;0,6;0,517380952380952;0,465625;0,517279265873016;0,489705687830688;0,0275735780423281;5,33050130973101
"867";"31002013001P0";"QUÍMICA";"FEDERAL";"PÚBLICA";1966;"ACADÊMICO";"4";0,347222222222222;0,233333333333333;0,416618735509185;0,420833333333333;0,354501906099518;0,394891430354914;-0,0403895242553951;-11,3933165267824
"868";"31002013002P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";0,316666666666667;0,305084745762712;0,307323232323232;0,517307692307692;0,361595584265076;0,38043253043253;-0,0188369461674546;-5,20939607316824
"869";"31002013007P9";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,627450980392157;0,358208955223881;0,599038461538462;0,388888888888889;0,493396821510847;0,538459443606502;-0,0450626220956554;-9,13313992531764
"870";"31002013010P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";0,466666666666667;0,318181818181818;0,402173913043478;0,431746031746032;0,404692107409499;0,433528870485392;-0,0288367630758934;-7,12560550302855
"871";"31002013011P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";0,523809523809524;0,22093023255814;0,523208041958042;0,337847222222222;0,401448755136982;0,461621595996596;-0,0601728408596141;-14,9889220204661
"872";"31002013012P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,606060606060606;0,209677419354839;0,623737373737374;0,454411764705882;0,473471790964675;0,561403248167954;-0,0879314572032788;-18,571635920299
"873";"31002013014P5";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";0,454545454545455;0,519480519480519;0,523417312661499;0,434375;0,482954571671868;0,470779255735651;0,0121753159362171;2,52100645699846
"874";"31002013015P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"3";0,645833333333333;0,583333333333333;0,666666666666667;0,415277777777778;0,577777777777778;0,575925925925926;0,00185185185185188;0,320512820512826
"875";"31002013016P8";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,3;0,220588235294118;0,193181818181818;0,385802469135802;0,274893130652935;0,292994762439207;-0,0181016317862723;-6,58497058230476
"876";"31002013017P4";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,559139784946237;0,406716417910448;0,608695652173913;0,442992424242424;0,504386069818255;0,536942620454191;-0,0325565506359359;-6,45468869663013
"877";"31002013018P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,666666666666667;0,95;0,541034155597723;0,455128205128205;0,653207256848149;0,554276342464198;0,0989309143839505;15,1454095689799
"878";"31002013019P7";"HISTÓRIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,244444444444444;0,198717948717949;0,446109175377468;0,354569892473118;0,310960365253245;0,348374504098344;-0,0374141388450987;-12,0318030931784
"879";"31002013020P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,35632183908046;0,265625;0,504725047913902;0,41;0,384167971748591;0,423682295664787;-0,0395143239161968;-10,285689287512
"880";"31002013022P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,759259259259259;0,5;0,528846153846154;0,477916666666667;0,56650551994302;0,588674026590693;-0,0221685066476733;-3,9132022314457
"881";"31002013023P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";0,470588235294118;0,538461538461538;0,555555555555556;0,377777777777778;0,485595776772247;0,46797385620915;0,0176219205630971;3,62892788735312
"882";"31002013024P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,652777777777778;0,551724137931034;0,493145743145743;0,431481481481481;0,532282285084009;0,525801667468334;0,00648061761567498;1,21751517893408
"883";"31002013025P7";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,454545454545455;0,547945205479452;0,528115501519757;0,458695652173913;0,497325453429644;0,480452202746375;0,0168732506832693;3,39279853200925
"884";"31002013026P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,857142857142857;0,743589743589744;0,565217391304348;0,389444444444444;0,638848609120348;0,60393489763055;0,0349137114897985;5,4650993977857
"885";"31002013027P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,452380952380952;0,171875;0,5625;0,312222222222222;0,374744543650794;0,442367724867725;-0,0676231812169312;-18,0451409800768
"886";"31002013028P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,592592592592593;0,894736842105263;0,529446684587814;0,383333333333333;0,600027363154751;0,501790870171246;0,0982364929835042;16,3720021812019
"887";"31002013029P2";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,357142857142857;0,25;0,362083333333333;0,566071428571429;0,383824404761905;0,42843253968254;-0,0446081349206349;-11,6220163093346
"888";"31002013030P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,575757575757576;0,724137931034483;0,539930555555556;0,492857142857143;0,583170801301189;0,536181758056758;0,0469890432444311;8,05750959060153
"889";"31002013031P7";"FILOSOFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,244444444444444;0,710526315789474;0,666666666666667;0,408333333333333;0,50749269005848;0,439814814814815;0,0676778752436647;13,3357340055215
"890";"31002013032P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,476190476190476;1;0,556182795698925;0,522222222222222;0,638648873527906;0,518198498037208;0,120450375490698;18,8601875746415
"891";"31002013156P4";"ENSINO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,615384615384615;0,463414634146341;0,8125;0,438095238095238;0,582348621906549;0,621993284493285;-0,0396446625867357;-6,80771982544463
"892";"31002013157P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,407407407407407;0,537037037037037;0,982142857142857;0,468518518518519;0,598776455026455;0,619356261022928;-0,0205798059964727;-3,43697649159626
"893";"31003010001P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";0,359477124183007;0,275590551181102;0,490826182618262;0,407748538011696;0,383410598998517;0,419350614937655;-0,0359400159391381;-9,37376693106941
"894";"31003010002P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"6";0,111111111111111;0,074468085106383;0,289473684210526;0,536574074074074;0,252906738625524;0,312386289798571;-0,0594795511730469;-23,5183734115988
"895";"31003010003P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"5";0,261261261261261;0,125;1;0,608514492753623;0,498693938503721;0,623258584671628;-0,124564646167907;-24,9781752995936
"896";"31003010004P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";0,56140350877193;0,435897435897436;0,516091194779719;0,447222222222222;0,490153590417827;0,508238975257957;-0,0180853848401303;-3,68973831747588
"897";"31003010005P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";0,152542372881356;0,112359550561798;0,452440667278147;0,364473684210526;0,270454068732957;0,323152241456676;-0,0526981727237197;-19,4850729998643
"898";"31003010006P2";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";0,555555555555555;0,228813559322034;0,564652014652015;0,446929824561404;0,448987738522752;0,522379131589658;-0,073391393066906;-16,345968223626
"899";"31003010015P1";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";0,5;0,403225806451613;0,387656810035842;0,396428571428571;0,421827796979007;0,428028460488138;-0,00620066350913129;-1,46995137673203
"900";"31003010017P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";0,6;0,314814814814815;0,475483351235231;0,544907407407407;0,483801393364363;0,540130252880879;-0,0563288595165162;-11,6429717419382
"901";"31003010019P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";0,46031746031746;0,221311475409836;0,546726190476191;0,457456140350877;0,421452816638591;0,488166597048176;-0,066713780409585;-15,8294778859656
"902";"31003010021P1";"MEDICINA I";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";0,425287356321839;0,279411764705882;0,625;0,555357142857143;0,471264065971216;0,535214833059661;-0,0639507670884446;-13,5700495128246
"903";"31003010024P0";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";0,456140350877193;0,159574468085106;0,383871500731719;0,422115384615385;0,355425426077351;0,420709078741432;-0,0652836526640815;-18,3677497090132
"904";"31003010027P0";"QUÍMICA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";0,234042553191489;0,181818181818182;0,446495767210439;0,445486111111111;0,326960653332805;0,375341477171013;-0,0483808238382079;-14,7971394554813
"905";"31003010029P2";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";0,569444444444444;0,302884615384615;0,506349206349206;0,445689655172414;0,45609198033767;0,507161101988688;-0,0510691216510182;-11,1971101998349
"906";"31003010031P7";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";0,318181818181818;0,267857142857143;0,50093537414966;0,376388888888889;0,365840806019377;0,398502027073456;-0,0326612210540781;-8,92771405395061
"907";"31003010032P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,636363636363636;0,244047619047619;0,443181818181818;0,441666666666667;0,441314935064935;0,507070707070707;-0,065755772005772;-14,8999652586189
"908";"31003010033P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,520833333333333;0,3625;1;0,400925925925926;0,571064814814815;0,640586419753087;-0,0695216049382718;-12,174030536414
"909";"31003010036P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,298245614035088;0,189655172413793;0,383783783783784;0,346296296296296;0,30449521663224;0,342775231371723;-0,0382800147394823;-12,571630898792
"910";"31003010039P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,666666666666667;0,297297297297297;0,529704944178628;0,524666666666667;0,504583893702315;0,57367942583732;-0,0690955321350057;-13,6935667185147
"911";"31003010040P6";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";0,520833333333333;0,307692307692308;0,544206349206349;0,411111111111111;0,445960775335775;0,492050264550265;-0,0460894892144891;-10,3348751198549
"912";"31003010041P2";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";0,206896551724138;0,180722891566265;0,540966386554622;0,433333333333333;0,34047979079459;0,393732090537364;-0,0532522997427748;-15,6403702018549
"913";"31003010042P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";0,261904761904762;0,25;0,460565476190476;0,512280701754386;0,371187734962406;0,411583646616541;-0,0403959116541354;-10,8828788909813
"914";"31003010043P5";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,317460317460317;0,147058823529412;0,382900432900433;0,424666666666667;0,318021560139207;0,375009139009139;-0,0569875788699318;-17,9194073650185
"915";"31003010044P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,477777777777778;0,2;0,484025388192055;0,482107843137255;0,410977752276772;0,481303669702362;-0,0703259174255906;-17,1118550909369
"916";"31003010046P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,398373983739837;0,221311475409836;0,530998168498168;0,453455284552846;0,401034728050172;0,460942478930284;-0,0599077508801119;-14,9382950377846
"917";"31003010048P7";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,545454545454545;0,211111111111111;0,469057867049259;0,517857142857143;0,435870166618015;0,510789851786982;-0,0749196851689677;-17,1885324821108
"918";"31003010049P3";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,666666666666667;0,431034482758621;0,578125;0,466025641025641;0,535462947612732;0,570272435897436;-0,0348094882847039;-6,50082110067483
"919";"31003010052P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,491228070175439;0,298076923076923;0,428775510204082;0,432666666666667;0,412686792530777;0,450890082348729;-0,0382032898179515;-9,25721164558528
"920";"31003010053P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,252873563218391;0,119791666666667;0,385795355334381;0,370098039215686;0,282139656108781;0,336255652589486;-0,0541159964807048;-19,1805707949966
"921";"31003010054P7";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";0,305555555555556;0,414634146341463;0,508809655937847;0,470138888888889;0,424784561680939;0,428168033460764;-0,00338347177982518;-0,796514771261049
"922";"31003010055P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"3";0,128205128205128;0,340425531914894;0,485714285714286;0,323809523809524;0,319538617410958;0,312576312576313;0,00696230483464527;2,17886178861789
"923";"31003010058P2";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,5;0,3;0,526499865482916;0,586538461538462;0,478259581755344;0,537679442340459;-0,0594198605851148;-12,4241861223203
"924";"31003010061P3";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,444444444444444;0,546875;0,57450213371266;0,418055555555556;0,495969283428165;0,479000711237553;0,0169685721906117;3,42129497885918
"925";"31003010062P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,8;0,675;0,875;0,361274509803922;0,67781862745098;0,67875816993464;-0,000939542483660016;-0,13861266799251
"926";"31003010063P6";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,491228070175439;0,32;0,7;0,444444444444444;0,488918128654971;0,545224171539961;-0,0563060428849902;-11,5164563522915
"927";"31003010067P1";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,348484848484848;0,144927536231884;0,443204868154158;0,39375;0,332591813217723;0,395146572213002;-0,0625547589952796;-18,8082678253808
"928";"31003010068P8";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,358974358974359;0,673076923076923;0,518760611205433;0,561274509803922;0,528021600765159;0,479669826661238;0,0483517741039214;9,1571583499339
"929";"31003010072P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,486111111111111;0,944444444444444;0,595192307692308;0,467241379310345;0,623247310639552;0,516181599371255;0,107065711268298;17,1786880489594
"930";"31003010073P1";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";0,377777777777778;0,181818181818182;0,480723905723906;0,43;0,367579966329966;0,429500561167228;-0,0619205948372615;-16,8454759532997
"931";"31003010074P8";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";0,395833333333333;0,227777777777778;0,429444444444444;0,389912280701754;0,360741959064327;0,405063352826511;-0,0443213937621832;-12,2861764894612
"932";"31003010075P4";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,696969696969697;0,75;0,833333333333333;0,406111111111111;0,671603535353535;0,64547138047138;0,0261321548821549;3,89100913061734
"933";"31003010077P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,450980392156863;0,538461538461538;0,748214285714286;0,395098039215686;0,533188563887093;0,531430905695612;0,00175765819148177;0,329650392099176
"934";"31003010078P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,546666666666667;0,654545454545455;0,714285714285714;0,488793103448276;0,601072734736528;0,583248494800219;0,017824239936309;2,96540483476131
"935";"31003010079P0";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,448275862068966;0,264705882352941;0,508333333333333;0,545833333333333;0,441787102772143;0,500814176245211;-0,0590270734730673;-13,3609770639935
"936";"31003010081P4";"FILOSOFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,25;0,725;0,576923076923077;0,420833333333333;0,493189102564103;0,415918803418803;0,0772702991452991;15,6674790143515
"937";"31003010082P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,770833333333333;0,5;0,576666666666667;0,480555555555556;0,582013888888889;0,609351851851852;-0,027337962962963;-4,69713240265681
"938";"31003010083P7";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,538461538461538;0,253164556962025;0,497222222222222;0,375416666666667;0,416066246078113;0,470366809116809;-0,054300563038696;-13,0509416590601
"939";"31003010084P3";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,333333333333333;0,564102564102564;0,869444444444444;0,658854166666667;0,606433627136752;0,620543981481481;-0,0141103543447294;-2,3267763714474
"940";"31003010087P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,6;0,615384615384615;0,526094276094276;0,373148148148148;0,52865675990676;0,499747474747475;0,0289092851592852;5,46844140693178
"941";"31003010088P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,644444444444444;0,25;0,56875;0,375925925925926;0,459780092592593;0,529706790123457;-0,0699266975308642;-15,2087266624711
"942";"31003010089P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,67741935483871;0,566176470588235;0,612468030690537;0,497916666666667;0,588495130696037;0,595934684065304;-0,00743955336926727;-1,26416566275888
"943";"31003010090P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,62962962962963;0,546875;0,833333333333333;0,485227272727273;0,623766308922559;0,649396745230079;-0,0256304363075196;-4,10898054942907
"944";"31003010091P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,789473684210526;0,790697674418605;0,546666666666667;0,492753623188406;0,654897912121051;0,609631324688533;0,045266587432518;6,9120066799283
"945";"31003010092P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,583333333333333;0,398230088495575;0,595188492063492;0,4453125;0,5055161034731;0,541278108465609;-0,0357620049925084;-7,0743552474014
"946";"31003010094P9";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,366666666666667;0,333333333333333;0,512512512512513;0,393840579710145;0,401588273055664;0,424339919629775;-0,0227516465741104;-5,66541607427784
"947";"31003010095P5";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,431372549019608;0,547619047619048;0,638216845878136;0,353174603174603;0,492595761422849;0,474254666024116;0,018341095398733;3,72335631669978
"948";"31003010096P1";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,574074074074074;0,447368421052632;0,592876344086022;0,543518518518519;0,539459339432811;0,570156312226205;-0,0306969727933932;-5,69032187405784
"949";"31003010097P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,590909090909091;0,568965517241379;0,540659340659341;0,577536231884058;0,569517545173467;0,569701554484163;-0,000184009310695843;-0,032309682512028
"950";"31003010098P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,785714285714286;0,527272727272727;0,75;0,505392156862745;0,64209479246244;0,680368814192344;-0,038274021729904;-5,96080550398529
"951";"31003010157P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,846153846153846;0,730769230769231;0,8;0,597549019607843;0,74361802413273;0,747900955253896;-0,0042829311211664;-0,575958487041988
"952";"31003010170P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,711111111111111;0,815789473684211;0,609848484848485;0,419047619047619;0,638949172172856;0,580002405002405;0,0589467671704512;9,22558002070691
"953";"31004016004P2";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";0,4375;0,280575539568345;0,496753830519074;0,516666666666667;0,432874009188522;0,48364016572858;-0,0507661565400587;-11,7276980050677
