"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI";"IMI_nDi";"DIF";"PRC_DIF"
"1695";"33006016013P0";"TEOLOGIA";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,6;0,96;0,523809523809524;0,385714285714286;0,617380952380952;0,503174603174603;0,114206349206349;18,4985216608819
"1696";"33006016014P6";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,472222222222222;0,821428571428571;0,524526515151515;0,441111111111111;0,564822104978355;0,479286616161616;0,0855354888167387;15,1437927203675
"1697";"33006016015P2";"MEDICINA II";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";0,692307692307692;0,428571428571429;0,508597883597884;0,363461538461538;0,498234635734636;0,521455704789038;-0,0232210690544025;-4,6606693691946
"1698";"33006016016P9";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";0,777777777777778;0,793103448275862;0,541666666666667;0,375;0,621886973180077;0,564814814814815;0,0570721583652618;9,17725580798357
"1699";"33007012001P8";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"5";0,555555555555555;0,5;0,527083333333333;0,393452380952381;0,494022817460317;0,492030423280423;0,00199239417989411;0,403300031795424
"1700";"33007012004P7";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"3";0,6;0,457142857142857;0,568112244897959;0,321666666666667;0,486730442176871;0,496592970521542;-0,00986252834467116;-2,02628138494104
"1701";"33007012005P3";"DIREITO";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,19047619047619;0,328125;0,875;0,448717948717949;0,460579784798535;0,50473137973138;-0,0441515949328449;-9,58609048639804
"1702";"33007012008P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2002;"PROFISSIONAL";"4";0,692307692307692;0,62962962962963;0,583333333333333;0,532777777777778;0,609512108262108;0,602806267806268;0,00670584045584044;1,10019807070949
"1703";"33007012010P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";0,692307692307692;0,59375;0,540277777777778;0,532777777777778;0,589778311965812;0,588454415954416;0,00132389601139604;0,22447349869196
"1704";"33007012011P3";"EDUCAÇÃO FÍSICA";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";0,523809523809524;0,229166666666667;0,450923050379572;0,577450980392157;0,44533755531198;0,517394518193751;-0,072056962881771;-16,1803023397144
"1705";"33008019005P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";0,58974358974359;0,447368421052632;0,576923076923077;0,42962962962963;0,510916179337232;0,532098765432099;-0,0211825860948667;-4,14600025435582
"1706";"33008019006P6";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"3";0,638888888888889;0,424242424242424;0,65;0,575;0,572032828282828;0,621296296296296;-0,049263468013468;-8,6120001471508
"1707";"33008019007P2";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,861111111111111;0,666666666666667;0,5;0,543452380952381;0,64280753968254;0,634854497354497;0,00795304232804228;1,23723538338863
"1708";"33009015001P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,276422764227642;0,24390243902439;0,486147186147186;0,494387755102041;0,375215036125315;0,418985901825623;-0,0437708657003082;-11,66554148584
"1709";"33009015002P7";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";0,462962962962963;0,297297297297297;0,495744010088272;0,461594202898551;0,429399618311771;0,473433725316595;-0,0440341070048245;-10,2548081383838
"1710";"33009015003P3";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";0,333333333333333;0,235294117647059;0,501388888888889;0,460119047619048;0,382533846872082;0,431613756613757;-0,0490799097416744;-12,8302136250146
"1711";"33009015006P2";"MEDICINA II";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";0,625;0,5;0,504093567251462;0,453645833333333;0,520684850146199;0,527579800194932;-0,00689495004873297;-1,32420792477388
"1712";"33009015009P1";"MEDICINA III";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,307692307692308;0,423076923076923;0,608426704014939;0,369791666666667;0,427246900362709;0,428636892791305;-0,00138999242859539;-0,325337042215019
"1713";"33009015011P6";"MEDICINA I";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";0,333333333333333;0,3;0,436431623931624;0,608333333333333;0,419524572649573;0,459366096866097;-0,0398415242165241;-9,49682731690752
"1714";"33009015012P2";"MEDICINA I";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";0,452380952380952;0,25;0,388138138138138;0,595238095238095;0,421439296439296;0,478585728585729;-0,0571464321464322;-13,559825253425
"1715";"33009015013P9";"MEDICINA III";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"5";0,214285714285714;0,28;0,5125;0,492222222222222;0,374751984126984;0,406335978835979;-0,0315839947089946;-8,42797264504741
"1716";"33009015015P1";"MEDICINA II";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,433333333333333;0,333333333333333;0,588235294117647;0,566666666666667;0,480392156862745;0,529411764705882;-0,0490196078431372;-10,2040816326531
"1717";"33009015016P8";"MEDICINA I";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";0,444444444444444;0,25;0,5234375;0,671590909090909;0,472368213383838;0,546490951178451;-0,0741227377946128;-15,6917285487163
"1718";"33009015017P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";0,28;0,346153846153846;0,511904761904762;0,618939393939394;0,4392495004995;0,470281385281385;-0,0310318847818848;-7,06475129660849
"1719";"33009015018P0";"MEDICINA III";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";0,274509803921569;0,205882352941176;0,330263157894737;0,546296296296296;0,339237902763445;0,383689752704201;-0,044451849940756;-13,1034443906915
"1720";"33009015020P5";"MEDICINA I";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"5";0,177777777777778;0,196969696969697;0,46016548463357;0,648809523809524;0,370930620797642;0,428917595406957;-0,0579869746093151;-15,6328357266976
"1721";"33009015021P1";"MEDICINA III";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";0,333333333333333;0,160714285714286;0,570144110275689;0,53452380952381;0,399678884711779;0,479333751044277;-0,0796548663324978;-19,9297159243074
"1722";"33009015024P0";"MEDICINA III";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";0,269230769230769;0,146341463414634;0,456072351421189;0,475396825396825;0,336760352365854;0,400233315349594;-0,06347296298374;-18,84811039596
"1723";"33009015029P2";"MEDICINA II";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"5";0,214285714285714;0,1875;0,465909090909091;0,312745098039216;0,295109975808505;0,330979967744674;-0,0358699919361684;-12,1547880033185
"1724";"33009015031P7";"MEDICINA II";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";0,242424242424242;0,403846153846154;0,505647911338448;0,448484848484848;0,400100789023423;0,398852334082513;0,00124845494091019;0,312035110942284
"1725";"33009015032P3";"MEDICINA II";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"6";0,317460317460317;0,305555555555556;0,481341991341991;0,455;0,389839466089466;0,417934102934103;-0,0280946368446369;-7,20671950596949
"1726";"33009015033P0";"MEDICINA II";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"7";0,407407407407407;0,196078431372549;0,482399425287356;0,538666666666667;0,406137982683495;0,476157833120477;-0,0700198504369819;-17,2404092752755
"1727";"33009015034P6";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,466666666666667;0,333333333333333;0,506974637681159;0,41;0,42924365942029;0,461213768115942;-0,0319701086956522;-7,4480095381791
"1728";"33009015035P2";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";0,175925925925926;0,196261682242991;0,351454236891386;0,456007751937984;0,294912399249572;0,327795971585099;-0,032883572335527;-11,1502847690371
"1729";"33009015038P1";"MEDICINA III";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";0,416666666666667;0,28125;0,535790598290598;0,488888888888889;0,430649038461538;0,480448717948718;-0,0497996794871795;-11,5638664061773
"1730";"33009015041P2";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"6";0,6;0,32051282051282;0,457207207207207;0,491176470588235;0,467224124577066;0,516127892598481;-0,0489037680214151;-10,4668756275552
"1731";"33009015045P8";"MEDICINA I";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";0,466666666666667;0,367647058823529;0,798387096774194;0,366666666666667;0,499841872232764;0,543906810035842;-0,0440649378030782;-8,81577559843932
"1732";"33009015066P5";"ENSINO";"FEDERAL";"PÚBLICA";2003;"PROFISSIONAL";"4";0,585365853658537;0,350746268656716;0,555161030595813;0,435795454545455;0,48176715186413;0,525440779599935;-0,0436736277358046;-9,06529794877372
"1733";"33009015067P1";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,666666666666667;0,462962962962963;0,545289855072464;0,437083333333333;0,528000704508857;0,549679951690821;-0,0216792471819646;-4,10591254838012
"1734";"33009015068P8";"ENSINO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,608695652173913;0,805555555555556;0,511111111111111;0,418840579710145;0,586050724637681;0,512882447665056;0,0731682769726248;12,4849733814185
"1735";"33009015069P4";"MEDICINA I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,466666666666667;0,295774647887324;0,528301886792453;0,586111111111111;0,469213578114389;0,527026554856744;-0,0578129767423549;-12,32124973337
"1736";"33009015070P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,428571428571429;0,393617021276596;0,509982638888889;0,514270833333333;0,461610480517562;0,484274966931217;-0,0226644864136554;-4,90987258093528
"1737";"33009015072P5";"FILOSOFIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,320512820512821;0,173076923076923;0,5375;0,398333333333333;0,357355769230769;0,418782051282051;-0,061426282051282;-17,1891116193551
"1738";"33009015073P1";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,344086021505376;0,444444444444444;0,539473684210526;0,406313131313131;0,43357932036837;0,429957612343011;0,00362170802535822;0,835304604075953
"1739";"33009015074P8";"MEDICINA I";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";0,175084175084175;0,209876543209877;0,75;0,468781094527363;0,400935453205354;0,464621756537179;-0,0636863033318258;-15,8844279852714
"1740";"33009015077P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,820512820512821;0,684210526315789;0,488095238095238;0,44047619047619;0,60832369385001;0,583028083028083;0,0252956108219266;4,15824849133092
"1741";"33009015078P3";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,371794871794872;0,396039603960396;0,615188172043011;0,356896551724138;0,434979799880604;0,44795986518734;-0,0129800653067361;-2,98406163005705
"1742";"33009015079P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,428571428571429;0,375;0,512744555186416;0,421014492753623;0,434332619127867;0,454110158837156;-0,019777539709289;-4,55354694496627
"1743";"33009015083P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,433333333333333;0,277777777777778;0,514217342342342;0,334408602150538;0,389934263900998;0,427319759275404;-0,0373854953744067;-9,58764049109024
"1744";"33009015084P3";"ENSINO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,650793650793651;0,416666666666667;0,571895424836601;0,395238095238095;0,508648459383753;0,539309056956116;-0,0306605975723623;-6,02785617585645
"1745";"33009015085P0";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,428571428571429;0,727272727272727;0,555555555555556;0,512962962962963;0,556090668590669;0,499029982363316;0,0570606862273528;10,2610400516097
"1746";"33009015086P6";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,683333333333333;0,824561403508772;0,677188552188552;0,496666666666667;0,670437488924331;0,619062850729517;0,0513746381948136;7,66285284512364
"1747";"33009015087P2";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,633333333333333;0,671875;0,595434782608696;0,515656565656566;0,604074920399649;0,581474893866198;0,0226000265334505;3,74126217961484
"1748";"33009015088P9";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,520833333333333;0,735294117647059;0,65;0,389912280701754;0,574009932920537;0,520248538011696;0,0537613949088408;9,36593459895463
"1749";"33009015089P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,419047619047619;0,5;0,638888888888889;0,368571428571429;0,481626984126984;0,475502645502645;0,00612433862433864;1,27159374914175
"1750";"33009015091P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,45679012345679;0,807692307692308;0,620833333333333;0,555654761904762;0,610242631596798;0,544426072898295;0,0658165586985031;10,7853098572093
"1751";"33009015092P6";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,0925925925925926;0,842105263157895;0,42452380952381;0,499166666666667;0,464597082985241;0,33876102292769;0,125836060057551;27,0849871137802
"1752";"33009015171P3";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,487179487179487;0,702127659574468;0,75;0,447058823529412;0,596591492570842;0,5614127702363;0,0351787223345421;5,89661816713969
"1753";"33017018001P0";"TEOLOGIA";"PARTICULAR";"PRIVADA";1979;"ACADÊMICO";"6";0,466666666666667;0,288461538461538;0,985714285714286;0,509848484848485;0,562672743922744;0,654076479076479;-0,0914037351537352;-16,2445642055634
"1754";"33017018002P6";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"4";0,545454545454546;0,338235294117647;0,321100427350427;0,495454545454545;0,425061203094291;0,454003172753173;-0,0289419696588814;-6,80889468344661
"1755";"33017018004P9";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"4";0,75;0,336538461538462;0,926923076923077;0,648717948717949;0,665544871794872;0,775213675213675;-0,109668803418803;-16,4780479974316
"1756";"33017018007P8";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,575757575757576;0,46875;0,65;0,429166666666667;0,530918560606061;0,551641414141414;-0,0207228535353535;-3,90320758643241
"1757";"33017018008P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";0,666666666666667;0,666666666666667;0,75;0,403333333333333;0,621666666666667;0,606666666666667;0,015;2,41286863270778
"1758";"33019010010P1";"MEDICINA I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";0,313725490196078;0,191860465116279;0,454246171637476;1;0,489958031737458;0,589323887277851;-0,0993658555403931;-20,2804830421961
"1759";"33019010012P4";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2004;"PROFISSIONAL";"5";0,484848484848485;0,666666666666667;0,560344827586207;0,75;0,61546499477534;0,598397770811564;0,0170672239637757;2,77306168647425
"1760";"33019010014P7";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";0,41025641025641;0,714285714285714;0,563636363636364;0,75;0,609544622044622;0,574630924630925;0,0349136974136974;5,72783290197605
"1761";"33020019004P6";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,545454545454545;0,5625;0,652991452991453;0,316666666666667;0,519403166278166;0,505037555037555;0,0143656112406112;2,7657920038396
"1762";"33020019005P2";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,633333333333333;0,605263157894737;0,531754385964912;0,4975;0,566962719298246;0,554195906432749;0,0127668128654971;2,25179053770927
"1763";"33021015001P3";"ODONTOLOGIA";"MUNICIPAL";"PÚBLICA";1991;"ACADÊMICO";"4";0,288888888888889;0,2;0,305555555555556;0,419270833333333;0,303428819444444;0,337905092592593;-0,0344762731481482;-11,3622276259953
"1764";"33021015006P5";"ENGENHARIAS III";"MUNICIPAL";"PÚBLICA";1997;"PROFISSIONAL";"4";0,592592592592593;0,547826086956522;1;0,52;0,665104669887279;0,704197530864198;-0,039092860976919;-5,87770057058003
"1765";"33021015007P1";"LETRAS / LINGUÍSTICA";"MUNICIPAL";"PÚBLICA";1995;"ACADÊMICO";"4";0,41025641025641;0,475;0,75;0,599479166666667;0,558683894230769;0,586578525641026;-0,0278946314102564;-4,99291848186593
"1766";"33021015010P2";"INTERDISCIPLINAR";"MUNICIPAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,846153846153846;0,651515151515151;0,666666666666667;0,466176470588235;0,657628033730975;0,659665661136249;-0,00203762740527447;-0,309844973261591
"1767";"33024014009P3";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";1992;"ACADÊMICO";"5";0,6;0,25;0,424028822055138;0,462301587301587;0,434082602339181;0,495443469785575;-0,0613608674463937;-14,1357582901809
"1768";"33024014015P3";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";0,313725490196078;0,261904761904762;0,444011470985155;0,343518518518519;0,340790060401129;0,367085159899917;-0,0262950994987888;-7,71592324841812
"1769";"33024014016P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,596491228070175;0,470588235294118;0,616534391534391;0,402083333333333;0,521424297058005;0,5383696509793;-0,0169453539212955;-3,24982054286788
"1770";"33024014017P6";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,592592592592593;0,352941176470588;0,512628205128205;0,494736842105263;0,488224704074162;0,533319213275354;-0,0450945092011914;-9,23642511836957
"1771";"33024014018P2";"DIREITO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,210526315789474;0,166666666666667;0,563235294117647;0,403070175438596;0,335874613003096;0,392277261781906;-0,0564026487788098;-16,7927692642522
"1772";"33024014020P7";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";0,407407407407407;0,1484375;0,33064263322884;0,344202898550725;0,307672609796743;0,360750979728991;-0,0530783699322477;-17,2515746420563
"1773";"33024014024P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"4";0,566666666666667;0,435897435897436;0,428030303030303;0,54537037037037;0,493991193991194;0,513355780022447;-0,0193645860312528;-3,92002656460269
"1774";"33024014028P8";"GEOCIÊNCIAS";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";0,666666666666667;0,708333333333333;0,498621553884712;0,387878787878788;0,565375085440875;0,517722336143389;0,0476527492974861;8,42851949521738
"1775";"33024014029P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";0,5;0,507692307692308;1;0,59375;0,650360576923077;0,697916666666667;-0,0475560897435897;-7,31226513891455
"1776";"33024014030P2";"ECONOMIA";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";0,625;0,452380952380952;0,566666666666667;0,407407407407407;0,512863756613757;0,533024691358025;-0,0201609347442681;-3,93105078771466
"1777";"33024014031P9";"MATERIAIS";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";0,520833333333333;0,8125;0,543148148148148;0,465789473684211;0,585567738791423;0,509923651721897;0,0756440870695257;12,918076263158
"1778";"33026017001P5";"MEDICINA I";"MUNICIPAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,555555555555556;0,333333333333333;0,504534216772152;1;0,59835577641526;0,686696590775903;-0,0883408143606422;-14,7639277237183
"1779";"33027013002P8";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";0,333333333333333;0,302083333333333;0,48952380952381;0,75;0,468735119047619;0,524285714285714;-0,0555505952380953;-11,8511698784089
"1780";"33027013003P4";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,466666666666667;0,5;0,527046783625731;1;0,623428362573099;0,664571150097466;-0,0411427875243665;-6,59944108967971
"1781";"33029016002P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,644444444444444;0,621621621621622;0,541486291486291;1;0,701888089388089;0,728643578643579;-0,0267554892554892;-3,81193094169967
"1782";"33031010001P5";"MEDICINA I";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,333333333333333;0,22;0,55;0,625;0,432083333333333;0,502777777777778;-0,0706944444444444;-16,3612986178078
"1783";"33032017004P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";0,435897435897436;0,166666666666667;0,354656862745098;0,449444444444444;0,351666352438411;0,413332914362326;-0,0616665619239149;-17,5355309077273
"1784";"33032017005P7";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,636363636363636;0,5;0,529943249701314;0,449444444444444;0,528937832627349;0,538583776836465;-0,00964594420911624;-1,82364421943553
"1785";"33050015004P1";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";0,733333333333333;0,371794871794872;0,7;0,375833333333333;0,545240384615385;0,603055555555556;-0,057815170940171;-10,6036112825638
"1786";"33050015005P8";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"6";0,242424242424242;0,2;0,388888888888889;0,331944444444444;0,290814393939394;0,321085858585859;-0,0302714646464646;-10,409204385108
"1787";"33050015007P0";"MEDICINA I";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";0,686274509803922;0,333333333333333;0,575;0,571929824561404;0,541634416924665;0,611068111455108;-0,0694336945304437;-12,8192914557904
"1788";"33051011002P5";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,649122807017544;0,322222222222222;0,529139254385965;0,47962962962963;0,49502847831384;0,552630563677713;-0,0576020853638726;-11,636115473614
"1789";"33051011003P1";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,820512820512821;0,419354838709677;0,450980392156863;0,585;0,56896201284484;0,618831070889894;-0,0498690580450543;-8,76491873257168
"1790";"33051011004P8";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2000;"PROFISSIONAL";"4";0,666666666666667;0,789473684210526;0,492857142857143;0,502083333333333;0,612770206766917;0,553869047619048;0,0589011591478698;9,61227528646384
"1791";"33051011007P7";"ASTRONOMIA / FÍSICA";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,583333333333333;0,5;0,535395408163265;0,403070175438596;0,505449729233799;0,507266305645065;-0,00181657641126631;-0,359398038261891
"1792";"33051011009P0";"CIÊNCIAS BIOLÓGICAS I";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";0,696969696969697;0,666666666666667;0,557539682539683;0,417361111111111;0,584634289321789;0,557290163540164;0,0273441257816257;4,67713342871943
"1793";"33052018002P1";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"3";0,555555555555555;0,363636363636364;0,347505574136009;0,537037037037037;0,450933632591241;0,480032722242867;-0,0290990896516259;-6,4530759181592
"1794";"33052018003P8";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";0,435897435897436;0,477272727272727;0,583333333333333;0,422058823529412;0,479640580008227;0,480429864253394;-0,000789284245166555;-0,164557436977709
"1795";"33052018005P0";"EDUCAÇÃO FÍSICA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";0,571428571428572;0,161290322580645;0,370772946859903;0,6171875;0,43016983521728;0,519796339429492;-0,0896265042122116;-20,8351439070434
"1796";"33052018006P7";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";0,472222222222222;0,786885245901639;0,613095238095238;0,472435897435897;0,586159650913749;0,519251119251119;0,06690853166263;11,4147283181857
"1797";"33054010002P4";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"3";0,547619047619048;0,4375;0,59375;0,520833333333333;0,524925595238095;0,55406746031746;-0,0291418650793651;-5,55161823765652
"1798";"33054010003P0";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,357142857142857;0,375;0,541666666666667;0,36421568627451;0,409506302521008;0,421008403361345;-0,0115021008403361;-2,80877260484802
"1799";"33054010004P7";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";0,416666666666667;0,375;0,537152777777778;0,433333333333333;0,440538194444444;0,462384259259259;-0,0218460648148148;-4,95894909688013
"1800";"33054010005P3";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";0,784313725490196;0,46875;0,619540229885057;0,439583333333333;0,578046822177147;0,614479096236196;-0,0364322740590489;-6,30265104162859
"1801";"33056013012P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"3";0,416666666666667;0,692307692307692;0,717837941628264;0,330952380952381;0,539441170388751;0,488485663082437;0,0509555073063138;9,4459804151753
"1802";"33056013014P5";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";0,743589743589744;0,450819672131148;0,548387096774194;0,4;0,535699128123771;0,563992280121312;-0,0282931519975411;-5,2815378095975
"1803";"33056013015P1";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";0,681818181818182;0,59375;0,560606060606061;0,502666666666667;0,584710227272727;0,58169696969697;0,00301325757575754;0,515342033576585
"1804";"33057010002P7";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";0,361111111111111;0,5;0,67202380952381;0,483333333333333;0,504117063492064;0,505489417989418;-0,00137235449735451;-0,272229328610321
"1805";"33063010002P3";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,266666666666667;0,161764705882353;0,517361111111111;0,527916666666667;0,368427287581699;0,437314814814815;-0,0688875272331154;-18,6977266763498
