"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"717";"25004018070P8";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";16;16;11;20;0,8;0,8;0,55;0,716666666666667
"718";"25004018071P4";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";6;4;4;10;0,6;0,4;0,4;0,466666666666667
"719";"25004018072P0";NA;NA;NA;NA;NA;NA;9;8;6;10;0,9;0,8;0,6;0,766666666666667
"720";"25004018073P7";NA;NA;NA;NA;NA;NA;6;7;7;12;0,5;0,583333333333333;0,583333333333333;0,555555555555556
"721";"25016016002P7";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";7;7;8;11;0,636363636363636;0,636363636363636;0,727272727272727;0,666666666666667
"722";"25016016039P8";NA;NA;NA;NA;NA;NA;25;30;25;109;0,229357798165138;0,275229357798165;0,229357798165138;0,244648318042813
"723";"25017012001P7";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2004;"PROFISSIONAL";"3";10;10;8;14;0,714285714285714;0,714285714285714;0,571428571428571;0,666666666666667
"724";"25018019001P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"3";7;5;7;10;0,7;0,5;0,7;0,633333333333333
"725";"25020013001P4";"MATERIAIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";11;11;11;14;0,785714285714286;0,785714285714286;0,785714285714286;0,785714285714286
"726";"25020013002P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";10;10;5;15;0,666666666666667;0,666666666666667;0,333333333333333;0,555555555555555
"727";"25020013003P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";10;10;7;15;0,666666666666667;0,666666666666667;0,466666666666667;0,6
"728";"25020013004P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;6;7;14;0,642857142857143;0,428571428571429;0,5;0,523809523809524
"729";"25020013005P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";25;25;11;27;0,925925925925926;0,925925925925926;0,407407407407407;0,753086419753086
"730";"25020013006P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";14;13;5;20;0,7;0,65;0,25;0,533333333333333
"731";"25020013008P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";9;9;5;17;0,529411764705882;0,529411764705882;0,294117647058824;0,450980392156863
"732";"25020013009P5";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";10;9;10;16;0,625;0,5625;0,625;0,604166666666667
"733";"25020013010P3";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";5;6;3;14;0,357142857142857;0,428571428571429;0,214285714285714;0,333333333333333
"734";"25020013011P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";26;27;19;31;0,838709677419355;0,870967741935484;0,612903225806452;0,774193548387097
"735";"25020013040P0";NA;NA;NA;NA;NA;NA;10;12;13;14;0,714285714285714;0,857142857142857;0,928571428571429;0,833333333333333
"736";"25025015001P6";"ENSINO";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";8;8;5;13;0,615384615384615;0,615384615384615;0,384615384615385;0,538461538461538
"737";"25025015002P2";"PSICOLOGIA";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";7;5;3;11;0,636363636363636;0,454545454545455;0,272727272727273;0,454545454545455
"738";"25046004001P0";"ENFERMAGEM";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";7;8;9;13;0,538461538461538;0,615384615384615;0,692307692307692;0,615384615384615
"739";"26001012001P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"4";8;10;12;31;0,258064516129032;0,32258064516129;0,387096774193548;0,32258064516129
"740";"26001012002P6";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";4;2;5;21;0,19047619047619;0,0952380952380952;0,238095238095238;0,174603174603175
"741";"26001012003P2";"QUÍMICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";12;8;12;27;0,444444444444444;0,296296296296296;0,444444444444444;0,395061728395062
"742";"26001012005P5";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";8;5;3;14;0,571428571428571;0,357142857142857;0,214285714285714;0,380952380952381
"743";"26001012010P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";11;9;5;18;0,611111111111111;0,5;0,277777777777778;0,462962962962963
"744";"26001012011P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";13;12;19;32;0,40625;0,375;0,59375;0,458333333333333
"745";"26001012012P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";2;1;1;8;0,25;0,125;0,125;0,166666666666667
"746";"26001012013P8";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";4;5;4;11;0,363636363636364;0,454545454545455;0,363636363636364;0,393939393939394
"747";"26001012014P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";16;15;6;21;0,761904761904762;0,714285714285714;0,285714285714286;0,587301587301587
"748";"26001012015P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";2;1;1;11;0,181818181818182;0,0909090909090909;0,0909090909090909;0,121212121212121
"749";"26001012016P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";5;4;5;12;0,416666666666667;0,333333333333333;0,416666666666667;0,388888888888889
"750";"26001012017P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";13;12;11;21;0,619047619047619;0,571428571428571;0,523809523809524;0,571428571428572
"751";"26001012018P0";"DIREITO";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"3";4;2;7;16;0,25;0,125;0,4375;0,270833333333333
"752";"26001012019P6";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";5;5;2;10;0,5;0,5;0,2;0,4
"753";"26001012020P4";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";12;8;4;15;0,8;0,533333333333333;0,266666666666667;0,533333333333333
"754";"26001012022P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";5;3;5;10;0,5;0,3;0,5;0,433333333333333
"755";"26001012023P3";"MEDICINA II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";17;15;11;22;0,772727272727273;0,681818181818182;0,5;0,651515151515151
"756";"26001012024P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";7;7;4;12;0,583333333333333;0,583333333333333;0,333333333333333;0,5
"757";"26001012025P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";13;8;6;16;0,8125;0,5;0,375;0,5625
"758";"26001012026P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";6;7;6;12;0,5;0,583333333333333;0,5;0,527777777777778
"759";"26001012027P9";"ENSINO";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";9;10;11;16;0,5625;0,625;0,6875;0,625
"760";"26001012028P5";"MATERIAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";7;6;5;11;0,636363636363636;0,545454545454545;0,454545454545455;0,545454545454545
"761";"26001012029P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";10;7;5;16;0,625;0,4375;0,3125;0,458333333333333
"762";"26001012030P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";7;8;3;17;0,411764705882353;0,470588235294118;0,176470588235294;0,352941176470588
"763";"26001012031P6";"ENSINO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";11;11;13;19;0,578947368421053;0,578947368421053;0,684210526315789;0,614035087719298
"764";"26001012032P2";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;5;2;13;0,230769230769231;0,384615384615385;0,153846153846154;0,256410256410256
"765";"26001012033P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";9;9;6;14;0,642857142857143;0,642857142857143;0,428571428571429;0,571428571428572
"766";"26001012034P5";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";4;9;6;18;0,222222222222222;0,5;0,333333333333333;0,351851851851852
"767";"26001012035P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";8;8;9;16;0,5;0,5;0,5625;0,520833333333333
"768";"26001012036P8";"FARMÁCIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;10;7;15;0,933333333333333;0,666666666666667;0,466666666666667;0,688888888888889
"769";"26001012037P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";10;10;7;15;0,666666666666667;0,666666666666667;0,466666666666667;0,6
"770";"26001012038P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";6;7;7;18;0,333333333333333;0,388888888888889;0,388888888888889;0,37037037037037
"771";"26001012082P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";5;4;6;10;0,5;0,4;0,6;0,5
"772";"26001012170P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";7;4;7;16;0,4375;0,25;0,4375;0,375
"773";"26004011001P9";NA;NA;NA;NA;NA;NA;11;12;11;12;0,916666666666667;1;0,916666666666667;0,944444444444444
"774";"26006014001P1";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";7;8;4;11;0,636363636363636;0,727272727272727;0,363636363636364;0,575757575757576
"775";"26006014002P8";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";7;8;8;12;0,583333333333333;0,666666666666667;0,666666666666667;0,638888888888889
"776";"26013002001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";12;12;11;14;0,857142857142857;0,857142857142857;0,785714285714286;0,833333333333333
"777";"26017008001P4";"DIREITO";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";4;2;5;14;0,285714285714286;0,142857142857143;0,357142857142857;0,261904761904762
"778";"27001016001P2";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";3;3;8;16;0,1875;0,1875;0,5;0,291666666666667
"779";"27001016003P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";11;6;17;29;0,379310344827586;0,206896551724138;0,586206896551724;0,390804597701149
"780";"27001016007P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";16;14;15;22;0,727272727272727;0,636363636363636;0,681818181818182;0,681818181818182
"781";"27001016008P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";6;6;2;26;0,230769230769231;0,230769230769231;0,0769230769230769;0,17948717948718
"782";"27001016009P3";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";21;20;18;35;0,6;0,571428571428571;0,514285714285714;0,561904761904762
"783";"27001016010P1";"QUÍMICA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";2;3;7;19;0,105263157894737;0,157894736842105;0,368421052631579;0,210526315789474
"784";"27001016011P8";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";5;9;5;13;0,384615384615385;0,692307692307692;0,384615384615385;0,487179487179487
"785";"27001016013P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"3";3;3;3;8;0,375;0,375;0,375;0,375
"786";"27001016014P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";3;2;4;10;0,3;0,2;0,4;0,3
"787";"27001016015P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";9;10;7;14;0,642857142857143;0,714285714285714;0,5;0,619047619047619
"788";"27001016016P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";10;9;9;10;1;0,9;0,9;0,933333333333333
"789";"27001016017P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";10;9;5;17;0,588235294117647;0,529411764705882;0,294117647058824;0,470588235294118
"790";"27001016019P9";"FARMÁCIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";9;4;7;14;0,642857142857143;0,285714285714286;0,5;0,476190476190476
"791";"27001016021P3";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";12;10;12;29;0,413793103448276;0,344827586206897;0,413793103448276;0,390804597701149
"792";"27001016022P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";7;8;5;12;0,583333333333333;0,666666666666667;0,416666666666667;0,555555555555556
"793";"27001016025P9";"ENSINO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";15;11;16;20;0,75;0,55;0,8;0,7
"794";"27001016026P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";11;9;11;14;0,785714285714286;0,642857142857143;0,785714285714286;0,738095238095238
"795";"27001016027P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";4;2;3;9;0,444444444444444;0,222222222222222;0,333333333333333;0,333333333333333
"796";"27001016028P8";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";14;15;8;17;0,823529411764706;0,882352941176471;0,470588235294118;0,725490196078431
"797";"27001016029P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";9;7;9;16;0,5625;0,4375;0,5625;0,520833333333333
"798";"27001016030P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";4;4;5;15;0,266666666666667;0,266666666666667;0,333333333333333;0,288888888888889
"799";"27001016031P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";12;15;13;17;0,705882352941177;0,882352941176471;0,764705882352941;0,784313725490196
"800";"27001016032P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";1;3;7;31;0,032258064516129;0,0967741935483871;0,225806451612903;0,118279569892473
"801";"27001016033P1";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";7;7;7;13;0,538461538461538;0,538461538461538;0,538461538461538;0,538461538461538
"802";"27001016034P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;5;5;15;0,6;0,333333333333333;0,333333333333333;0,422222222222222
"803";"27001016035P4";"DIREITO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;1;3;14;0,214285714285714;0,0714285714285714;0,214285714285714;0,166666666666667
"804";"27001016036P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";4;5;2;8;0,5;0,625;0,25;0,458333333333333
"805";"27001016037P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;5;3;12;0,25;0,416666666666667;0,25;0,305555555555556
"806";"27001016038P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;3;5;9;0,333333333333333;0,333333333333333;0,555555555555556;0,407407407407407
"807";"27001016039P0";"FILOSOFIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";2;4;5;18;0,111111111111111;0,222222222222222;0,277777777777778;0,203703703703704
"808";"27001016040P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";11;10;4;13;0,846153846153846;0,769230769230769;0,307692307692308;0,641025641025641
"809";"27001016041P4";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";10;11;10;14;0,714285714285714;0,785714285714286;0,714285714285714;0,738095238095238
"810";"27001016042P0";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";9;8;9;12;0,75;0,666666666666667;0,75;0,722222222222222
"811";"27001016043P7";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";8;7;5;16;0,5;0,4375;0,3125;0,416666666666667
"812";"27001016044P3";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";10;9;7;13;0,769230769230769;0,692307692307692;0,538461538461538;0,666666666666667
"813";"27001016045P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";13;10;11;15;0,866666666666667;0,666666666666667;0,733333333333333;0,755555555555556
"814";"27001016046P6";"TEOLOGIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";7;5;7;10;0,7;0,5;0,7;0,633333333333333
"815";"27001016047P2";"MEDICINA I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";5;7;8;12;0,416666666666667;0,583333333333333;0,666666666666667;0,555555555555555
"816";"27001016048P9";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";7;5;1;16;0,4375;0,3125;0,0625;0,270833333333333
"817";"27001016049P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";9;10;5;14;0,642857142857143;0,714285714285714;0,357142857142857;0,571428571428572
"818";"27001016170P9";"ECONOMIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";5;4;7;16;0,3125;0,25;0,4375;0,333333333333333
"819";"27001016171P5";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";10;13;13;17;0,588235294117647;0,764705882352941;0,764705882352941;0,705882352941177
"820";"27001016172P1";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";8;11;2;13;0,615384615384615;0,846153846153846;0,153846153846154;0,538461538461538
"821";"27001016173P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";14;9;14;16;0,875;0,5625;0,875;0,770833333333333
"822";"27001016174P4";NA;NA;NA;NA;NA;NA;7;6;6;10;0,7;0,6;0,6;0,633333333333333
"823";"27001016175P0";NA;NA;NA;NA;NA;NA;7;7;11;12;0,583333333333333;0,583333333333333;0,916666666666667;0,694444444444445
"824";"27001016176P7";NA;NA;NA;NA;NA;NA;11;12;16;16;0,6875;0,75;1;0,8125
"825";"27001016177P3";NA;NA;NA;NA;NA;NA;1;1;2;23;0,0434782608695652;0,0434782608695652;0,0869565217391304;0,0579710144927536
"826";"27002012001P9";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";7;6;7;13;0,538461538461538;0,461538461538462;0,538461538461538;0,512820512820513
"827";"27002012003P1";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";6;4;7;11;0,545454545454545;0,363636363636364;0,636363636363636;0,515151515151515
"828";"27002012004P8";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";9;9;9;13;0,692307692307692;0,692307692307692;0,692307692307692;0,692307692307692
"829";"27002012005P4";"DIREITO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";5;5;4;14;0,357142857142857;0,357142857142857;0,285714285714286;0,333333333333333
"830";"27011003001P9";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";10;9;10;12;0,833333333333333;0,75;0,833333333333333;0,805555555555556
"831";"28001010001P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";12;14;18;34;0,352941176470588;0,411764705882353;0,529411764705882;0,431372549019608
"832";"28001010002P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"3";6;5;6;22;0,272727272727273;0,227272727272727;0,272727272727273;0,257575757575758
"833";"28001010003P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";6;4;8;24;0,25;0,166666666666667;0,333333333333333;0,25
"834";"28001010004P8";"QUÍMICA";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";10;9;9;36;0,277777777777778;0,25;0,25;0,259259259259259
"835";"28001010005P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";10;7;6;23;0,434782608695652;0,304347826086957;0,260869565217391;0,333333333333333
"836";"28001010007P7";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";7;8;9;13;0,538461538461538;0,615384615384615;0,692307692307692;0,615384615384615
"837";"28001010010P8";"ECONOMIA";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";7;6;6;16;0,4375;0,375;0,375;0,395833333333333
"838";"28001010011P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";15;13;8;22;0,681818181818182;0,590909090909091;0,363636363636364;0,545454545454545
"839";"28001010012P0";"MEDICINA I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";8;5;6;21;0,380952380952381;0,238095238095238;0,285714285714286;0,301587301587302
"840";"28001010013P7";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";17;11;13;36;0,472222222222222;0,305555555555556;0,361111111111111;0,37962962962963
"841";"28001010014P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";6;6;9;24;0,25;0,25;0,375;0,291666666666667
"842";"28001010015P0";"DIREITO";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"4";4;4;6;31;0,129032258064516;0,129032258064516;0,193548387096774;0,150537634408602
"843";"28001010019P5";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";14;16;9;31;0,451612903225806;0,516129032258065;0,290322580645161;0,419354838709677
"844";"28001010020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";15;12;14;25;0,6;0,48;0,56;0,546666666666667
"845";"28001010021P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";4;5;2;11;0,363636363636364;0,454545454545455;0,181818181818182;0,333333333333333
"846";"28001010022P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";10;8;9;28;0,357142857142857;0,285714285714286;0,321428571428571;0,321428571428571
"847";"28001010023P2";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";15;15;10;31;0,483870967741935;0,483870967741935;0,32258064516129;0,43010752688172
"848";"28001010024P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"5";10;12;19;22;0,454545454545455;0,545454545454545;0,863636363636364;0,621212121212121
"849";"28001010025P5";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";11;8;9;18;0,611111111111111;0,444444444444444;0,5;0,518518518518518
"850";"28001010026P1";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"3";8;5;6;14;0,571428571428571;0,357142857142857;0,428571428571429;0,452380952380952
"851";"28001010029P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";7;8;2;15;0,466666666666667;0,533333333333333;0,133333333333333;0,377777777777778
"852";"28001010030P9";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";10;7;18;20;0,5;0,35;0,9;0,583333333333333
"853";"28001010032P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";6;10;8;20;0,3;0,5;0,4;0,4
"854";"28001010036P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";14;7;2;17;0,823529411764706;0,411764705882353;0,117647058823529;0,450980392156863
"855";"28001010037P3";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"3";7;3;7;15;0,466666666666667;0,2;0,466666666666667;0,377777777777778
"856";"28001010038P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";11;10;7;16;0,6875;0,625;0,4375;0,583333333333333
"857";"28001010039P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"6";17;16;10;30;0,566666666666667;0,533333333333333;0,333333333333333;0,477777777777778
"858";"28001010040P4";"ENSINO";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";12;11;12;29;0,413793103448276;0,379310344827586;0,413793103448276;0,402298850574713
"859";"28001010041P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";9;9;11;17;0,529411764705882;0,529411764705882;0,647058823529412;0,568627450980392
"860";"28001010042P7";"FILOSOFIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";4;10;6;22;0,181818181818182;0,454545454545455;0,272727272727273;0,303030303030303
"861";"28001010044P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";7;8;4;19;0,368421052631579;0,421052631578947;0,210526315789474;0,333333333333333
"862";"28001010045P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";9;7;5;11;0,818181818181818;0,636363636363636;0,454545454545455;0,636363636363636
