"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"1483";"31088015002P0";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";13;15;12;22;0,590909090909091;0,681818181818182;0,545454545454545;0,606060606060606
"1484";"31092012001P7";NA;NA;NA;NA;NA;NA;8;10;12;12;0,666666666666667;0,833333333333333;1;0,833333333333333
"1485";"31098010001P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";14;16;13;21;0,666666666666667;0,761904761904762;0,619047619047619;0,682539682539682
"1486";"31102000001P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"4";118;114;84;242;0,487603305785124;0,471074380165289;0,347107438016529;0,435261707988981
"1487";"31105009001P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"4";12;10;7;13;0,923076923076923;0,769230769230769;0,538461538461538;0,743589743589744
"1488";"32001010001P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";19;17;22;72;0,263888888888889;0,236111111111111;0,305555555555556;0,268518518518519
"1489";"32001010002P3";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";14;5;3;60;0,233333333333333;0,0833333333333333;0,05;0,122222222222222
"1490";"32001010003P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";7;7;5;30;0,233333333333333;0,233333333333333;0,166666666666667;0,211111111111111
"1491";"32001010004P6";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";14;11;12;52;0,269230769230769;0,211538461538462;0,230769230769231;0,237179487179487
"1492";"32001010005P2";"QUÍMICA";"FEDERAL";"PÚBLICA";1967;"ACADÊMICO";"7";12;13;9;58;0,206896551724138;0,224137931034483;0,155172413793103;0,195402298850575
"1493";"32001010006P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"7";15;10;11;35;0,428571428571429;0,285714285714286;0,314285714285714;0,342857142857143
"1494";"32001010007P5";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";16;10;16;36;0,444444444444444;0,277777777777778;0,444444444444444;0,388888888888889
"1495";"32001010008P1";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";12;6;10;26;0,461538461538462;0,230769230769231;0,384615384615385;0,358974358974359
"1496";"32001010009P8";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";16;12;14;31;0,516129032258065;0,387096774193548;0,451612903225806;0,451612903225806
"1497";"32001010010P6";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"6";9;6;8;29;0,310344827586207;0,206896551724138;0,275862068965517;0,264367816091954
"1498";"32001010011P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"7";8;6;11;18;0,444444444444444;0,333333333333333;0,611111111111111;0,462962962962963
"1499";"32001010012P9";"FILOSOFIA";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"7";9;3;13;29;0,310344827586207;0,103448275862069;0,448275862068966;0,28735632183908
"1500";"32001010013P5";"ECONOMIA";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"6";8;7;5;15;0,533333333333333;0,466666666666667;0,333333333333333;0,444444444444444
"1501";"32001010014P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";20;16;11;31;0,645161290322581;0,516129032258065;0,354838709677419;0,505376344086022
"1502";"32001010015P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";15;10;16;53;0,283018867924528;0,188679245283019;0,30188679245283;0,257861635220126
"1503";"32001010016P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";15;10;9;36;0,416666666666667;0,277777777777778;0,25;0,314814814814815
"1504";"32001010017P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"6";10;9;7;22;0,454545454545455;0,409090909090909;0,318181818181818;0,393939393939394
"1505";"32001010018P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";11;6;8;13;0,846153846153846;0,461538461538462;0,615384615384615;0,641025641025641
"1506";"32001010019P3";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";13;7;7;19;0,684210526315789;0,368421052631579;0,368421052631579;0,473684210526316
"1507";"32001010022P4";"MEDICINA III";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"4";8;3;3;12;0,666666666666667;0,25;0,25;0,388888888888889
"1508";"32001010023P0";"MEDICINA II";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";11;8;7;21;0,523809523809524;0,380952380952381;0,333333333333333;0,412698412698413
"1509";"32001010025P3";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";16;10;5;35;0,457142857142857;0,285714285714286;0,142857142857143;0,295238095238095
"1510";"32001010026P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";10;7;16;28;0,357142857142857;0,25;0,571428571428571;0,392857142857143
"1511";"32001010027P6";"DIREITO";"FEDERAL";"PÚBLICA";1931;"ACADÊMICO";"6";10;11;14;67;0,149253731343284;0,164179104477612;0,208955223880597;0,174129353233831
"1512";"32001010028P2";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";9;10;11;17;0,529411764705882;0,588235294117647;0,647058823529412;0,588235294117647
"1513";"32001010029P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";10;6;8;22;0,454545454545455;0,272727272727273;0,363636363636364;0,363636363636364
"1514";"32001010031P3";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";11;5;9;16;0,6875;0,3125;0,5625;0,520833333333333
"1515";"32001010033P6";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"5";8;8;8;17;0,470588235294118;0,470588235294118;0,470588235294118;0,470588235294118
"1516";"32001010034P2";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";4;5;9;15;0,266666666666667;0,333333333333333;0,6;0,4
"1517";"32001010035P9";"MEDICINA II";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";15;11;6;26;0,576923076923077;0,423076923076923;0,230769230769231;0,41025641025641
"1518";"32001010036P5";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";13;9;3;25;0,52;0,36;0,12;0,333333333333333
"1519";"32001010037P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";18;14;13;30;0,6;0,466666666666667;0,433333333333333;0,5
"1520";"32001010038P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";3;3;3;12;0,25;0,25;0,25;0,25
"1521";"32001010039P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";10;6;5;21;0,476190476190476;0,285714285714286;0,238095238095238;0,333333333333333
"1522";"32001010040P2";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";14;5;7;19;0,736842105263158;0,263157894736842;0,368421052631579;0,456140350877193
"1523";"32001010041P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";18;12;5;33;0,545454545454545;0,363636363636364;0,151515151515152;0,353535353535354
"1524";"32001010042P5";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"6";16;9;7;40;0,4;0,225;0,175;0,266666666666667
"1525";"32001010043P1";"HISTÓRIA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";9;8;8;27;0,333333333333333;0,296296296296296;0,296296296296296;0,308641975308642
"1526";"32001010044P8";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";10;8;9;19;0,526315789473684;0,421052631578947;0,473684210526316;0,473684210526316
"1527";"32001010045P4";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";13;11;8;22;0,590909090909091;0,5;0,363636363636364;0,484848484848485
"1528";"32001010046P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";9;8;9;31;0,290322580645161;0,258064516129032;0,290322580645161;0,279569892473118
"1529";"32001010049P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";17;14;7;25;0,68;0,56;0,28;0,506666666666667
"1530";"32001010050P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";10;9;9;13;0,769230769230769;0,692307692307692;0,692307692307692;0,717948717948718
"1531";"32001010051P4";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";19;14;29;36;0,527777777777778;0,388888888888889;0,805555555555556;0,574074074074074
"1532";"32001010052P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";12;10;8;22;0,545454545454545;0,454545454545455;0,363636363636364;0,454545454545455
"1533";"32001010053P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";4;3;5;14;0,285714285714286;0,214285714285714;0,357142857142857;0,285714285714286
"1534";"32001010054P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";21;14;11;28;0,75;0,5;0,392857142857143;0,547619047619048
"1535";"32001010055P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";10;7;8;20;0,5;0,35;0,4;0,416666666666667
"1536";"32001010056P6";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"7";25;13;16;58;0,431034482758621;0,224137931034483;0,275862068965517;0,310344827586207
"1537";"32001010057P2";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";22;15;24;65;0,338461538461538;0,230769230769231;0,369230769230769;0,312820512820513
"1538";"32001010058P9";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";17;12;18;30;0,566666666666667;0,4;0,6;0,522222222222222
"1539";"32001010061P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";8;10;7;20;0,4;0,5;0,35;0,416666666666667
"1540";"32001010062P6";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";12;8;3;20;0,6;0,4;0,15;0,383333333333333
"1541";"32001010065P5";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";17;11;2;29;0,586206896551724;0,379310344827586;0,0689655172413793;0,344827586206897
"1542";"32001010068P4";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";18;12;14;30;0,6;0,4;0,466666666666667;0,488888888888889
"1543";"32001010069P0";"MEDICINA III";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";9;10;6;21;0,428571428571429;0,476190476190476;0,285714285714286;0,396825396825397
"1544";"32001010071P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";8;6;4;17;0,470588235294118;0,352941176470588;0,235294117647059;0,352941176470588
"1545";"32001010072P1";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";12;10;7;17;0,705882352941177;0,588235294117647;0,411764705882353;0,568627450980392
"1546";"32001010073P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";10;9;5;14;0,714285714285714;0,642857142857143;0,357142857142857;0,571428571428572
"1547";"32001010074P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";14;14;14;18;0,777777777777778;0,777777777777778;0,777777777777778;0,777777777777778
"1548";"32001010075P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";13;12;9;17;0,764705882352941;0,705882352941177;0,529411764705882;0,666666666666667
"1549";"32001010077P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";10;13;10;18;0,555555555555556;0,722222222222222;0,555555555555556;0,611111111111111
"1550";"32001010078P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";5;7;6;17;0,294117647058824;0,411764705882353;0,352941176470588;0,352941176470588
"1551";"32001010079P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";22;17;14;32;0,6875;0,53125;0,4375;0,552083333333333
"1552";"32001010085P6";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"5";19;15;16;26;0,730769230769231;0,576923076923077;0,615384615384615;0,641025641025641
"1553";"32001010086P2";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";10;8;10;13;0,769230769230769;0,615384615384615;0,769230769230769;0,717948717948718
"1554";"32001010088P5";"MEDICINA I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"5";10;9;6;17;0,588235294117647;0,529411764705882;0,352941176470588;0,490196078431373
"1555";"32001010089P1";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";11;8;4;20;0,55;0,4;0,2;0,383333333333333
"1556";"32001010090P0";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";21;16;8;29;0,724137931034483;0,551724137931034;0,275862068965517;0,517241379310345
"1557";"32001010091P6";"FARMÁCIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";14;10;10;20;0,7;0,5;0,5;0,566666666666667
"1558";"32001010093P9";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";8;6;8;15;0,533333333333333;0,4;0,533333333333333;0,488888888888889
"1559";"32001010094P5";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";7;7;4;13;0,538461538461538;0,538461538461538;0,307692307692308;0,461538461538462
"1560";"32001010095P1";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"5";8;6;7;17;0,470588235294118;0,352941176470588;0,411764705882353;0,411764705882353
"1561";"32001010096P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";11;5;1;21;0,523809523809524;0,238095238095238;0,0476190476190476;0,26984126984127
"1562";"32001010097P4";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"5";19;23;24;67;0,283582089552239;0,343283582089552;0,358208955223881;0,328358208955224
"1563";"32001010098P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";8;8;5;13;0,615384615384615;0,615384615384615;0,384615384615385;0,538461538461538
"1564";"32001010099P7";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";10;9;4;15;0,666666666666667;0,6;0,266666666666667;0,511111111111111
"1565";"32001010100P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";10;11;7;13;0,769230769230769;0,846153846153846;0,538461538461538;0,717948717948718
"1566";"32001010171P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";24;16;15;28;0,857142857142857;0,571428571428571;0,535714285714286;0,654761904761905
"1567";"32001010172P6";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";6;10;9;15;0,4;0,666666666666667;0,6;0,555555555555555
"1568";"32001010173P2";NA;NA;NA;NA;NA;NA;9;7;2;12;0,75;0,583333333333333;0,166666666666667;0,5
"1569";"32001010174P9";NA;NA;NA;NA;NA;NA;13;12;9;26;0,5;0,461538461538462;0,346153846153846;0,435897435897436
"1570";"32001010175P5";NA;NA;NA;NA;NA;NA;116;107;66;389;0,298200514138817;0,275064267352185;0,169665809768638;0,24764353041988
"1571";"32001010176P1";NA;NA;NA;NA;NA;NA;10;9;8;18;0,555555555555556;0,5;0,444444444444444;0,5
"1572";"32002017001P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"6";12;7;3;26;0,461538461538462;0,269230769230769;0,115384615384615;0,282051282051282
"1573";"32002017002P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"7";8;4;5;12;0,666666666666667;0,333333333333333;0,416666666666667;0,472222222222222
"1574";"32002017003P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";11;4;7;13;0,846153846153846;0,307692307692308;0,538461538461538;0,564102564102564
"1575";"32002017004P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";9;6;6;17;0,529411764705882;0,352941176470588;0,352941176470588;0,411764705882353
"1576";"32002017005P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"7";6;6;4;11;0,545454545454545;0,545454545454545;0,363636363636364;0,484848484848485
"1577";"32002017006P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";10;7;10;22;0,454545454545455;0,318181818181818;0,454545454545455;0,409090909090909
"1578";"32002017007P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"6";6;3;2;15;0,4;0,2;0,133333333333333;0,244444444444444
"1579";"32002017008P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"4";7;6;7;12;0,583333333333333;0,5;0,583333333333333;0,555555555555556
"1580";"32002017009P4";"ECONOMIA";"FEDERAL";"PÚBLICA";1961;"ACADÊMICO";"5";4;6;5;14;0,285714285714286;0,428571428571429;0,357142857142857;0,357142857142857
"1581";"32002017011P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1962;"ACADÊMICO";"6";7;4;4;22;0,318181818181818;0,181818181818182;0,181818181818182;0,227272727272727
"1582";"32002017012P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"6";17;14;7;34;0,5;0,411764705882353;0,205882352941176;0,372549019607843
"1583";"32002017013P1";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";7;8;7;11;0,636363636363636;0,727272727272727;0,636363636363636;0,666666666666667
"1584";"32002017014P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"5";10;7;7;12;0,833333333333333;0,583333333333333;0,583333333333333;0,666666666666667
"1585";"32002017015P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"5";8;4;6;20;0,4;0,2;0,3;0,3
"1586";"32002017016P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"7";12;8;4;17;0,705882352941177;0,470588235294118;0,235294117647059;0,470588235294118
"1587";"32002017017P7";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";12;11;8;16;0,75;0,6875;0,5;0,645833333333333
"1588";"32002017019P0";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";10;8;6;11;0,909090909090909;0,727272727272727;0,545454545454545;0,727272727272727
"1589";"32002017021P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";8;9;4;14;0,571428571428571;0,642857142857143;0,285714285714286;0,5
"1590";"32002017022P0";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"6";13;10;2;22;0,590909090909091;0,454545454545455;0,0909090909090909;0,378787878787879
"1591";"32002017023P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";12;10;12;18;0,666666666666667;0,555555555555556;0,666666666666667;0,62962962962963
"1592";"32002017024P3";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";11;9;4;13;0,846153846153846;0,692307692307692;0,307692307692308;0,615384615384615
"1593";"32002017025P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";6;4;7;18;0,333333333333333;0,222222222222222;0,388888888888889;0,314814814814815
"1594";"32002017027P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";9;6;8;14;0,642857142857143;0,428571428571429;0,571428571428571;0,547619047619048
"1595";"32002017028P9";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";8;6;7;10;0,8;0,6;0,7;0,7
"1596";"32002017029P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";8;5;6;16;0,5;0,3125;0,375;0,395833333333333
"1597";"32002017030P3";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";10;9;5;16;0,625;0,5625;0,3125;0,5
"1598";"32002017031P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";3;2;3;10;0,3;0,2;0,3;0,266666666666667
"1599";"32002017032P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2006;"PROFISSIONAL";"4";2;2;4;17;0,117647058823529;0,117647058823529;0,235294117647059;0,156862745098039
"1600";"32002017033P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";10;7;6;15;0,666666666666667;0,466666666666667;0,4;0,511111111111111
"1601";"32002017034P9";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";15;9;6;21;0,714285714285714;0,428571428571429;0,285714285714286;0,476190476190476
"1602";"32002017035P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";2;2;4;14;0,142857142857143;0,142857142857143;0,285714285714286;0,19047619047619
"1603";"32002017036P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"5";8;8;6;10;0,8;0,8;0,6;0,733333333333333
"1604";"32002017037P8";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";6;8;13;18;0,333333333333333;0,444444444444444;0,722222222222222;0,5
"1605";"32002017038P4";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";11;7;8;20;0,55;0,35;0,4;0,433333333333333
"1606";"32002017039P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";9;9;2;9;1;1;0,222222222222222;0,740740740740741
"1607";"32002017040P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";11;7;4;12;0,916666666666667;0,583333333333333;0,333333333333333;0,611111111111111
"1608";"32002017041P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;8;6;15;0,6;0,533333333333333;0,4;0,511111111111111
"1609";"32002017042P1";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";10;8;3;16;0,625;0,5;0,1875;0,4375
"1610";"32002017044P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";6;6;4;9;0,666666666666667;0,666666666666667;0,444444444444444;0,592592592592593
"1611";"32002017047P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";12;12;5;14;0,857142857142857;0,857142857142857;0,357142857142857;0,69047619047619
"1612";"32002017048P0";"HISTÓRIA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";6;7;4;13;0,461538461538462;0,538461538461538;0,307692307692308;0,435897435897436
"1613";"32002017049P6";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";6;7;5;10;0,6;0,7;0,5;0,6
"1614";"32002017050P4";"MEDICINA I";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";12;15;9;18;0,666666666666667;0,833333333333333;0,5;0,666666666666667
"1615";"32003013001P0";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";5;5;6;20;0,25;0,25;0,3;0,266666666666667
"1616";"32003013002P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";6;6;4;15;0,4;0,4;0,266666666666667;0,355555555555556
"1617";"32003013003P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";5;4;5;10;0,5;0,4;0,5;0,466666666666667
"1618";"32003013004P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";7;9;8;15;0,466666666666667;0,6;0,533333333333333;0,533333333333333
"1619";"32003013005P5";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";11;11;8;17;0,647058823529412;0,647058823529412;0,470588235294118;0,588235294117647
"1620";"32003013006P1";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";4;4;4;12;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
"1621";"32003013007P8";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";9;11;13;16;0,5625;0,6875;0,8125;0,6875
