"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"CC";"CP";"IMI"
"2365";"42001013076P5";"ENSINO";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"5";0,233333333333333;0,5625;0,529761904761905;0,441865079365079
"2366";"42001013078P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,456140350877193;0,423571428571429;0,481159420289855;0,453623733246159
"2367";"42001013081P9";"ENSINO";"FEDERAL";"PÚBLICA";2005;"PROFISSIONAL";"4";0,333333333333333;0,513888888888889;0,536111111111111;0,461111111111111
"2368";"42001013085P4";"ECONOMIA";"FEDERAL";"PÚBLICA";1999;"PROFISSIONAL";"4";0,305555555555556;0,593253968253968;0,346078431372549;0,414962651727358
"2369";"42001013089P0";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2005;"PROFISSIONAL";"5";0,470588235294118;0,605263157894737;0,369907407407407;0,481919600198754
"2370";"42001013091P4";"ENSINO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";0,222222222222222;0,401190476190476;0,645833333333333;0,423082010582011
"2371";"42001013093P7";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,738095238095238;0,541666666666667;0,406111111111111;0,561957671957672
"2372";"42001013096P6";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,518518518518518;0,515750915750916;0,451893939393939;0,495387791221125
"2373";"42001013099P5";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,515151515151515;0,520833333333333;0,361111111111111;0,465698653198653
"2374";"42001013100P3";"MEDICINA II";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";0,555555555555556;0,631313131313131;0,452777777777778;0,546548821548822
"2375";"42001013101P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,574074074074074;0,607407407407407;0,405416666666667;0,528966049382716
"2376";"42001013103P2";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,644444444444444;0,579545454545455;0,49375;0,572579966329966
"2377";"42001013104P9";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,666666666666667;0,604375;0,534848484848485;0,601963383838384
"2378";"42001013105P5";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,349206349206349;0,510989010989011;0,524679487179487;0,461624949124949
"2379";"42001013106P1";"MEDICINA III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,435897435897436;0,620338983050847;0,535277777777778;0,53050473224202
"2380";"42001013107P8";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,41025641025641;0,47962962962963;0,427604166666667;0,439163402184236
"2381";"42001013156P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"5";0,466666666666667;0,650480367585631;0,422549019607843;0,51323201795338
"2382";"42001013158P1";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,424242424242424;0,7;0,635714285714286;0,586652236652237
"2383";"42001013170P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,4375;0,775;0,503125;0,571875
"2384";"42002010001P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"5";0,353535353535354;0,507258064516129;0,350520833333333;0,403771417128272
"2385";"42002010003P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"6";0,138888888888889;0,464080215419501;0,346666666666667;0,316545256991686
"2386";"42002010004P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"3";0,43859649122807;0,68;0,421428571428571;0,513341687552214
"2387";"42002010007P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";0,306666666666667;0,541666666666667;0,459294871794872;0,435876068376068
"2388";"42002010008P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";0,483333333333333;0,350912002227792;0,485869565217391;0,440038300259505
"2389";"42002010009P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"4";0,622222222222222;0,537037037037037;0,627777777777778;0,595679012345679
"2390";"42002010010P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";0,274509803921569;0,308333333333333;0,344791666666667;0,309211601307189
"2391";"42002010012P7";"QUÍMICA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"6";0,203703703703704;0,390591546696198;0,437015503875969;0,34377025142529
"2392";"42002010013P3";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";0,631578947368421;0,432646356033453;0,409027777777778;0,491084360393217
"2393";"42002010014P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,285714285714286;0,616228070175439;0,413809523809524;0,438583959899749
"2394";"42002010017P9";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";0,481481481481481;0,556666666666667;0,504166666666667;0,514104938271605
"2395";"42002010019P1";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,240740740740741;0,365131578947368;0,426515151515152;0,344129157067754
"2396";"42002010020P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,487179487179487;0,458093869731801;0,376851851851852;0,440708402921047
"2397";"42002010025P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,368421052631579;0,434027777777778;0,375;0,392482943469786
"2398";"42002010027P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"5";0,333333333333333;0,277777777777778;0,5;0,37037037037037
"2399";"42002010029P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,53968253968254;0,565217391304348;0,541333333333333;0,548744421440074
"2400";"42002010030P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,285714285714286;0,462291412291412;0,458695652173913;0,402233783393204
"2401";"42002010031P1";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";0,625;0,550713012477718;0,383333333333333;0,519682115270351
"2402";"42002010032P8";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,43010752688172;0,724603174603175;0,57337962962963;0,576030110371508
"2403";"42002010033P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";0,911111111111111;0,833333333333333;0,482456140350877;0,742300194931774
"2404";"42002010034P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,166666666666667;0,525297619047619;0,619791666666667;0,437251984126984
"2405";"42002010035P7";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,156862745098039;0,442814097390369;0,310666666666667;0,303447836385025
"2406";"42002010036P3";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,295238095238095;0,532072368421053;0,409047619047619;0,412119360902256
"2407";"42002010037P0";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,727272727272727;0,538461538461538;0,3671875;0,544307255244755
"2408";"42002010038P6";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,487179487179487;0,459093163780664;0,436904761904762;0,461059137621638
"2409";"42002010040P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,377777777777778;0,520434782608696;0,53640350877193;0,478205356386134
"2410";"42002010041P7";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,518518518518518;0,57051282051282;0,445833333333333;0,511621557454891
"2411";"42002010042P3";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,226666666666667;0,396785714285714;0,462037037037037;0,361829805996473
"2412";"42002010046P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,333333333333333;0,513480392156863;0,366666666666667;0,404493464052288
"2413";"42002010047P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,58974358974359;0,875;0,442857142857143;0,635866910866911
"2414";"42002010050P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,424242424242424;0,581932773109244;0,493589743589744;0,499921646980471
"2415";"42002010051P2";"HISTÓRIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,333333333333333;0,327123226950355;0,382936507936508;0,347797689406732
"2416";"42002010053P5";"ECONOMIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,636363636363636;0,702380952380952;0,297435897435897;0,545393495393495
"2417";"42002010054P1";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,428571428571429;0,645833333333333;0,569270833333333;0,547891865079365
"2418";"42002010055P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,916666666666667;0,578125;0,476666666666667;0,657152777777778
"2419";"42002010057P0";"DIREITO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,256410256410256;1;0,36;0,538803418803419
"2420";"42002010059P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,611111111111111;0,5;0,467083333333333;0,526064814814815
"2421";"42002010160P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,541666666666667;0,506060606060606;0,349166666666667;0,465631313131313
"2422";"42003016001P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";0,206349206349206;0,331837606837607;0,479032258064516;0,339073023750443
"2423";"42003016007P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";0,458333333333333;0,440357142857143;0,416228070175439;0,438306182121972
"2424";"42003016008P2";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,303030303030303;0,455866807610994;0,419940476190476;0,392945862277258
"2425";"42003016009P9";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";0,694444444444445;0,542824074074074;0,501041666666667;0,579436728395062
"2426";"42003016010P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";0,395833333333333;0,296875;0,449652777777778;0,380787037037037
"2427";"42003016011P3";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"7";0,555555555555555;0,506510213628567;0,516304347826087;0,526123372336736
"2428";"42003016014P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,436781609195402;0,50163734115347;0,35491452991453;0,431111160087801
"2429";"42003016016P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,428571428571429;0,308823529411765;0,388461538461538;0,375285498814911
"2430";"42003016017P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,454545454545455;0,49837962962963;0,384722222222222;0,445882435465769
"2431";"42003016018P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,315789473684211;0,395502645502645;0,583333333333333;0,43154181750673
"2432";"42003016019P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";0,3;0,470504158004158;0,3;0,356834719334719
"2433";"42003016020P2";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";0,566666666666667;0,490736855489859;0,516666666666667;0,524690062941064
"2434";"42003016022P5";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,490196078431373;0,47948264239973;0,462878787878788;0,477519169569964
"2435";"42003016024P8";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,692307692307692;0,575;0,46359649122807;0,576968061178587
"2436";"42003016025P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";0,5;0,875;0,36421568627451;0,579738562091503
"2437";"42003016026P0";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,228070175438596;0,490059295430764;0,45515873015873;0,391096067009364
"2438";"42003016027P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,648148148148148;0,752083333333333;0,464130434782609;0,62145397208803
"2439";"42003016028P3";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,363636363636364;0,355290811339198;0,511231884057971;0,410053019677844
"2440";"42003016030P8";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,297619047619048;0,493498452012384;0,422839506172839;0,40465233526809
"2441";"42003016031P4";"FILOSOFIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,230769230769231;0,542152292152292;0,395833333333333;0,389584952084952
"2442";"42003016032P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,541666666666667;0,438428401663696;0,402536231884058;0,460877100071473
"2443";"42003016033P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,2;0,333611111111111;0,461979166666667;0,331863425925926
"2444";"42003016034P3";"ECONOMIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,4;0,44897504456328;0,327380952380952;0,392118665648077
"2445";"42003016035P0";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,481481481481481;0,585526315789474;0,457575757575758;0,508194518282237
"2446";"42003016036P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,421052631578947;0,615384615384615;0,450793650793651;0,495743632585738
"2447";"42003016037P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,566666666666667;1;0,348484848484849;0,638383838383838
"2448";"42003016038P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,272727272727273;0,504888073115425;0,368518518518519;0,382044621453739
"2449";"42003016039P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,380952380952381;0,688095238095238;0,394166666666667;0,487738095238095
"2450";"42003016040P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,444444444444444;0,539953886693017;0,501923076923077;0,495440469353513
"2451";"42003016041P0";"MATERIAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,696969696969697;0,982142857142857;0,493229166666667;0,724113906926407
"2452";"42003016042P6";"ENSINO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,488888888888889;0,561302521008403;0,446212121212121;0,498801177036471
"2453";"42003016043P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,461538461538462;0,489583333333333;0,442222222222222;0,464448005698006
"2454";"42003016044P9";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,738095238095238;0,681818181818182;0,485294117647059;0,635069179186826
"2455";"42003016045P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,3125;0,546929824561403;0,418253968253968;0,425894597605124
"2456";"42003016046P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,515151515151515;0,833333333333333;0,590277777777778;0,646254208754209
"2457";"42003016047P8";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,363636363636364;0,500297619047619;0,375757575757576;0,413230519480519
"2458";"42003016048P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,555555555555556;0,315719696969697;0,392424242424242;0,421233164983165
"2459";"42003016051P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,564102564102564;0,525;0,510119047619048;0,533073870573871
"2460";"42003016052P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,595238095238095;0,732142857142857;0,419444444444444;0,582275132275132
"2461";"42003016054P4";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,690476190476191;0,84375;0,406481481481481;0,646902557319224
"2462";"42003016055P0";"ENSINO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,5;0,714285714285714;0,509615384615385;0,5746336996337
"2463";"42004012001P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";0,349206349206349;0,619661458333333;0,497916666666667;0,488928158068783
"2464";"42004012002P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,633333333333333;0,583333333333333;0,445075757575758;0,553914141414141
"2465";"42004012004P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";0,5;0,443434343434343;0,437179487179487;0,46020461020461
"2466";"42004012005P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";0,416666666666667;0,35;0,451190476190476;0,405952380952381
"2467";"42004012007P2";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";0,483333333333333;0,510540334855403;0,403333333333333;0,465735667174023
"2468";"42004012008P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,444444444444444;0,500746825989544;0,476333333333333;0,473841534589107
"2469";"42004012009P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,176470588235294;0,489468864468864;0,468333333333333;0,378090928679164
"2470";"42004012010P3";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,430555555555556;0,594047619047619;0,435714285714286;0,486772486772487
"2471";"42004012011P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,488888888888889;0,528201280512205;0,525438596491228;0,514176255297441
"2472";"42004012012P6";"MEDICINA II";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,650793650793651;0,535027472527473;0,46474358974359;0,550188237688238
"2473";"42004012013P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,462962962962963;0,560084541062802;0,426086956521739;0,483044820182501
"2474";"42004012014P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,611111111111111;0,54944714952323;0,443560606060606;0,534706288898316
"2475";"42004012015P5";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,518518518518518;0,5125;0,517424242424242;0,51614758698092
"2476";"42004012016P1";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,296296296296296;0,480359394703657;0,416911764705882;0,397855818568612
"2477";"42004012019P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,380952380952381;0,615384615384615;0,519444444444444;0,50526048026048
"2478";"42004012020P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,843137254901961;0,723611111111111;0,475;0,680582788671024
"2479";"42004012021P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,274509803921569;0,491654179154179;0,362916666666667;0,376360216580805
"2480";"42004012022P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,48;0,548464912280702;0,486111111111111;0,504858674463938
"2481";"42004012023P8";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,357142857142857;0,564075630252101;0,426041666666667;0,449086718020542
"2482";"42004012024P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,5;0,833333333333333;0,413194444444444;0,582175925925926
"2483";"42004012025P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,333333333333333;0,559057971014493;0,466666666666667;0,453019323671498
"2484";"42004012027P3";"DIREITO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,470588235294118;0,95;0,373412698412698;0,598000311235605
"2485";"42004012028P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,259259259259259;0,645833333333333;0,471212121212121;0,458768237934905
"2486";"42004012156P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,428571428571429;0,610714285714286;0,429411764705882;0,489565826330532
"2487";"42005019002P7";"BIODIVERSIDADE";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"6";0,520833333333333;0,485690235690236;0,431018518518519;0,479180695847363
"2488";"42005019004P0";"FILOSOFIA";"PARTICULAR";"PRIVADA";1974;"ACADÊMICO";"6";0,58974358974359;0,437426957962672;0,525555555555556;0,517575367753939
"2489";"42005019005P6";"HISTÓRIA";"PARTICULAR";"PRIVADA";1973;"ACADÊMICO";"5";0,384615384615385;0,266369047619048;0,459803921568627;0,37026278460102
"2490";"42005019006P2";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"6";0,311111111111111;0,479154017405384;0,355263157894737;0,381842762137077
"2491";"42005019008P5";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";1977;"ACADÊMICO";"6";0,538461538461538;0,415812324929972;0,452941176470588;0,469071679954033
"2492";"42005019009P1";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"6";0,416666666666667;0,390268759018759;0,424333333333333;0,41042291967292
"2493";"42005019012P2";"TEOLOGIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";0,5;0,513690476190476;0,484027777777778;0,499239417989418
"2494";"42005019013P9";"DIREITO";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"6";0,222222222222222;0,6125;0,4175;0,417407407407407
"2495";"42005019014P5";"MEDICINA I";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"7";0,52;0,528516419645452;0,496774193548387;0,515096871064613
"2496";"42005019015P1";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";0,644444444444444;0,585714285714286;0,434444444444444;0,554867724867725
"2497";"42005019016P8";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";0,318840579710145;0,518213383838384;0,3125;0,383184654516176
"2498";"42005019017P4";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";0,666666666666667;0,512257661038149;0,482407407407407;0,553777245037408
"2499";"42005019020P5";"MEDICINA II";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"6";0,479166666666667;0,463529411764706;0,425833333333333;0,456176470588235
"2500";"42005019021P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"6";0,568627450980392;0,509021132376396;0,482916666666667;0,520188416674485
"2501";"42005019022P8";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,274509803921569;0,464814814814815;0,447685185185185;0,395669934640523
"2502";"42005019023P4";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"5";0,392156862745098;0,55;0,513257575757576;0,485138146167558
"2503";"42005019025P7";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"5";0,526315789473684;0,456184060450528;0,442063492063492;0,474854447329235
"2504";"42005019026P3";"ENSINO";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";0,733333333333333;0,552550390785685;0,477083333333333;0,587655685817451
"2505";"42005019027P0";"ECONOMIA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";0,606060606060606;0,579545454545455;0,359615384615385;0,515073815073815
"2506";"42005019029P2";"CIÊNCIAS BIOLÓGICAS I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"6";0,5;0,535087719298246;0,495959595959596;0,510349105085947
"2507";"42005019030P0";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";0,638888888888889;0,58;0,583974358974359;0,600954415954416
"2508";"42005019031P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"5";0,512820512820513;0,512987012987013;0,480128205128205;0,501978576978577
"2509";"42005019033P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";0,541666666666667;0,566666666666667;0,4609375;0,523090277777778
"2510";"42005019034P6";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";0,8;0,633333333333333;0,5;0,644444444444444
"2511";"42006015004P6";"MEDICINA I";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,4375;0,548148148148148;0,604166666666667;0,529938271604938
"2512";"42006015005P2";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";0,696969696969697;0,638888888888889;0,375757575757576;0,57053872053872
"2513";"42006015009P8";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,5;0,58452380952381;0,465151515151515;0,516558441558442
