"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QPPP";"SPPAP";"QPPr";"QPA";"iQPP";"iQPPr";"iQPA";"IPT"
"2749";"40006018170P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";15;0;0;0;0;0;0;0
"2750";"40006018171P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"2751";"40006018172P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";19;0;0;0;0;0;0;0
"2752";"40006018173P7";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"2753";"40006018174P3";NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"2754";"40006018175P0";"MATERIAIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"2755";"40006018176P6";NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"2756";"40006018177P2";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"2757";"40009017001P0";"MEDICINA III";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"3";11;0;0;4;0;0;0,363636363636364;0,121212121212121
"2758";"40014010002P7";"QUÍMICA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";16;9;4;0;0,5625;0,25;0;0,270833333333333
"2759";"40014010003P3";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";18;1;0;0;0,0555555555555556;0;0;0,0185185185185185
"2760";"40014010004P0";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"2761";"40014010005P6";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"2762";"40014010007P9";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"2763";"40014010008P5";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"2764";"40014010009P1";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";23;0;0;0;0;0;0;0
"2765";"40014010010P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";20;1;1;2;0,05;0,05;0,1;0,0666666666666667
"2766";"40014010011P6";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";12;2;0;0;0,166666666666667;0;0;0,0555555555555556
"2767";"40014010012P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";12;1;1;2;0,0833333333333333;0,0833333333333333;0,166666666666667;0,111111111111111
"2768";"40014010042P9";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"2769";"40015017001P7";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";17;0;0;3;0;0;0,176470588235294;0,0588235294117647
"2770";"40015017002P3";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"5";19;0;1;0;0;0,0526315789473684;0;0,0175438596491228
"2771";"40015017003P0";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";24;0;2;0;0;0,0833333333333333;0;0,0277777777777778
"2772";"40015017004P6";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"5";11;0;0;0;0;0;0;0
"2773";"40015017005P2";"FILOSOFIA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";16;0;0;3;0;0;0,1875;0,0625
"2774";"40015017007P5";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";19;0;0;1;0;0;0,0526315789473684;0,0175438596491228
"2775";"40015017008P1";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";21;0;0;0;0;0;0;0
"2776";"40015017009P8";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"2777";"40015017010P6";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"2778";"40015017011P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";17;1;0;0;0,0588235294117647;0;0;0,0196078431372549
"2779";"40015017013P5";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";12;6;0;0;0,5;0;0;0,166666666666667
"2780";"40015017014P1";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"2781";"40015017015P8";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";14;0;2;0;0;0,142857142857143;0;0,0476190476190476
"2782";"40015017016P4";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";9;2;0;6;0,222222222222222;0;0,666666666666667;0,296296296296296
"2783";"40015017017P0";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";10;0;0;1;0;0;0,1;0,0333333333333333
"2784";"40015017018P7";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"2785";"40015017019P3";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"2786";"40015017020P1";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"2787";"40015017021P8";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";14;0;5;0;0;0,357142857142857;0;0,119047619047619
"2788";"40015017022P4";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";24;0;3;0;0;0,125;0;0,0416666666666667
"2789";"40015017023P0";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";15;15;1;0;1;0,0666666666666667;0;0,355555555555556
"2790";"40015017024P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";9;0;0;0;0;0;0;0
"2791";"40015017025P3";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";15;1;0;1;0,0666666666666667;0;0,0666666666666667;0,0444444444444444
"2792";"40015017026P0";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"2793";"40015017027P6";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";11;0;0;1;0;0;0,0909090909090909;0,0303030303030303
"2794";"40015017028P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"2795";"40015017029P9";"ECONOMIA";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"2796";"40015017070P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";13;0;0;2;0;0;0,153846153846154;0,0512820512820513
"2797";"40015017071P5";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"2798";"40015017072P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";12;0;0;0;0;0;0;0
"2799";"40015017170P3";"QUÍMICA";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"2800";"40015017171P0";NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"2801";"40015017172P6";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"2802";"40020010001P7";"EDUCAÇÃO FÍSICA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"2803";"40020010002P3";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"2804";"40020010003P0";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";12;0;0;2;0;0;0,166666666666667;0,0555555555555556
"2805";"40020010004P6";"PSICOLOGIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"2806";"40022013001P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"2807";"40022013002P6";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"5";11;3;0;0;0,272727272727273;0;0;0,0909090909090909
"2808";"40022013003P2";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"4";12;10;2;8;0,833333333333333;0,166666666666667;0,666666666666667;0,555555555555555
"2809";"40022013005P5";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";12;3;1;0;0,25;0,0833333333333333;0;0,111111111111111
"2810";"40022013007P8";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"4";12;10;2;8;0,833333333333333;0,166666666666667;0,666666666666667;0,555555555555555
"2811";"40024016001P2";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";12;2;1;0;0,166666666666667;0,0833333333333333;0;0,0833333333333333
"2812";"40024016002P9";"CIÊNCIA DE ALIMENTOS";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";10;5;0;0;0,5;0;0;0,166666666666667
"2813";"40024016003P5";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"2814";"40024016004P1";"EDUCAÇÃO FÍSICA";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";13;0;0;6;0;0;0,461538461538462;0,153846153846154
"2815";"40024016005P8";"ENSINO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"2816";"40028011001P8";"DIREITO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"2817";"40028011002P4";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";14;2;0;0;0,142857142857143;0;0;0,0476190476190476
"2818";"40028011003P0";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"2819";"40028011004P7";"FARMÁCIA";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";11;4;0;0;0,363636363636364;0;0;0,121212121212121
"2820";"40029018001P4";"DIREITO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"2821";"40030016001P9";"DIREITO";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"2822";"40030016002P5";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";15;0;1;3;0;0,0666666666666667;0,2;0,0888888888888889
"2823";"40030016003P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"2824";"40030016004P8";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";11;1;0;1;0,0909090909090909;0;0,0909090909090909;0,0606060606060606
"2825";"40030016005P4";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"2826";"40031012001P5";"DIREITO";"ESTADUAL";"PÚBLICA";2001;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"2827";"40031012002P1";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";21;0;0;0;0;0;0;0
"2828";"40031012070P7";"ENSINO";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";19;0;0;0;0;0;0;0
"2829";"40035018001P0";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"2830";"40036014001P7";"DIREITO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"2831";"40037010001P3";"MEDICINA II";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"5";13;1;0;0;0,0769230769230769;0;0;0,0256410256410256
"2832";"40037010002P0";"ENSINO";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"2833";"40038017001P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"2834";"40043010001P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"2835";"40043010002P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"2836";"40043010003P2";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"2837";"40043010004P9";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"2838";"40043010005P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"2839";"40043010006P1";NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"2840";"40043010007P8";NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"2841";"40043010008P4";NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"2842";"40051013001P9";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";12;0;0;9;0;0;0,75;0,25
"2843";"40051013002P5";"DIREITO";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"2844";"40076016001P4";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"2845";"40076016002P0";"ENSINO";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";16;0;0;1;0;0;0,0625;0,0208333333333333
"2846";"41001010001P6";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";25;0;0;0;0;0;0;0
"2847";"41001010004P5";"HISTÓRIA";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";26;0;0;0;0;0;0;0
"2848";"41001010005P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"6";38;3;2;4;0,0789473684210526;0,0526315789473684;0,105263157894737;0,0789473684210526
"2849";"41001010006P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"7";44;2;19;1;0,0454545454545455;0,431818181818182;0,0227272727272727;0,166666666666667
"2850";"41001010008P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"4";35;0;0;0;0;0;0;0
"2851";"41001010009P7";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";25;9;0;1;0,36;0;0,04;0,133333333333333
"2852";"41001010010P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";29;0;0;0;0;0;0;0
"2853";"41001010011P1";"DIREITO";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"6";27;0;0;0;0;0;0;0
"2854";"41001010012P8";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";23;0;0;1;0;0;0,0434782608695652;0,0144927536231884
"2855";"41001010013P4";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";33;0;0;0;0;0;0;0
"2856";"41001010014P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"6";30;0;0;0;0;0;0;0
"2857";"41001010015P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";48;0;0;1;0;0;0,0208333333333333;0,00694444444444444
"2858";"41001010016P3";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"2859";"41001010017P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";22;0;0;0;0;0;0;0
"2860";"41001010018P6";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";25;0;0;0;0;0;0;0
"2861";"41001010019P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"6";18;1;0;0;0,0555555555555556;0;0;0,0185185185185185
"2862";"41001010020P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";27;6;0;1;0,222222222222222;0;0,037037037037037;0,0864197530864197
"2863";"41001010021P7";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"6";13;4;0;0;0,307692307692308;0;0;0,102564102564103
"2864";"41001010022P3";"QUÍMICA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";45;10;0;0;0,222222222222222;0;0;0,0740740740740741
"2865";"41001010023P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"6";25;0;2;1;0;0,08;0,04;0,04
"2866";"41001010024P6";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"7";17;3;0;0;0,176470588235294;0;0;0,0588235294117647
"2867";"41001010025P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";29;0;0;24;0;0;0,827586206896552;0,275862068965517
"2868";"41001010027P5";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"2869";"41001010028P1";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"6";21;13;0;0;0,619047619047619;0;0;0,206349206349206
"2870";"41001010029P8";"FILOSOFIA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"6";25;0;0;0;0;0;0;0
"2871";"41001010032P9";"ECONOMIA";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";13;0;0;0;0;0;0;0
"2872";"41001010033P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";18;2;1;1;0,111111111111111;0,0555555555555556;0,0555555555555556;0,0740740740740741
"2873";"41001010035P8";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";25;7;4;2;0,28;0,16;0,08;0,173333333333333
"2874";"41001010036P4";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";31;0;0;2;0;0;0,0645161290322581;0,021505376344086
"2875";"41001010037P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";30;0;0;0;0;0;0;0
"2876";"41001010038P7";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";20;0;1;0;0;0,05;0;0,0166666666666667
"2877";"41001010039P3";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";24;0;0;0;0;0;0;0
"2878";"41001010040P1";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";21;0;0;4;0;0;0,19047619047619;0,0634920634920635
"2879";"41001010041P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";13;0;0;0;0;0;0;0
"2880";"41001010043P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"2881";"41001010044P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";32;8;0;0;0,25;0;0;0,0833333333333333
"2882";"41001010046P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";13;6;0;0;0,461538461538462;0;0;0,153846153846154
"2883";"41001010047P6";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"2884";"41001010048P2";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";32;1;4;2;0,03125;0,125;0,0625;0,0729166666666667
"2885";"41001010049P9";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";17;1;0;0;0,0588235294117647;0;0;0,0196078431372549
"2886";"41001010050P7";"ENSINO";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";28;0;0;2;0;0;0,0714285714285714;0,0238095238095238
"2887";"41001010051P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";17;3;0;0;0,176470588235294;0;0;0,0588235294117647
"2888";"41001010052P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";25;0;0;0;0;0;0;0
"2889";"41001010053P6";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";37;0;0;2;0;0;0,0540540540540541;0,018018018018018
"2890";"41001010054P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"2891";"41001010055P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";32;0;0;17;0;0;0,53125;0,177083333333333
"2892";"41001010064P8";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";9;0;0;0;0;0;0;0
"2893";"41001010065P4";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";21;0;0;0;0;0;0;0
"2894";"41001010069P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";16;6;0;0;0,375;0;0;0,125
"2895";"41001010070P8";"MEDICINA I";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"2896";"41001010071P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"2897";"41001010073P7";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";16;0;5;0;0;0,3125;0;0,104166666666667
"2898";"41001010074P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"2899";"41001010076P6";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"4";16;2;0;0;0,125;0;0;0,0416666666666667
"2900";"41001010078P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";19;0;0;1;0;0;0,0526315789473684;0,0175438596491228
"2901";"41001010079P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";13;2;5;3;0,153846153846154;0,384615384615385;0,230769230769231;0,256410256410256
"2902";"41001010081P0";"MEDICINA I";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";11;0;0;0;0;0;0;0
"2903";"41001010083P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"2904";"41001010084P9";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";17;0;0;0;0;0;0;0
"2905";"41001010085P5";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";13;0;0;0;0;0;0;0
"2906";"41001010086P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";14;1;0;4;0,0714285714285714;0;0,285714285714286;0,119047619047619
"2907";"41001010087P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";15;1;0;6;0,0666666666666667;0;0,4;0,155555555555556
"2908";"41001010088P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";24;0;1;0;0;0,0416666666666667;0;0,0138888888888889
"2909";"41001010089P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";16;1;0;0;0,0625;0;0;0,0208333333333333
"2910";"41001010090P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";21;1;0;2;0,0476190476190476;0;0,0952380952380952;0,0476190476190476
"2911";"41001010156P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"4";11;2;0;1;0,181818181818182;0;0,0909090909090909;0,0909090909090909
"2912";"41001010157P6";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"2913";"41001010158P2";"DIREITO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";12;0;0;0;0;0;0;0
