"";"cod_programa";"IMI";"IPT"
"69";"15010015003P7";0,667868745938921;0,0175438596491228
"70";"15010015004P3";0,598066926575698;0,0350877192982456
"71";"15025012001P8";0,630418811668812;0,0238095238095238
"72";"16003012002P0";0,399508547008547;0,0256410256410256
"73";"16003012003P7";0,43110003691399;0,125
"74";"16003012004P3";0,636836745430495;0,0208333333333333
"75";"16003012005P0";0,594791666666667;0,1
"76";"16003012007P2";0,733645411605938;0,128205128205128
"77";"16003012010P3";0,772762345679012;0,111111111111111
"78";"16003012012P6";0,707451923076923;0,102564102564103
"79";"16003012014P9";0,61031746031746;0,242424242424242
"80";"16003012015P5";0,533678618645939;0,0256410256410256
"81";"16003012016P1";0,540496540496541;0,222222222222222
"82";"16003012017P8";0,622042606516291;0,0476190476190476
"83";"16003012159P7";0,588270637408568;0,0357142857142857
"84";"20001010004P2";0,41847442680776;0,111111111111111
"85";"20001010006P5";0,641128884302259;0,0666666666666667
"86";"20001010009P4";0,53095523480229;0,172043010752688
"87";"20001010012P5";0,570485515903936;0,148148148148148
"88";"20001010014P8";0,559259808080456;0,695652173913043
"89";"20001010017P7";0,380798680180607;0,533333333333333
"90";"20001010023P7";0,558147262094631;0,212121212121212
"91";"20001010026P6";0,462153376183715;0,0277777777777778
"92";"20001010028P9";0,732263107263107;0,0606060606060606
"93";"20001010031P0";0,378165445665446;0,0238095238095238
"94";"20001010043P8";0,595906432748538;0,0208333333333333
"95";"20002017004P9";0,576934523809524;0,119047619047619
"96";"20002017005P5";0,466757246376812;0,0222222222222222
"97";"20002017007P8";0,531699346405229;0,0256410256410256
"98";"20009011001P4";0,404960317460317;0,0476190476190476
"99";"20009011002P0";0,553888888888889;0,444444444444444
"100";"21001014002P2";0,436879432624113;0,05
"101";"21001014003P9";0,45450600910371;0,217948717948718
"102";"21001014020P0";0,432583774250441;0,0925925925925926
"103";"21001014024P6";0,534989855823189;0,37037037037037
"104";"21001014031P2";0,443299755799756;0,214285714285714
"105";"22001018001P9";0,444684597809598;0,00476190476190476
"106";"22001018002P5";0,431910710520768;0,0520833333333333
"107";"22001018003P1";0,388069207480972;0,0303030303030303
"108";"22001018004P8";0,433370631378383;0,2
"109";"22001018006P0";0,414064885213345;0,137254901960784
"110";"22001018007P7";0,405608465608466;0,08
"111";"22001018008P3";0,455868368368368;0,0208333333333333
"112";"22001018010P8";0,519891963519414;0,196078431372549
"113";"22001018012P0";0,479436022120519;0,140350877192982
"114";"22001018013P7";0,452501914508493;0,0588235294117647
"115";"22001018014P3";0,450647860593513;0,375
"116";"22001018019P5";0,582874137309245;0,0666666666666667
"117";"22001018021P0";0,321683432793407;0,0289855072463768
"118";"22001018023P2";0,400956296249073;0,0757575757575758
"119";"22001018027P8";0,363336917503584;0,0317460317460317
"120";"22001018031P5";0,459606799450549;0,0952380952380952
"121";"22001018032P1";0,343204365079365;0,111111111111111
"122";"22001018035P0";0,421932157521463;0,1875
"123";"22001018044P0";0,484826106307744;0,0166666666666667
"124";"22001018046P2";0,324003435829055;0,0729166666666667
"125";"22001018047P9";0,465650532951765;0,126984126984127
"126";"22001018048P5";0,447868846612719;0,277777777777778
"127";"22001018054P5";0,690656565656566;0,212121212121212
"128";"22001018059P7";0,478088393626184;0,37037037037037
"129";"22001018072P3";0,549693362193362;0,166666666666667
"130";"22001018074P6";0,578693036354327;0,021505376344086
"131";"22001018078P1";0,596194083694084;0,0606060606060606
"132";"22001018079P8";0,59878762541806;0,125
"133";"22001018080P6";0,495876456643263;0,0980392156862745
"134";"22001018082P9";0,482466425582368;0,0757575757575758
"135";"22001018084P1";0,489102229188436;0,0606060606060606
"136";"22001018085P8";0,577872744539411;0,0277777777777778
"137";"22002014002P1";0,551365773645002;0,3125
"138";"22002014004P4";0,617865769496204;0,111111111111111
"139";"22002014007P3";0,54633372298101;0,138888888888889
"140";"22002014009P6";0,756060606060606;0,0333333333333333
"141";"22003010001P1";0,473412698412698;0,333333333333333
"142";"22003010004P0";0,619495540691193;0,0666666666666667
"143";"22003010006P3";0,383949320468928;0,0392156862745098
"144";"22003010012P3";0,43219696969697;0,0166666666666667
"145";"22003010013P0";0,58225669006919;0,153846153846154
"146";"22003010014P6";0,52470037678371;0,0476190476190476
"147";"22003010016P9";0,61508487654321;0,0740740740740741
"148";"22003010017P5";0,499124807079634;0,682373472949389
"149";"22003010022P9";0,563031413031413;0,538461538461538
"150";"22003010071P0";0,606520385932151;0,0392156862745098
"151";"22004017003P0";0,442929546087441;0,0222222222222222
"152";"22005013001P4";0,550767281289911;0,0114942528735632
"153";"22011013001P0";0,717728758169935;0,0222222222222222
"154";"22021019001P2";0,794212962962963;0,0833333333333333
"155";"23001011008P6";0,442850923023337;0,160493827160494
"156";"23001011009P2";0,512327024827025;0,351851851851852
"157";"23001011011P7";0,441701475912002;0,0833333333333333
"158";"23001011012P3";0,478512132822478;0,680555555555555
"159";"23001011020P6";0,485274607017948;0,222222222222222
"160";"23001011021P2";0,596991907874261;0,388888888888889
"161";"23001011022P9";0,434779997567354;0,0246913580246914
"162";"23001011025P8";0,401510413901718;0,0185185185185185
"163";"23001011026P4";0,514222582972583;0,4375
"164";"23001011029P3";0,311162217412217;0,0416666666666667
"165";"23001011031P8";0,55506253006253;0,233333333333333
"166";"23001011032P4";0,56930728559081;0,0158730158730159
"167";"23001011033P0";0,426902405278842;0,0229885057471264
"168";"23001011035P3";0,536487758945386;0,208333333333333
"169";"23001011036P0";0,582892563689665;0,12962962962963
"170";"23001011040P7";0,499177115987461;0,303030303030303
"171";"23001011041P3";0,50564099643047;0,333333333333333
"172";"23001011042P0";0,448008884390463;0,0526315789473684
"173";"23001011043P6";0,454791853848458;0,0238095238095238
"174";"23001011047P1";0,562738278227409;0,355555555555556
"175";"23001011050P2";0,503282032032032;0,0277777777777778
"176";"23001011051P9";0,44246632996633;0,0416666666666667
"177";"23001011054P8";0,556443454536675;0,0277777777777778
"178";"23001011056P0";0,482002116511525;0,0769230769230769
"179";"23001011059P0";0,49212962962963;0,0222222222222222
"180";"23001011060P8";0,459696168029501;0,148148148148148
"181";"23001011061P4";0,533043802316248;0,0222222222222222
"182";"23001011063P7";0,611507936507936;0,350877192982456
"183";"23001011067P2";0,464868233618234;0,0769230769230769
"184";"23001011068P9";0,531481481481482;0,0555555555555556
"185";"23001011069P5";0,508535399094141;0,000608272506082725
"186";"23001011070P3";0,575609697320224;0,0625
"187";"23001011071P0";0,474537037037037;0,333333333333333
"188";"23001011072P6";0,451916248955723;0,151515151515152
"189";"23001011073P2";0,524783067174372;0,0303030303030303
"190";"23001011074P9";0,443552656191545;0,393939393939394
"191";"23001011075P5";0,538276353276353;0,0256410256410256
"192";"23001011079P0";0,690692007797271;0,0666666666666667
"193";"23001011170P8";0,56166422411764;0,0579710144927536
"194";"23002018002P4";0,462046783625731;0,270833333333333
"195";"23002018003P0";0,437061325327579;0,181818181818182
"196";"23002018005P3";0,529849397590361;0,0625
"197";"23002018007P6";0,579915458937198;0,0625
"198";"23002018009P9";0,582535866910867;0,0166666666666667
"199";"23002018071P6";0,595380116959064;0,0175438596491228
"200";"23003014016P1";0,51588579667848;0,0256410256410256
"201";"23003014018P4";0,465870260141094;0,0476190476190476
"202";"23003014072P9";0,648204264870932;0,0416666666666667
"203";"23004010003P3";0,648187052598817;0,25
"204";"23004010004P0";0,711011904761905;1,5
"205";"23004010007P9";0,699291938997821;0,377777777777778
"206";"24004014005P9";0,602614379084967;0,0196078431372549
"207";"24004014009P4";0,624537037037037;0,0208333333333333
"208";"24004014010P2";0,396387073347858;0,0238095238095238
"209";"24004014014P8";0,6125;0,233333333333333
"210";"24004014070P5";0,582905982905983;0,194444444444444
"211";"24009016002P1";0,471157891340818;0,0416666666666667
"212";"24009016003P8";0,358290774222147;0,0444444444444444
"213";"24009016004P4";0,462878787878788;0,104166666666667
"214";"24009016005P0";0,347108778326195;0,262626262626263
"215";"24009016014P0";0,415713473498561;0,166666666666667
"216";"24009016017P9";0,418193734015345;0,0392156862745098
"217";"24009016025P1";0,547811447811448;0,703703703703704
"218";"25001019001P7";0,392950822708506;0,0141843971631206
"219";"25001019002P3";0,350066927006582;0,0625
"220";"25001019004P6";0,371481993956852;0,0394736842105263
"221";"25001019010P6";0,447267316017316;0,0416666666666667
"222";"25001019016P4";0,461353476283301;0,0175438596491228
"223";"25001019019P3";0,409319254927442;0,192982456140351
"224";"25001019020P1";0,543666772264461;0,196078431372549
"225";"25001019022P4";0,606121166415284;0,153846153846154
"226";"25001019024P7";0,591406084656085;0,0238095238095238
"227";"25001019026P0";0,443904320987654;0,037037037037037
"228";"25001019027P6";0,410595213972114;0,65
"229";"25001019028P2";0,578111599866092;0,235294117647059
"230";"25001019036P5";0,375149807397707;0,203703703703704
"231";"25001019038P8";0,432351952678631;0,0158730158730159
"232";"25001019039P4";0,561640863653629;0,0144927536231884
"233";"25001019040P2";0,405316541030827;0,0119047619047619
"234";"25001019043P1";0,537600139324277;0,0303030303030303
"235";"25001019044P8";0,466912177328844;0,037037037037037
"236";"25001019045P4";0,518450218478917;0,290322580645161
"237";"25001019048P3";0,490165561618651;0,0175438596491228
"238";"25001019050P8";0,41614690348243;0,157894736842105
"239";"25001019052P0";0,646626180836707;0,1
"240";"25001019053P7";0,410986046422479;0,287878787878788
"241";"25001019057P2";0,605189888300999;0,0158730158730159
"242";"25001019061P0";0,55097101972102;0,0238095238095238
"243";"25001019062P6";0,399887207251548;0,0761904761904762
"244";"25001019065P5";0,754019129019129;0,743589743589744
"245";"25001019069P0";0,485917207792208;0,0634920634920635
"246";"25001019072P1";0,538160597572362;0,117647058823529
"247";"25001019073P8";0,482489231634457;1,2
"248";"25001019075P0";0,528111946532999;0,736842105263158
"249";"25001019079P6";0,509126984126984;0,2
"250";"25001019080P4";0,484452160493827;0,0277777777777778
"251";"25001019081P0";0,581473214285714;0,238095238095238
"252";"25001019087P9";0,498121651062827;0,941176470588235
"253";"25001019088P5";0,544708994708995;0,0952380952380952
"254";"25001019090P0";0,411078042328042;0,0444444444444444
"255";"25001019091P6";0,601693121693122;0,0277777777777778
"256";"25002015002P0";0,555555555555555;0,222222222222222
"257";"25002015003P6";0,671203703703704;0,333333333333333
"258";"25002015005P9";0,559876543209877;0,703703703703704
"259";"25003011001P0";0,343584656084656;0,0555555555555556
"260";"25003011002P6";0,418783068783069;0,153846153846154
"261";"25003011003P2";0,395287698412698;0,0769230769230769
"262";"25003011009P0";0,315459965209167;0,0277777777777778
"263";"25003011010P9";0,580071225071225;0,0444444444444444
"264";"25003011011P5";0,488299109718547;0,0392156862745098
"265";"25003011012P1";0,544785353535354;0,0392156862745098
"266";"25003011013P8";0,441221543441938;0,0476190476190476
"267";"25003011017P3";0,494279100529101;0,133333333333333
"268";"25003011018P0";0,569204695767196;0,0555555555555556
"269";"25003011020P4";0,36692620650954;0,425925925925926
"270";"25003011021P0";0,485649386455838;0,0303030303030303
"271";"25003011022P7";0,545976016801042;0,254901960784314
"272";"25003011024P0";0,361750841750842;0,0303030303030303
"273";"25003011028P5";0,508204979400632;0,0476190476190476
"274";"25003011029P1";0,628703703703704;0,0666666666666667
"275";"25003011031P6";0,689982363315697;0,158730158730159
"276";"25003011032P2";0,446904879875894;0,037037037037037
"277";"25003011033P9";0,455777910527014;0,0246913580246914
"278";"25003011036P8";0,61943605006105;0,0256410256410256
"279";"25004018006P8";0,428916381367362;0,0222222222222222
"280";"25004018009P7";0,525442266067266;0,0151515151515152
"281";"25004018010P5";0,757627557627558;0,0303030303030303
"282";"25004018011P1";0,475684718331777;0,214285714285714
"283";"25004018012P8";0,517101335483688;0,0303030303030303
"284";"25004018013P4";0,532937828553339;0,0526315789473684
"285";"25004018018P6";0,527696148529482;0,119047619047619
"286";"25020013001P4";0,663752424046542;0,238095238095238
"287";"25020013003P7";0,561764705882353;0,4
"288";"25020013004P3";0,547027417027417;0,0952380952380952
"289";"25020013006P6";0,507394429469901;0,0333333333333333
"290";"25020013008P9";0,487880499413007;0,0196078431372549
"291";"26001012002P6";0,288756613756614;0,0317460317460317
"292";"26001012003P2";0,421102778243301;0,308641975308642
"293";"26001012012P1";0,358297720797721;0,333333333333333
"294";"26001012014P4";0,518934634038801;0,0793650793650794
"295";"26001012017P3";0,518380230880231;0,317460317460317
"296";"26001012019P6";0,432422438672439;0,0333333333333333
"297";"26001012020P4";0,493815789473684;0,0222222222222222
"298";"26001012022P7";0,406208257437766;0,366666666666667
"299";"26001012023P3";0,538576945929887;0,181818181818182
"300";"26001012026P2";0,477116402116402;0,0277777777777778
"301";"26001012028P5";0,480899814471243;0,333333333333333
"302";"26001012030P0";0,442767831770389;0,156862745098039
"303";"26001012033P9";0,573304473304473;0,0476190476190476
"304";"26001012035P1";0,50570987654321;0,0416666666666667
"305";"26001012036P8";0,544284038401685;0,688888888888889
"306";"27001016007P0";0,703906714200832;0,0151515151515152
"307";"27001016009P3";0,529774958512338;0,780952380952381
"308";"27001016014P7";0,522727272727273;0,6
"309";"27001016016P0";0,672222222222222;0,466666666666667
"310";"27001016028P8";0,543417366946779;0,274509803921569
"311";"27001016029P4";0,719626291376766;1,0625
"312";"27002012002P5";0,735627262600947;0,644444444444444
"313";"27002012004P8";0,653639601139601;0,846153846153846
"314";"28001010001P9";0,47702655973066;0,00980392156862745
"315";"28001010002P5";0,392087542087542;0,166666666666667
"316";"28001010003P1";0,443127705627706;0,0416666666666667
"317";"28001010004P8";0,364140841521794;0,12962962962963
"318";"28001010005P4";0,353209888643851;0,101449275362319
"319";"28001010007P7";0,525444109267639;0,0256410256410256
"320";"28001010011P4";0,530094469970251;0,0757575757575758
"321";"28001010012P0";0,434001369583588;0,0317460317460317
"322";"28001010020P3";0,518466094771242;0,04
"323";"28001010021P0";0,440719776380154;0,333333333333333
"324";"28001010024P9";0,580990018384976;0,0757575757575758
"325";"28001010025P5";0,542447124126711;0,0925925925925926
"326";"28001010026P1";0,496268581224977;0,142857142857143
"327";"28001010032P1";0,449358974358974;0,0333333333333333
"328";"28001010035P0";0,630957412197422;0,0144927536231884
"329";"28001010036P7";0,413533258373772;0,215686274509804
"330";"28001010038P0";0,505185628211944;0,0416666666666667
"331";"28001010039P6";0,484624756335283;0,0333333333333333
"332";"28001010045P6";0,519975461523245;0,575757575757576
"333";"28001010047P9";0,467262479871176;0,0925925925925926
"334";"28001010052P2";0,553570964448157;0,0317460317460317
"335";"28001010053P9";0,497684664186593;0,350877192982456
"336";"28001010055P1";0,610763888888889;0,183333333333333
"337";"28001010059P7";0,401026074749148;0,444444444444444
"338";"28001010060P5";0,557373271889401;0,119047619047619
"339";"28001010061P1";0,571789321789322;0,833333333333333
"340";"28001010062P8";0,421688142457593;0,473684210526316
"341";"28001010063P4";0,554707792207792;0,0416666666666667
"342";"28001010067P0";0,594312169312169;0,133333333333333
"343";"28001010071P7";0,53406432748538;0,277777777777778
"344";"28001010073P0";0,583531746031746;0,19047619047619
"345";"28001010075P2";0,443539104573587;0,0512820512820513
"346";"28001010076P9";0,599325860948668;0,0222222222222222
"347";"28001010079P8";0,361723892911462;0,0196078431372549
"348";"28001010080P6";0,630916870501212;0,771929824561404
"349";"28001010081P2";0,383411306042885;0,0266666666666667
"350";"28001010082P9";0,592202380952381;0,0166666666666667
"351";"28001010084P1";0,488630071478909;0,242424242424242
"352";"28001010085P8";0,620773489795229;0,0757575757575758
"353";"28001010089P3";0,666662157287157;0,214285714285714
"354";"28001010095P3";0,432900523474294;0,172413793103448
"355";"28001010171P1";0,676900584795322;0,0208333333333333
"356";"28002016005P7";0,503244400527009;0,1
"357";"28002016006P3";0,586363990040461;0,490196078431373
"358";"28002016013P0";0,375252525252525;0,0166666666666667
"359";"28002016014P6";0,431274272994222;0,0289855072463768
"360";"28002016016P9";0,603465608465608;0,0238095238095238
"361";"28002016018P1";0,562749287749288;0,2
"362";"28002016019P8";0,605850168350168;0,0185185185185185
"363";"28003012002P4";0,639275539275539;0,0333333333333333
"364";"28005015001P0";0,466363238238238;0,266666666666667
"365";"28005015004P0";0,468317793317793;0,0303030303030303
"366";"28005015009P1";0,639364876385337;0,0196078431372549
"367";"28005015010P0";0,464746732026144;0,0277777777777778
"368";"28005015011P6";0,574263625327455;0,375
"369";"28005015012P2";0,560582010582011;0,0158730158730159
"370";"28006011002P3";0,525412796697626;0,0196078431372549
"371";"28006011005P2";0,524708518880562;0,0151515151515152
"372";"28006011007P5";0,529048895386615;0,0555555555555556
"373";"28006011011P2";0,365480831708902;0,0185185185185185
"374";"28006011012P9";0,551817909128225;0,037037037037037
"375";"28007018001P3";0,59969955969956;0,0444444444444444
"376";"28007018003P6";0,47327830254909;0,196078431372549
"377";"28007018004P2";0,555267429938483;0,0175438596491228
"378";"28007018005P9";0,443700757575758;0,0151515151515152
"379";"28007018007P1";0,373786378893906;0,0185185185185185
"380";"28007018008P8";0,497222222222222;0,261904761904762
"381";"28007018010P2";0,495984848484849;0,121212121212121
"382";"28007018011P9";0,528925709335066;0,0175438596491228
"383";"28007018012P5";0,585897435897436;0,0256410256410256
"384";"28007018013P1";0,55897266313933;0,0222222222222222
"385";"28007018016P0";0,561662301573382;0,377777777777778
"386";"28007018019P0";0,447751322751323;0,0833333333333333
"387";"28013018004P9";0,615847727980081;0,0833333333333333
"388";"28013018005P5";0,585209235209235;0,0909090909090909
"389";"28022017001P5";0,451922375520721;0,0588235294117647
"390";"28022017002P1";0,578703703703704;0,166666666666667
"391";"28022017003P8";0,491846405228758;0,0392156862745098
"392";"28022017004P4";0,458458605664488;0,111111111111111
"393";"28022017007P3";0,50448665577342;0,133333333333333
"394";"30001013003P4";0,540849673202614;0,0416666666666667
"395";"30001013004P0";0,397763163236309;0,283333333333333
"396";"30001013005P7";0,426021241830065;0,106666666666667
"397";"30001013007P0";0,495836526181354;0,0344827586206897
"398";"30001013011P7";0,443345543345543;0,256410256410256
"399";"30001013014P6";0,458902961769503;0,0701754385964912
"400";"30001013016P9";0,546336098541981;0,0416666666666667
"401";"30001013019P8";0,408322695822696;0,0634920634920635
"402";"30001013021P2";0,415018213068966;0,175438596491228
"403";"30001013029P3";0,604881691151638;0,642857142857143
"404";"30001013030P1";0,467642642642643;0,0333333333333333
"405";"30001013032P4";0,394173881673882;0,0166666666666667
"406";"30001013036P0";0,658333333333333;0,0476190476190476
"407";"30001013045P9";0,70374503968254;0,0166666666666667
"408";"30001013047P1";0,525093588895672;0,205128205128205
"409";"30001013048P8";0,478994539411206;0,0555555555555556
"410";"30001013049P4";0,570420867402292;0,156862745098039
"411";"30001013054P8";0,595316257816258;0,0555555555555556
"412";"30001013104P5";0,534483726150393;0,0444444444444444
"413";"30007011001P0";0,480250305250305;0,102564102564103
"414";"30011019001P3";0,528508508508509;0,0277777777777778
"415";"30011019002P0";0,520955433455433;0,0256410256410256
"416";"30011019003P6";0,68511396011396;0,0333333333333333
"417";"30011019006P5";0,581766900829401;0,0833333333333333
"418";"31001017004P3";0,492567835214894;0,0185185185185185
"419";"31001017008P9";0,485077160493827;0,12962962962963
"420";"31001017009P5";0,437466164917145;0,0185185185185185
"421";"31001017011P0";0,344607843137255;0,00980392156862745
"422";"31001017012P6";0,438645768068482;0,010752688172043
"423";"31001017013P2";0,490816204156258;0,444444444444444
"424";"31001017015P5";0,451913364413364;0,196969696969697
"425";"31001017017P8";0,426233179325514;0,0816326530612245
"426";"31001017024P4";0,447105973250138;0,0444444444444444
"427";"31001017027P3";0,490484937414762;0,0555555555555556
"428";"31001017028P0";0,393630076382587;0,126984126984127
"429";"31001017029P6";0,385031276794078;0,0261437908496732
"430";"31001017030P4";0,431090534979424;0,0617283950617284
"431";"31001017031P0";0,472708567153012;0,121212121212121
"432";"31001017032P7";0,514696210222526;0,087719298245614
"433";"31001017035P6";0,644956282631329;0,0666666666666667
"434";"31001017036P2";0,374822977818499;0,473684210526316
"435";"31001017037P9";0,366993867243867;0,134920634920635
"436";"31001017038P5";0,567105263157895;0,0333333333333333
"437";"31001017059P2";0,357212822299029;0,0266666666666667
"438";"31001017072P9";0,570778603084879;0,159420289855072
"439";"31001017087P6";0,454969967477576;0,0227272727272727
"440";"31001017088P2";0,457701509017299;0,0175438596491228
"441";"31001017089P9";0,570337301587302;0,0119047619047619
"442";"31001017098P8";0,404347825073191;0,0196078431372549
"443";"31001017099P4";0,533240682353067;0,0864197530864197
"444";"31001017100P2";0,528638712165028;0,473684210526316
"445";"31001017102P5";0,674502018043685;0,111111111111111
"446";"31001017103P1";0,461290150179039;0,133333333333333
"447";"31001017110P8";0,465720341684197;0,0357142857142857
"448";"31001017112P0";0,608650793650794;0,133333333333333
"449";"31001017115P0";0,557592221441854;0,0344827586206897
"450";"31001017125P5";0,538754955134266;0,0555555555555556
"451";"31001017128P4";0,500378787878788;0,0238095238095238
"452";"31001017132P1";0,525236992945326;0,148148148148148
"453";"31001017138P0";0,579752136752137;0,0350877192982456
"454";"31001017139P6";0,517760982316903;0,111111111111111
"455";"31001017142P7";0,482056590752243;0,0555555555555556
"456";"31001017143P3";0,562276346394704;0,0289855072463768
"457";"31001017145P6";0,544318862872784;0,0266666666666667
"458";"31001017149P1";0,679380341880342;0,282051282051282
"459";"31001017154P5";0,586414819551009;0,0634920634920635
"460";"31001017156P8";0,508888888888889;0,0666666666666667
"461";"31002013001P0";0,415374234587718;0,0277777777777778
"462";"31002013002P7";0,38043253043253;0,05
"463";"31002013010P0";0,433528870485392;0,0222222222222222
"464";"31002013011P6";0,476238275613276;0,0158730158730159
"465";"31002013014P5";0,468464440920836;0,212121212121212
"466";"31002013015P1";0,603703703703704;0,145833333333333
"467";"31002013022P8";0,60534069325736;0,259259259259259
"468";"31002013023P4";0,511955337690632;0,0196078431372549
"469";"31002013026P3";0,657175638371291;0,0238095238095238
"470";"31002013028P6";0,501790870171246;0,111111111111111
"471";"31002013029P2";0,42843253968254;0,0476190476190476
"472";"31002013156P4";0,621993284493285;0,0256410256410256
"473";"31003010001P0";0,440278904929775;0,0065359477124183
"474";"31003010015P1";0,427527493102842;0,0416666666666667
"475";"31003010017P4";0,540130252880879;0,0888888888888889
"476";"31003010019P7";0,494460688758934;0,0793650793650794
"477";"31003010024P0";0,422493603145897;0,192982456140351
"478";"31003010027P0";0,38632644691573;0,0425531914893617
"479";"31003010029P2";0,510357039862046;0,0138888888888889
"480";"31003010032P3";0,507070707070707;0,212121212121212
"481";"31003010036P9";0,342775231371723;0,0701754385964912
"482";"31003010039P8";0,59375843541801;0,0175438596491228
"483";"31003010040P6";0,497825727513227;0,0416666666666667
"484";"31003010044P1";0,481303669702362;0,0111111111111111
"485";"31003010045P8";0,769919626371239;0,0967741935483871
"486";"31003010046P4";0,467724688490271;0,016260162601626
"487";"31003010052P4";0,450890082348729;0,0175438596491228
"488";"31003010054P7";0,428168033460764;0,0277777777777778
"489";"31003010055P3";0,372100122100122;0,384615384615385
"490";"31003010063P6";0,597076023391813;0,0350877192982456
"491";"31003010067P1";0,468326648841355;0,151515151515152
"492";"31003010068P8";0,479669826661238;0,128205128205128
"493";"31003010077P7";0,531430905695612;0,0980392156862745
"494";"31003010079P0";0,500814176245211;0,172413793103448
"495";"31003010083P7";0,487852564102564;0,435897435897436
"496";"31003010086P6";0,609142899584076;0,0416666666666667
"497";"31003010087P2";0,499747474747475;0,311111111111111
"498";"31003010089P5";0,601074740087713;0,0645161290322581
"499";"31003010090P3";0,658656004489338;0,0185185185185185
"500";"31003010091P0";0,629888584789543;0,0175438596491228
"501";"31003010092P6";0,548421626984127;0,0208333333333333
"502";"31003010094P9";0,458856994844524;0,0166666666666667
"503";"31003010095P5";0,504978571748021;0,0196078431372549
"504";"31003010097P8";0,579481774264383;0,0303030303030303
"505";"31004016004P2";0,493508226011464;0,0520833333333333
"506";"31004016008P8";0,420154378677743;0,0222222222222222
"507";"31004016013P1";0,55298254985755;0,0416666666666667
"508";"31004016015P4";0,366680279063633;0,0043859649122807
"509";"31004016021P4";0,473825491759702;0,491228070175439
"510";"31004016031P0";0,536553666964115;0,087719298245614
"511";"31004016034P9";0,362566137566138;0,0714285714285714
