"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QIP";"QPV";"DIPP";"DFPP";"QPP";"DFCP";"CC"
"417";"23001011018P1";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";3;48;0,0625;1,41666666666667;2,45833333333333;0,674305555555555;0,368402777777778
"418";"23001011020P6";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";8;59;0,135593220338983;1,76190476190476;2,14285714285714;0,893197278911565;0,514395249625274
"419";"23001011021P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";6;35;0,171428571428571;1,67647058823529;1,76470588235294;0,95343137254902;0,562429971988796
"420";"23001011022P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";5;56;0,0892857142857143;1,38095238095238;1,61904761904762;0,880952380952381;0,485119047619048
"421";"23001011023P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";4;46;0,0869565217391304;2,41666666666667;1,58333333333333;1,48611111111111;0,786533816425121
"422";"23001011024P1";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";5;72;0,0694444444444444;1,71428571428571;1,67857142857143;1,07142857142857;0,570436507936508
"423";"23001011025P8";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";4;52;0,0769230769230769;1,35;2,175;0,749047619047619;0,412985347985348
"424";"23001011026P4";"MATERIAIS";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";9;77;0,116883116883117;2,75;2,75;1,0625;0,589691558441558
"425";"23001011027P0";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";2;33;0,0606060606060606;1,15789473684211;1,63157894736842;0,885964912280702;0,473285486443381
"426";"23001011028P7";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";10;60;0,166666666666667;1,46875;2;0,868229166666667;0,517447916666667
"427";"23001011029P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";5;16;0,3125;1,88888888888889;4,22222222222222;0,516975308641975;0,414737654320988
"428";"23001011030P1";"FILOSOFIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";3;17;0,176470588235294;1,5;1,25;1,30833333333333;0,742401960784314
"429";"23001011031P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";2;60;0,0333333333333333;1,79338842975207;1,7603305785124;1,04545454545455;0,539393939393939
"430";"23001011032P4";"ENSINO";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"4";4;44;0,0909090909090909;1,51724137931034;1,41379310344828;1,09195402298851;0,591431556948798
"431";"23001011033P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";2;16;0,125;1;1,24444444444444;0,9;0,5125
"432";"23001011034P7";"DIREITO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";5;17;0,294117647058824;3,18181818181818;5,27272727272727;0,775126262626263;0,534621954842543
"433";"23001011035P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";8;59;0,135593220338983;2;2,2;0,9;0,517796610169492
"434";"23001011036P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";6;26;0,230769230769231;2,38461538461538;2,30769230769231;1,06153846153846;0,646153846153846
"435";"23001011037P6";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";3;21;0,142857142857143;1,69565217391304;1,47826086956522;1,29347826086957;0,718167701863354
"436";"23001011038P2";"HISTÓRIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";2;4;0,5;1,16666666666667;1,16666666666667;1;0,75
"437";"23001011040P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";3;29;0,103448275862069;3,75;5;0,791666666666667;0,447557471264368
"438";"23001011041P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";3;44;0,0681818181818182;1;1,21428571428571;0,892857142857143;0,480519480519481
"439";"23001011042P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";5;26;0,192307692307692;1,20833333333333;1,41666666666667;0,9375;0,564903846153846
"440";"23001011043P6";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";4;24;0,166666666666667;1,22413793103448;1,68965517241379;0,838505747126437;0,502586206896552
"441";"23001011044P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";3;26;0,115384615384615;1,9;1,96666666666667;1,09888888888889;0,607136752136752
"442";"23001011046P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";5;25;0,2;1,4390243902439;1,5609756097561;1,04065040650406;0,620325203252032
"443";"23001011047P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";10;42;0,238095238095238;1,39130434782609;1,30434782608696;1,15942028985507;0,698757763975155
"444";"23001011050P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";3;37;0,0810810810810811;1,2;1,55;0,841666666666667;0,461373873873874
"445";"23001011051P9";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";7;45;0,155555555555556;1,35;1,8;0,808333333333333;0,481944444444444
"446";"23001011052P5";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";5;57;0,087719298245614;1,29166666666667;1,29166666666667;1,08333333333333;0,585526315789474
"447";"23001011053P1";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";3;13;0,230769230769231;1,29166666666667;1,5;0,993055555555556;0,611912393162393
"448";"23001011054P8";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";6;59;0,101694915254237;1,92307692307692;2,15384615384615;0,96474358974359;0,533219252498914
"449";"23001011055P4";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";5;50;0,1;1,69047619047619;1,47619047619048;1,17460317460317;0,637301587301587
"450";"23001011056P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";7;31;0,225806451612903;2,04166666666667;2,33333333333333;0,964781746031746;0,595294098822325
"451";"23001011057P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";4;16;0,25;1,66666666666667;1,8;0,966666666666667;0,608333333333333
"452";"23001011058P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";7;29;0,241379310344828;1,61538461538462;2,53846153846154;0,757509157509157;0,499444233926993
"453";"23001011059P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";3;15;0,2;1;1;1;0,6
"454";"23001011060P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;30;0,1;1,47619047619048;1,88095238095238;0,865079365079365;0,482539682539683
"455";"23001011061P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";5;20;0,25;1,76470588235294;1,88235294117647;1,01960784313725;0,634803921568627
"456";"23001011063P7";"ENSINO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";1;3;0,333333333333333;1;1;1;0,666666666666667
"457";"23001011066P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";2;17;0,117647058823529;2,08823529411765;1,44117647058824;1,38235294117647;0,75
"458";"23001011067P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";4;8;0,5;1;1,05263157894737;0,973684210526316;0,736842105263158
"459";"23001011068P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";8;8;1;1,5;1,5;1;1
"460";"23001011069P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";20;132;0,151515151515152;1,20793650793651;1,06507936507937;1,17220332577475;0,661859238644953
"461";"23001011070P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";3;14;0,214285714285714;1,53846153846154;1,80769230769231;0,894230769230769;0,554258241758242
"462";"23001011071P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";3;9;0,333333333333333;1;1;1;0,666666666666667
"463";"23001011072P6";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";7;48;0,145833333333333;1,52631578947368;1,86842105263158;0,890664160401002;0,518248746867168
"464";"23001011073P2";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";6;23;0,260869565217391;1,57142857142857;2;0,880952380952381;0,570910973084886
"465";"23001011074P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";8;25;0,32;1,07407407407407;1,48148148148148;0,820987654320988;0,570493827160494
"466";"23001011075P5";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";5;36;0,138888888888889;1,57142857142857;2,32142857142857;0,908928571428571;0,52390873015873
"467";"23001011077P8";"ENSINO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";1;1;1;1,84210526315789;1,63157894736842;1,12631578947368;1,06315789473684
"468";"23001011078P4";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"4";1;29;0,0344827586206897;1,51515151515152;1,81818181818182;1,0479797979798;0,541231278300244
"469";"23001011079P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";1;1;1;4;6;0,666666666666667;0,833333333333333
"470";"23001011080P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";1;7;0,142857142857143;1,44444444444444;1,33333333333333;1,01851851851852;0,580687830687831
"471";"23001011170P8";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";10;37;0,27027027027027;3,25;3,53571428571429;1,01196145124717;0,641115860758718
"472";"23002018002P4";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";3;50;0,06;1,04;1,12;0,966666666666667;0,513333333333333
"473";"23002018003P0";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";4;34;0,117647058823529;1,57894736842105;3;0,812599681020734;0,465123369922132
"474";"23002018004P7";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";2;29;0,0689655172413793;1,61111111111111;3,38888888888889;0,585185185185185;0,327075351213282
"475";"23002018005P3";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";6;90;0,0666666666666667;1,40229885057471;1,44827586206897;0,989272030651341;0,527969348659004
"476";"23002018006P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";2;30;0,0666666666666667;1,3;1,7;0,9325;0,499583333333333
"477";"23002018007P6";"MEDICINA II";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";3;25;0,12;1,69565217391304;1,32608695652174;1,30434782608696;0,712173913043478
"478";"23002018008P2";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";1;20;0,05;1,3;1,1;1,2;0,625
"479";"23002018009P9";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";3;14;0,214285714285714;2;2,23076923076923;0,916666666666667;0,56547619047619
"480";"23002018010P7";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";2;10;0,2;1,55555555555556;1,11111111111111;1,5;0,85
"481";"23002018070P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";3;7;0,428571428571429;3,03225806451613;3,35483870967742;0,970745272525028;0,699658350548228
"482";"23002018071P6";"ENSINO";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";4;19;0,210526315789474;1,26315789473684;1,15789473684211;1,14035087719298;0,675438596491228
"483";"23002018074P5";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";5;7;0,714285714285714;1,08;1,28;0,913333333333333;0,813809523809524
"484";"23003014011P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";3;49;0,0612244897959184;3,25;4,75;0,683333333333333;0,372278911564626
"485";"23003014013P2";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";4;37;0,108108108108108;2;2,27777777777778;1,21574074074074;0,661924424424424
"486";"23003014014P9";NA;NA;NA;NA;NA;NA;2;19;0,105263157894737;NA;NA;NA;NA
"487";"23003014015P5";NA;NA;NA;NA;NA;NA;1;21;0,0476190476190476;NA;NA;NA;NA
"488";"23003014016P1";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";5;40;0,125;1,11904761904762;2,02380952380952;0,69047619047619;0,407738095238095
"489";"23003014017P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";2;14;0,142857142857143;2;1;2;1,07142857142857
"490";"23003014018P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";2;12;0,166666666666667;2,5;3,5;0,809375;0,488020833333333
"491";"23003014019P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";4;17;0,235294117647059;1,47826086956522;1,06521739130435;1,40217391304348;0,818734015345269
"492";"23003014072P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";4;11;0,363636363636364;1,68181818181818;1,72727272727273;0,984848484848485;0,674242424242424
"493";"23004010003P3";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";2;7;0,285714285714286;1,41176470588235;1,23529411764706;1,14705882352941;0,716386554621849
"494";"23004010004P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";1;1;1;1;1;1;1
"495";"23004010007P9";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";1;1;1;1;1;1;1
"496";"23005017001P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";2;5;0,4;NA;NA;NA;NA
"497";"23005017002P3";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";2;28;0,0714285714285714;NA;NA;NA;NA
"498";"24001015001P4";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";2;15;0,133333333333333;NA;NA;NA;NA
"499";"24001015004P3";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";2;72;0,0277777777777778;NA;NA;NA;NA
"500";"24001015005P0";"FILOSOFIA";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"3";2;8;0,25;NA;NA;NA;NA
"501";"24001015010P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"4";2;24;0,0833333333333333;NA;NA;NA;NA
"502";"24001015012P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"3";3;40;0,075;NA;NA;NA;NA
"503";"24001015015P5";"FARMÁCIA";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";9;69;0,130434782608696;NA;NA;NA;NA
"504";"24001015016P1";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"4";4;18;0,222222222222222;NA;NA;NA;NA
"505";"24001015017P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";2;44;0,0454545454545455;NA;NA;NA;NA
"506";"24001015019P0";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"3";4;52;0,0769230769230769;NA;NA;NA;NA
"507";"24001015025P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";2;53;0,0377358490566038;NA;NA;NA;NA
"508";"24001015027P3";"ECONOMIA";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"5";1;2;0,5;NA;NA;NA;NA
"509";"24001015029P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"5";9;50;0,18;NA;NA;NA;NA
"510";"24001015030P4";"QUÍMICA";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";7;54;0,12962962962963;NA;NA;NA;NA
"511";"24001015034P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"3";5;77;0,0649350649350649;NA;NA;NA;NA
"512";"24001015035P6";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";2;37;0,0540540540540541;NA;NA;NA;NA
"513";"24001015037P9";"DIREITO";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";1;1;1;NA;NA;NA;NA
"514";"24001015038P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";1;16;0,0625;NA;NA;NA;NA
"515";"24001015040P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";2;2;1;NA;NA;NA;NA
"516";"24001015041P6";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";4;66;0,0606060606060606;NA;NA;NA;NA
"517";"24001015042P2";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";6;29;0,206896551724138;NA;NA;NA;NA
"518";"24001015044P5";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";4;36;0,111111111111111;NA;NA;NA;NA
"519";"24001015045P1";"HISTÓRIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";2;5;0,4;NA;NA;NA;NA
"520";"24001015046P8";"FILOSOFIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";1;3;0,333333333333333;NA;NA;NA;NA
"521";"24001015047P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";7;20;0,35;NA;NA;NA;NA
"522";"24001015048P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";2;22;0,0909090909090909;NA;NA;NA;NA
"523";"24001015049P7";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";2;14;0,142857142857143;NA;NA;NA;NA
"524";"24001015051P1";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";1;4;0,25;NA;NA;NA;NA
"525";"24001015052P8";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";4;41;0,0975609756097561;NA;NA;NA;NA
"526";"24001015053P4";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";1;1;1;NA;NA;NA;NA
"527";"24001015054P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";3;55;0,0545454545454545;NA;NA;NA;NA
"528";"24001015055P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";2;19;0,105263157894737;NA;NA;NA;NA
"529";"24001015057P0";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";3;29;0,103448275862069;NA;NA;NA;NA
"530";"24001015058P6";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";2;40;0,05;1,25;3,75;0,83125;0,440625
"531";"24001015059P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";5;14;0,357142857142857;NA;NA;NA;NA
"532";"24001015060P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;19;0,157894736842105;NA;NA;NA;NA
"533";"24001015061P7";"MATERIAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";4;22;0,181818181818182;NA;NA;NA;NA
"534";"24001015062P3";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;44;0,204545454545455;NA;NA;NA;NA
"535";"24001015063P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"5";2;12;0,166666666666667;NA;NA;NA;NA
"536";"24001015064P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";3;24;0,125;NA;NA;NA;NA
"537";"24001015065P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";2;19;0,105263157894737;NA;NA;NA;NA
"538";"24001015066P9";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";2;6;0,333333333333333;NA;NA;NA;NA
"539";"24001015067P5";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";2;13;0,153846153846154;NA;NA;NA;NA
"540";"24001015071P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";1;7;0,142857142857143;NA;NA;NA;NA
"541";"24001015072P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";12;33;0,363636363636364;NA;NA;NA;NA
"542";"24001015074P1";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";2;6;0,333333333333333;NA;NA;NA;NA
"543";"24001015075P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";1;19;0,0526315789473684;NA;NA;NA;NA
"544";"24001015080P1";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";2;12;0,166666666666667;NA;NA;NA;NA
"545";"24001031020P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"5";2;11;0,181818181818182;NA;NA;NA;NA
"546";"24001031021P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";3;17;0,176470588235294;NA;NA;NA;NA
"547";"24001031024P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";2;29;0,0689655172413793;NA;NA;NA;NA
"548";"24001031025P1";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";2;13;0,153846153846154;NA;NA;NA;NA
"549";"24001031026P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";8;28;0,285714285714286;NA;NA;NA;NA
"550";"24001040001P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";5;15;0,333333333333333;NA;NA;NA;NA
"551";"24003018001P7";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";1;1;1;1,18181818181818;1,95454545454545;0,743939393939394;0,871969696969697
"552";"24004014005P9";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";5;12;0,416666666666667;4;4;1;0,708333333333333
"553";"24004014006P5";"ENSINO";"ESTADUAL";"PÚBLICA";2007;"PROFISSIONAL";"4";2;18;0,111111111111111;1;1,25;0,875;0,493055555555556
"554";"24004014007P1";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";5;19;0,263157894736842;1,25;1,5;0,90625;0,584703947368421
"555";"24004014008P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";2;13;0,153846153846154;2,11111111111111;2,11111111111111;1;0,576923076923077
"556";"24004014009P4";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";4;32;0,125;1,56756756756757;1,40540540540541;1,19054054054054;0,65777027027027
"557";"24004014010P2";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";3;17;0,176470588235294;1,33333333333333;1,77777777777778;0,796296296296296;0,486383442265795
"558";"24004014011P9";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";7;15;0,466666666666667;NA;NA;NA;NA
"559";"24004014012P5";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";3;23;0,130434782608696;2;2;1,05128205128205;0,590858416945373
"560";"24004014013P1";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";3;11;0,272727272727273;1,16666666666667;1;1,16666666666667;0,71969696969697
"561";"24004014014P8";"FARMÁCIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";5;20;0,25;1,25;1,125;1,125;0,6875
"562";"24004014015P4";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";2;29;0,0689655172413793;1,4;1,3;1,2;0,63448275862069
"563";"24004014017P7";"ENSINO";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";2;23;0,0869565217391304;1;1;1;0,543478260869565
"564";"24004014018P3";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";1;10;0,1;1,6;1,6;1;0,55
