"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QIP";"QPV";"DIPP";"DFPP";"QPP";"DFCP";"CC"
"3352";"42005019009P1";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"6";4;63;0,0634920634920635;2,16;2,92;0,827666666666667;0,445579365079365
"3353";"42005019012P2";"TEOLOGIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";2;7;0,285714285714286;1,88888888888889;2,55555555555556;0,881481481481481;0,583597883597884
"3354";"42005019013P9";"DIREITO";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"6";3;5;0,6;1,85;2,95;0,7375;0,66875
"3355";"42005019014P5";"MEDICINA I";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"7";8;74;0,108108108108108;1,171875;1,25;0,966145833333333;0,537126970720721
"3356";"42005019015P1";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";12;70;0,171428571428571;1,88372093023256;1,6046511627907;1,25581395348837;0,713621262458472
"3357";"42005019016P8";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";10;99;0,101010101010101;1,3375;1,5125;0,935416666666667;0,518213383838384
"3358";"42005019017P4";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";5;41;0,121951219512195;1,95238095238095;1,66666666666667;1,2968253968254;0,709388308168796
"3359";"42005019020P5";"MEDICINA II";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"6";2;136;0,0147058823529412;1,44186046511628;1,68604651162791;0,925;0,469852941176471
"3360";"42005019021P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"6";2;57;0,0350877192982456;1,2;1,2;1,00555555555556;0,520321637426901
"3361";"42005019022P8";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";4;40;0,1;1,18518518518519;1,74074074074074;0,82962962962963;0,464814814814815
"3362";"42005019023P4";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"5";5;15;0,333333333333333;2,06666666666667;2,93333333333333;0,766666666666667;0,55
"3363";"42005019025P7";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"5";13;167;0,0778443113772455;1,9625;2,2375;0,974970238095238;0,526407274736242
"3364";"42005019026P3";"ENSINO";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";5;34;0,147058823529412;1,69230769230769;2;1,07988165680473;0,613470240167073
"3365";"42005019027P0";"ECONOMIA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";3;11;0,272727272727273;1,13636363636364;1,45454545454545;0,886363636363636;0,579545454545455
"3366";"42005019029P2";"CIÊNCIAS BIOLÓGICAS I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"6";4;57;0,0701754385964912;1,57142857142857;1,57142857142857;1;0,535087719298246
"3367";"42005019030P0";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";4;25;0,16;1,23529411764706;1;1,23529411764706;0,697647058823529
"3368";"42005019031P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"5";3;42;0,0714285714285714;1,75;1,5;1,21875;0,645089285714286
"3369";"42005019033P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";2;15;0,133333333333333;1,2;1,06666666666667;1,13333333333333;0,633333333333333
"3370";"42005019034P6";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";8;30;0,266666666666667;1,15789473684211;1,15789473684211;1;0,633333333333333
"3371";"42006015003P0";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";2;14;0,142857142857143;NA;NA;NA;NA
"3372";"42006015004P6";"MEDICINA I";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";4;15;0,266666666666667;1,4375;1,84375;1,0125;0,639583333333333
"3373";"42006015005P2";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";2;6;0,333333333333333;1,29411764705882;1,11764705882353;1,25490196078431;0,794117647058823
"3374";"42006015009P8";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";3;10;0,3;1,07142857142857;1,35714285714286;0,869047619047619;0,58452380952381
"3375";"42007011001P3";"HISTÓRIA";"PARTICULAR";"PRIVADA";1987;"ACADÊMICO";"5";4;40;0,1;1,33333333333333;1,58333333333333;0,902777777777778;0,501388888888889
"3376";"42007011002P0";"GEOCIÊNCIAS";"PARTICULAR";"PRIVADA";1992;"ACADÊMICO";"4";9;32;0,28125;2,14285714285714;4,35714285714286;0,598412698412698;0,439831349206349
"3377";"42007011003P6";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"7";4;38;0,105263157894737;4,15789473684211;4,21052631578947;1,01466165413534;0,559962406015038
"3378";"42007011004P2";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"6";4;53;0,0754716981132075;2,73076923076923;2,84615384615385;1,03611111111111;0,555791404612159
"3379";"42007011005P9";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"6";7;70;0,1;2,21428571428571;3,35714285714286;0,803698979591837;0,451849489795918
"3380";"42007011006P5";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";14;63;0,222222222222222;3,23529411764706;3,88235294117647;0,919467787114846;0,570845004668534
"3381";"42007011007P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";5;53;0,0943396226415094;1,25;1,39285714285714;0,958333333333333;0,526336477987421
"3382";"42007011008P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";7;53;0,132075471698113;1,43478260869565;1,26086956521739;1,1304347826087;0,631255127153404
"3383";"42007011009P4";"BIODIVERSIDADE";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";14;43;0,325581395348837;1,95238095238095;2,71428571428571;0,870634920634921;0,598108157991879
"3384";"42007011010P2";"FILOSOFIA";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"5";4;32;0,125;3,30769230769231;3,61538461538462;1,06153846153846;0,593269230769231
"3385";"42007011011P9";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";5;38;0,131578947368421;2,21428571428571;1,92857142857143;1,23809523809524;0,68483709273183
"3386";"42007011012P5";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";7;40;0,175;2,94736842105263;3,31578947368421;0,917105263157895;0,546052631578947
"3387";"42007011013P1";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"5";4;43;0,0930232558139535;1,31578947368421;2,68421052631579;0,703947368421053;0,398485312117503
"3388";"42007011014P8";"ECONOMIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";4;27;0,148148148148148;1,28571428571429;1,71428571428571;0,914285714285714;0,531216931216931
"3389";"42007011015P4";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";7;36;0,194444444444444;2,23529411764706;1,52941176470588;1,50980392156863;0,852124183006536
"3390";"42007011016P0";"PSICOLOGIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";5;31;0,161290322580645;1,27777777777778;2,94444444444444;0,544444444444444;0,352867383512545
"3391";"42007011018P3";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";20;66;0,303030303030303;2,375;3,75;0,676835317460317;0,48993281024531
"3392";"42007011021P4";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"4";5;25;0,2;2;1,90909090909091;1,04545454545455;0,622727272727273
"3393";"42007011023P7";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";11;48;0,229166666666667;2;2,25;0,9171875;0,573177083333333
"3394";"42007011024P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"4";8;35;0,228571428571429;1,6;1,46666666666667;1,14444444444444;0,686507936507937
"3395";"42007011025P0";"ENFERMAGEM";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";3;28;0,107142857142857;2,06666666666667;2,53333333333333;0,991111111111111;0,549126984126984
"3396";"42007011026P6";"NUTRIÇÃO";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";3;22;0,136363636363636;3,25;3,75;0,90625;0,521306818181818
"3397";"42007011027P2";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";3;19;0,157894736842105;3,7;3,1;1,21833333333333;0,688114035087719
"3398";"42007011031P0";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";7;29;0,241379310344828;1,95833333333333;2,04166666666667;1,00347222222222;0,622425766283525
"3399";"42007011032P6";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";11;14;0,785714285714286;2,92307692307692;3,69230769230769;0,862637362637363;0,824175824175824
"3400";"42007011033P2";"DIREITO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";1;19;0,0526315789473684;1,5;1,33333333333333;1,16666666666667;0,609649122807018
"3401";"42008018001P0";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"5";3;47;0,0638297872340425;2,71428571428571;3,71428571428571;0,805194805194805;0,434512296214424
"3402";"42008018003P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";5;32;0,15625;2,25;1,9;1,21666666666667;0,686458333333333
"3403";"42008018005P5";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";3;3;1;2,2;2;1,275;1,1375
"3404";"42008018006P1";"MATERIAIS";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"5";8;41;0,195121951219512;1,6;1,73333333333333;0,933333333333333;0,564227642276423
"3405";"42008018007P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";10;40;0,25;3,9375;2,4375;1,77604166666667;1,01302083333333
"3406";"42008018008P4";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"4";5;36;0,138888888888889;1,70833333333333;1,25;1,43055555555556;0,784722222222222
"3407";"42008018009P0";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";9;54;0,166666666666667;1,53061224489796;1,73469387755102;0,918367346938776;0,542517006802721
"3408";"42008018010P9";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"4";3;3;1;NA;NA;NA;NA
"3409";"42008018011P5";"FILOSOFIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";3;17;0,176470588235294;1,35714285714286;1,07142857142857;1,32142857142857;0,748949579831933
"3410";"42008018012P1";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";2;1;2;1,33333333333333;1;1,33333333333333;1,66666666666667
"3411";"42008018013P8";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";4;21;0,19047619047619;1,55555555555556;2,11111111111111;0,859259259259259;0,524867724867725
"3412";"42008018014P4";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";8;18;0,444444444444444;1,1;1,18333333333333;0,963888888888889;0,704166666666667
"3413";"42008018015P0";"ENSINO";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";6;18;0,333333333333333;1,39130434782609;1,82608695652174;0,907971014492754;0,620652173913044
"3414";"42008018016P7";"HISTÓRIA";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";3;12;0,25;2,27272727272727;1,63636363636364;1,56060606060606;0,90530303030303
"3415";"42008018034P5";"MEDICINA I";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";1;1;1;1,47058823529412;1,64705882352941;0,911764705882353;0,955882352941176
"3416";"42009014001P6";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"4";11;17;0,647058823529412;NA;NA;NA;NA
"3417";"42009014002P2";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";5;21;0,238095238095238;2,38461538461538;3,38461538461538;0,859157509157509;0,548626373626374
"3418";"42009014003P9";"HISTÓRIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";2;17;0,117647058823529;1,4;1,4;1,05;0,583823529411765
"3419";"42009014004P5";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";3;11;0,272727272727273;2,2;3;0,733333333333333;0,503030303030303
"3420";"42009014005P1";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";3;11;0,272727272727273;2,13333333333333;3,46666666666667;0,727777777777778;0,500252525252525
"3421";"42009014006P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";4;10;0,4;3,38461538461538;3;1,26007326007326;0,83003663003663
"3422";"42009014007P4";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";4;30;0,133333333333333;1,28571428571429;2,52380952380952;0,621428571428571;0,377380952380952
"3423";"42009014009P7";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";4;17;0,235294117647059;2,22727272727273;2,59090909090909;0,89469696969697;0,564995543672014
"3424";"42009014011P1";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";1;1;1;3,25;3,25;1,025;1,0125
"3425";"42009014012P8";"ENSINO";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";1;3;0,333333333333333;7,5;7,25;1,21463585434174;0,773984593837535
"3426";"42009014013P4";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";2;2;1;1,21428571428571;1,64285714285714;0,880952380952381;0,94047619047619
"3427";"42009014014P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";1;1;1;2;2,33333333333333;1,12169312169312;1,06084656084656
"3428";"42010012001P0";"CIÊNCIA DE ALIMENTOS";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"5";5;8;0,625;NA;NA;NA;NA
"3429";"42010012002P7";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";2;5;0,4;2;1,85714285714286;1,11904761904762;0,759523809523809
"3430";"42010012003P3";"DIREITO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";2;8;0,25;1,8;2,2;1,02;0,635
"3431";"42010012004P0";"BIODIVERSIDADE";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";4;16;0,25;2,2;3,2;0,819047619047619;0,53452380952381
"3432";"42010012006P2";"ENSINO";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"3";3;7;0,428571428571429;3,2;2,5;1,38333333333333;0,905952380952381
"3433";"42010012007P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";6;8;0,75;2,2;2,53333333333333;0,986507936507936;0,868253968253968
"3434";"42010012008P5";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";3;11;0,272727272727273;1,25;1,25;1;0,636363636363636
"3435";"42014018001P6";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";15;18;0,833333333333333;3,75;4,25;1,01190476190476;0,922619047619048
"3436";"42014018002P2";"ENSINO";"PARTICULAR";"PRIVADA";2007;"PROFISSIONAL";"4";4;36;0,111111111111111;3,36363636363636;2,95454545454545;1,20151515151515;0,656313131313131
"3437";"42014018003P9";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";18;26;0,692307692307692;3,53846153846154;3,30769230769231;1,22115384615385;0,956730769230769
"3438";"42014018004P5";"ENSINO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";7;41;0,170731707317073;2,92857142857143;2,89285714285714;1,12755102040816;0,649141363862618
"3439";"42014018170P2";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";14;20;0,7;2,16666666666667;1,83333333333333;1,32638888888889;1,01319444444444
"3440";"42015014002P9";"MEDICINA II";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";2;99;0,0202020202020202;1,46808510638298;1,5531914893617;1,01241134751773;0,516306683859875
"3441";"42015014004P1";"MEDICINA I";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"3";1;5;0,2;1,76923076923077;2,61538461538462;0,806410256410256;0,503205128205128
"3442";"42015014006P4";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";2;77;0,025974025974026;1,54117647058824;1,72941176470588;0,943137254901961;0,484555640437993
"3443";"42015014008P7";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";1;8;0,125;1,38709677419355;2,09677419354839;0,79247311827957;0,458736559139785
"3444";"42015014010P1";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";5;21;0,238095238095238;2;2,27272727272727;0,954545454545454;0,596320346320346
"3445";"42016010001P9";"TEOLOGIA";"PARTICULAR";"PRIVADA";1983;"ACADÊMICO";"6";2;27;0,0740740740740741;3,55555555555556;4;0,901851851851852;0,487962962962963
"3446";"42016010002P5";"TEOLOGIA";"PARTICULAR";"PRIVADA";2001;"PROFISSIONAL";"4";2;3;0,666666666666667;2,8;2,3;1,22166666666667;0,944166666666667
"3447";"42018013002P8";"MEDICINA I";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"5";4;173;0,023121387283237;1,45901639344262;1,52459016393443;1,01229508196721;0,517708234625225
"3448";"42018013003P4";"MEDICINA I";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"4";2;19;0,105263157894737;1,2;1,2;1;0,552631578947368
"3449";"42019010001P1";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"4";3;40;0,075;1,07407407407407;1,48148148148148;0,796296296296296;0,435648148148148
"3450";"42019010004P0";NA;NA;NA;NA;NA;NA;2;4;0,5;NA;NA;NA;NA
"3451";"42019010005P7";"ENSINO";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";3;13;0,230769230769231;2,5;2,25;1,13125;0,681009615384615
"3452";"42019010009P2";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";4;16;0,25;3,4;3,1;1,175;0,7125
"3453";"42019010011P7";"CIÊNCIAS BIOLÓGICAS I";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"3";4;11;0,363636363636364;1,5;2;0,75;0,556818181818182
"3454";"42019010013P0";"CIÊNCIAS BIOLÓGICAS I";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";5;27;0,185185185185185;4,5;4,5;0,991666666666667;0,588425925925926
"3455";"42019010014P6";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";4;7;0,571428571428571;2,23076923076923;2,15384615384615;1,15769230769231;0,86456043956044
"3456";"42020018001P2";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";6;58;0,103448275862069;2,0625;2,15625;1,02916666666667;0,566307471264368
"3457";"42020018002P9";"DIREITO";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"5";4;45;0,0888888888888889;2,04761904761905;3,23809523809524;0,735569985569986;0,412229437229437
"3458";"42020018003P5";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";5;39;0,128205128205128;1,94736842105263;1,84210526315789;1,11666666666667;0,622435897435897
"3459";"42020018004P1";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";8;30;0,266666666666667;3,6;3,73333333333333;0,962380952380952;0,61452380952381
"3460";"42020018005P8";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";10;34;0,294117647058824;2,45454545454545;2,18181818181818;1,16666666666667;0,730392156862745
"3461";"42020018006P4";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"3";4;31;0,129032258064516;2,47058823529412;2,29411764705882;1,03823529411765;0,583633776091082
"3462";"42020018007P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";6;50;0,12;5,77272727272727;5,5;1,07402874902875;0,597014374514375
"3463";"42020018008P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";4;19;0,210526315789474;2,125;1,75;1,21875;0,714638157894737
"3464";"42021014001P9";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";6;43;0,13953488372093;2,94736842105263;2,42105263157895;1,17543859649123;0,657486740106079
"3465";"42021014002P5";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";7;39;0,179487179487179;1,1304347826087;1,39130434782609;0,915942028985507;0,547714604236343
"3466";"42021014003P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"4";6;48;0,125;1,9375;1,5;1,20833333333333;0,666666666666667
"3467";"42021014004P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";3;23;0,130434782608696;1,27272727272727;1,36363636363636;0,954545454545455;0,542490118577075
"3468";"42021014005P4";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";3;12;0,25;1,83333333333333;2,22222222222222;0,907407407407407;0,578703703703704
"3469";"42021014006P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"4";4;23;0,173913043478261;2,23529411764706;1,82352941176471;1,17647058823529;0,675191815856778
"3470";"42023017001P1";"MEDICINA II";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";1;6;0,166666666666667;1,2;1,2;1;0,583333333333333
"3471";"42024013001P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";4;41;0,0975609756097561;2,64;3,64;0,786666666666667;0,442113821138211
"3472";"42024013002P4";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"4";3;15;0,2;2,94117647058824;2,17647058823529;1,45588235294118;0,827941176470588
"3473";"42024013003P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";4;13;0,307692307692308;3,83333333333333;2,66666666666667;1,58333333333333;0,94551282051282
"3474";"42024013004P7";"DIREITO";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";1;11;0,0909090909090909;1,66666666666667;1,5;1,25;0,670454545454545
"3475";"42033012001P3";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";3;14;0,214285714285714;NA;NA;NA;NA
"3476";"42033012002P0";"ENSINO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";3;6;0,5;NA;NA;NA;NA
"3477";"42037018001P9";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";4;48;0,0833333333333333;1,52631578947368;1,3859649122807;1,22222222222222;0,652777777777778
"3478";"42037018002P5";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";2;9;0,222222222222222;1,63709677419355;1,38709677419355;1,22849462365591;0,725358422939068
"3479";"42037018003P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";4;30;0,133333333333333;1,69117647058824;1,47058823529412;1,17401960784314;0,653676470588235
"3480";"42039010001P1";"ENSINO";"PARTICULAR";"PRIVADA";2004;"PROFISSIONAL";"4";4;16;0,25;2;2,4;0,95;0,6
"3481";"42039010002P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";6;34;0,176470588235294;3,30769230769231;3,61538461538462;0,92051282051282;0,548491704374057
"3482";"42039010003P4";"ENSINO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"4";3;11;0,272727272727273;2,06666666666667;2,6;1,05555555555556;0,664141414141414
"3483";"42039010004P0";"ENFERMAGEM";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";3;9;0,333333333333333;1,55;2;0,816666666666667;0,575
"3484";"42039010005P7";"MEDICINA II";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";2;6;0,333333333333333;2,2;2,13333333333333;1,06666666666667;0,7
"3485";"42039010006P3";"ENSINO";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";3;10;0,3;1,76923076923077;1,38461538461538;1,34615384615385;0,823076923076923
"3486";"42041015001P2";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"5";10;93;0,10752688172043;3;2,79591836734694;1,20046161321672;0,653994247468573
"3487";"42041015003P5";"MATERIAIS";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"3";7;45;0,155555555555556;2,91666666666667;2,45833333333333;1,33541666666667;0,745486111111111
"3488";"42041015004P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";4;32;0,125;1,36842105263158;1,78947368421053;0,894736842105263;0,509868421052632
"3489";"42041015006P4";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";6;64;0,09375;1,56818181818182;1,63636363636364;0,986742424242424;0,540246212121212
"3490";"42041015007P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";4;30;0,133333333333333;1,5;1,36363636363636;1,13636363636364;0,634848484848485
